base_candidate_count,base_collision_count,base_valid_collision_rate,probe_neighbor_count,probe_neighbor_collisions,probe_neighbor_collision_rate,probe_enrichment,outcome_flip_boundary_pairs,boundary_unique_scenarios,boundary_collision_side_scenarios,boundary_other_side_scenarios,pipeline_integrated
10800,479,0.04450018580453363,18,11,0.6111111111111112,13.732776617954071,1042,1360,446,914,False
