matched_order	archived_outcome	innovation_seed	l2_id	l4_id	map_name	iid_outcome	ar1_outcome	iid_collision	ar1_collision	iid_repaired_collision	ar1_repaired_collision	repair_delta	iid_safe_to_collision	ar1_safe_to_collision	safe_harm_delta	iid_lost_overtake	ar1_lost_overtake	overtake_loss_delta
7	follow	3	L2:d337dae140ef3dd5fd2b0f593961eed8934d568d208bede340edd9a88001f10a	L4:ff8b5ed1d36bb5f66085176346a6cc24a81df3584ec29dfd2ea3014c98a89aea	Austin	follow	follow	0	0	0	0	0	0	0	0	0	0	0
8	collision	0	L2:272da7fe3b9d5d3f26eaeeaf78032db2e5e6e1a86c881092f6c8678ce81bb09a	L4:672b212bc61add59a02330f22e98ee36145ee9c9ea60d9818c38ba238dd4bb93	Austin	overtake	overtake	0	0	1	1	0	0	0	0	0	0	0
8	collision	1	L2:272da7fe3b9d5d3f26eaeeaf78032db2e5e6e1a86c881092f6c8678ce81bb09a	L4:672b212bc61add59a02330f22e98ee36145ee9c9ea60d9818c38ba238dd4bb93	Austin	follow	follow	0	0	1	1	0	0	0	0	0	0	0
8	collision	2	L2:272da7fe3b9d5d3f26eaeeaf78032db2e5e6e1a86c881092f6c8678ce81bb09a	L4:672b212bc61add59a02330f22e98ee36145ee9c9ea60d9818c38ba238dd4bb93	Austin	follow	overtake	0	0	1	1	0	0	0	0	0	0	0
8	collision	3	L2:272da7fe3b9d5d3f26eaeeaf78032db2e5e6e1a86c881092f6c8678ce81bb09a	L4:672b212bc61add59a02330f22e98ee36145ee9c9ea60d9818c38ba238dd4bb93	Austin	follow	follow	0	0	1	1	0	0	0	0	0	0	0
8	overtake	0	L2:b171e484f961d87ebee5b6b57c3f131f156d9d57eac887262f02fe400a6de7e3	L4:672b212bc61add59a02330f22e98ee36145ee9c9ea60d9818c38ba238dd4bb93	Austin	overtake	overtake	0	0	0	0	0	0	0	0	0	0	0
8	overtake	1	L2:b171e484f961d87ebee5b6b57c3f131f156d9d57eac887262f02fe400a6de7e3	L4:672b212bc61add59a02330f22e98ee36145ee9c9ea60d9818c38ba238dd4bb93	Austin	overtake	overtake	0	0	0	0	0	0	0	0	0	0	0
8	overtake	2	L2:b171e484f961d87ebee5b6b57c3f131f156d9d57eac887262f02fe400a6de7e3	L4:672b212bc61add59a02330f22e98ee36145ee9c9ea60d9818c38ba238dd4bb93	Austin	overtake	overtake	0	0	0	0	0	0	0	0	0	0	0
8	overtake	3	L2:b171e484f961d87ebee5b6b57c3f131f156d9d57eac887262f02fe400a6de7e3	L4:672b212bc61add59a02330f22e98ee36145ee9c9ea60d9818c38ba238dd4bb93	Austin	overtake	overtake	0	0	0	0	0	0	0	0	0	0	0
8	follow	0	L2:352609deb16d51ee79ad01697292e6da81d6e3e51531e69c9fbfc191530e3da7	L4:672b212bc61add59a02330f22e98ee36145ee9c9ea60d9818c38ba238dd4bb93	Austin	follow	follow	0	0	0	0	0	0	0	0	0	0	0
8	follow	1	L2:352609deb16d51ee79ad01697292e6da81d6e3e51531e69c9fbfc191530e3da7	L4:672b212bc61add59a02330f22e98ee36145ee9c9ea60d9818c38ba238dd4bb93	Austin	follow	follow	0	0	0	0	0	0	0	0	0	0	0
8	follow	2	L2:352609deb16d51ee79ad01697292e6da81d6e3e51531e69c9fbfc191530e3da7	L4:672b212bc61add59a02330f22e98ee36145ee9c9ea60d9818c38ba238dd4bb93	Austin	follow	follow	0	0	0	0	0	0	0	0	0	0	0
8	follow	3	L2:352609deb16d51ee79ad01697292e6da81d6e3e51531e69c9fbfc191530e3da7	L4:672b212bc61add59a02330f22e98ee36145ee9c9ea60d9818c38ba238dd4bb93	Austin	follow	follow	0	0	0	0	0	0	0	0	0	0	0
9	collision	0	L2:cd37c656b7da6cf755cd458c40427434c6330d0f316cd24aeb52723411d91478	L4:c18e642d82d51c3bbe780cfbc7473c67d3ad2ce61157c8776be3398a74bafe34	Austin	collision	collision	1	1	0	0	0	0	0	0	0	0	0
9	collision	1	L2:cd37c656b7da6cf755cd458c40427434c6330d0f316cd24aeb52723411d91478	L4:c18e642d82d51c3bbe780cfbc7473c67d3ad2ce61157c8776be3398a74bafe34	Austin	collision	follow	1	0	0	1	1	0	0	0	0	0	0
9	collision	2	L2:cd37c656b7da6cf755cd458c40427434c6330d0f316cd24aeb52723411d91478	L4:c18e642d82d51c3bbe780cfbc7473c67d3ad2ce61157c8776be3398a74bafe34	Austin	collision	follow	1	0	0	1	1	0	0	0	0	0	0
9	collision	3	L2:cd37c656b7da6cf755cd458c40427434c6330d0f316cd24aeb52723411d91478	L4:c18e642d82d51c3bbe780cfbc7473c67d3ad2ce61157c8776be3398a74bafe34	Austin	collision	collision	1	1	0	0	0	0	0	0	0	0	0
9	overtake	0	L2:1c52e1d27184219c7d3a78fb9de638e678b22623b8dbd33a9dda58448a30eaa6	L4:c18e642d82d51c3bbe780cfbc7473c67d3ad2ce61157c8776be3398a74bafe34	Austin	overtake	overtake	0	0	0	0	0	0	0	0	0	0	0
9	overtake	1	L2:1c52e1d27184219c7d3a78fb9de638e678b22623b8dbd33a9dda58448a30eaa6	L4:c18e642d82d51c3bbe780cfbc7473c67d3ad2ce61157c8776be3398a74bafe34	Austin	overtake	overtake	0	0	0	0	0	0	0	0	0	0	0
9	overtake	2	L2:1c52e1d27184219c7d3a78fb9de638e678b22623b8dbd33a9dda58448a30eaa6	L4:c18e642d82d51c3bbe780cfbc7473c67d3ad2ce61157c8776be3398a74bafe34	Austin	overtake	collision	0	1	0	0	0	0	1	1	0	1	1
9	overtake	3	L2:1c52e1d27184219c7d3a78fb9de638e678b22623b8dbd33a9dda58448a30eaa6	L4:c18e642d82d51c3bbe780cfbc7473c67d3ad2ce61157c8776be3398a74bafe34	Austin	overtake	overtake	0	0	0	0	0	0	0	0	0	0	0
9	follow	0	L2:d869d394530a1e51f5b02013f8e86893316b14177609195cb401608f7f44c44d	L4:c18e642d82d51c3bbe780cfbc7473c67d3ad2ce61157c8776be3398a74bafe34	Austin	follow	overtake	0	0	0	0	0	0	0	0	0	0	0
9	follow	1	L2:d869d394530a1e51f5b02013f8e86893316b14177609195cb401608f7f44c44d	L4:c18e642d82d51c3bbe780cfbc7473c67d3ad2ce61157c8776be3398a74bafe34	Austin	overtake	overtake	0	0	0	0	0	0	0	0	0	0	0
9	follow	2	L2:d869d394530a1e51f5b02013f8e86893316b14177609195cb401608f7f44c44d	L4:c18e642d82d51c3bbe780cfbc7473c67d3ad2ce61157c8776be3398a74bafe34	Austin	follow	overtake	0	0	0	0	0	0	0	0	0	0	0
9	follow	3	L2:d869d394530a1e51f5b02013f8e86893316b14177609195cb401608f7f44c44d	L4:c18e642d82d51c3bbe780cfbc7473c67d3ad2ce61157c8776be3398a74bafe34	Austin	follow	overtake	0	0	0	0	0	0	0	0	0	0	0
10	collision	0	L2:68abab765c6843f65888350f566822f58a152bc284745c8ba285428daf1a62df	L4:fbc2e97f9766149bdce0b8c2d723a23c16fd8db00b9269d5a63ab1556880f20e	Hockenheim	collision	follow	1	0	0	1	1	0	0	0	0	0	0
10	collision	1	L2:68abab765c6843f65888350f566822f58a152bc284745c8ba285428daf1a62df	L4:fbc2e97f9766149bdce0b8c2d723a23c16fd8db00b9269d5a63ab1556880f20e	Hockenheim	overtake	collision	0	1	1	0	-1	0	0	0	0	0	0
10	collision	2	L2:68abab765c6843f65888350f566822f58a152bc284745c8ba285428daf1a62df	L4:fbc2e97f9766149bdce0b8c2d723a23c16fd8db00b9269d5a63ab1556880f20e	Hockenheim	follow	overtake	0	0	1	1	0	0	0	0	0	0	0
10	collision	3	L2:68abab765c6843f65888350f566822f58a152bc284745c8ba285428daf1a62df	L4:fbc2e97f9766149bdce0b8c2d723a23c16fd8db00b9269d5a63ab1556880f20e	Hockenheim	follow	collision	0	1	1	0	-1	0	0	0	0	0	0
10	overtake	0	L2:92f3880296900092e3dfe61551e76a9b0d5cbd022d60688d234ba031b5f639f4	L4:fbc2e97f9766149bdce0b8c2d723a23c16fd8db00b9269d5a63ab1556880f20e	Hockenheim	overtake	overtake	0	0	0	0	0	0	0	0	0	0	0
10	overtake	1	L2:92f3880296900092e3dfe61551e76a9b0d5cbd022d60688d234ba031b5f639f4	L4:fbc2e97f9766149bdce0b8c2d723a23c16fd8db00b9269d5a63ab1556880f20e	Hockenheim	overtake	overtake	0	0	0	0	0	0	0	0	0	0	0
10	overtake	2	L2:92f3880296900092e3dfe61551e76a9b0d5cbd022d60688d234ba031b5f639f4	L4:fbc2e97f9766149bdce0b8c2d723a23c16fd8db00b9269d5a63ab1556880f20e	Hockenheim	overtake	overtake	0	0	0	0	0	0	0	0	0	0	0
10	overtake	3	L2:92f3880296900092e3dfe61551e76a9b0d5cbd022d60688d234ba031b5f639f4	L4:fbc2e97f9766149bdce0b8c2d723a23c16fd8db00b9269d5a63ab1556880f20e	Hockenheim	overtake	collision	0	1	0	0	0	0	1	1	0	1	1
10	follow	0	L2:b7a9a5fa3cc5b1522d58ef1bc5f5b13605ffa395fa0ef035f0724b147f425e0a	L4:fbc2e97f9766149bdce0b8c2d723a23c16fd8db00b9269d5a63ab1556880f20e	Hockenheim	follow	follow	0	0	0	0	0	0	0	0	0	0	0
10	follow	1	L2:b7a9a5fa3cc5b1522d58ef1bc5f5b13605ffa395fa0ef035f0724b147f425e0a	L4:fbc2e97f9766149bdce0b8c2d723a23c16fd8db00b9269d5a63ab1556880f20e	Hockenheim	follow	follow	0	0	0	0	0	0	0	0	0	0	0
10	follow	2	L2:b7a9a5fa3cc5b1522d58ef1bc5f5b13605ffa395fa0ef035f0724b147f425e0a	L4:fbc2e97f9766149bdce0b8c2d723a23c16fd8db00b9269d5a63ab1556880f20e	Hockenheim	follow	follow	0	0	0	0	0	0	0	0	0	0	0
10	follow	3	L2:b7a9a5fa3cc5b1522d58ef1bc5f5b13605ffa395fa0ef035f0724b147f425e0a	L4:fbc2e97f9766149bdce0b8c2d723a23c16fd8db00b9269d5a63ab1556880f20e	Hockenheim	follow	follow	0	0	0	0	0	0	0	0	0	0	0
11	collision	0	L2:732874565dde6d56c098e63f6fb2a11469910c4959ea51c1919480176319fcc5	L4:a422312b65d4587eb059c096137c72e4c0375bcfd83e44357dd313d0be61c656	Nuerburgring	collision	follow	1	0	0	1	1	0	0	0	0	0	0
11	collision	1	L2:732874565dde6d56c098e63f6fb2a11469910c4959ea51c1919480176319fcc5	L4:a422312b65d4587eb059c096137c72e4c0375bcfd83e44357dd313d0be61c656	Nuerburgring	overtake	collision	0	1	1	0	-1	0	0	0	0	0	0
11	collision	2	L2:732874565dde6d56c098e63f6fb2a11469910c4959ea51c1919480176319fcc5	L4:a422312b65d4587eb059c096137c72e4c0375bcfd83e44357dd313d0be61c656	Nuerburgring	collision	overtake	1	0	0	1	1	0	0	0	0	0	0
11	collision	3	L2:732874565dde6d56c098e63f6fb2a11469910c4959ea51c1919480176319fcc5	L4:a422312b65d4587eb059c096137c72e4c0375bcfd83e44357dd313d0be61c656	Nuerburgring	collision	collision	1	1	0	0	0	0	0	0	0	0	0
11	overtake	0	L2:8383b0ddea910128bb2c3c5958d2c50beaf4a2c78f927515b094e55aa23ce212	L4:a422312b65d4587eb059c096137c72e4c0375bcfd83e44357dd313d0be61c656	Nuerburgring	overtake	overtake	0	0	0	0	0	0	0	0	0	0	0
11	overtake	1	L2:8383b0ddea910128bb2c3c5958d2c50beaf4a2c78f927515b094e55aa23ce212	L4:a422312b65d4587eb059c096137c72e4c0375bcfd83e44357dd313d0be61c656	Nuerburgring	overtake	overtake	0	0	0	0	0	0	0	0	0	0	0
11	overtake	2	L2:8383b0ddea910128bb2c3c5958d2c50beaf4a2c78f927515b094e55aa23ce212	L4:a422312b65d4587eb059c096137c72e4c0375bcfd83e44357dd313d0be61c656	Nuerburgring	overtake	overtake	0	0	0	0	0	0	0	0	0	0	0
11	overtake	3	L2:8383b0ddea910128bb2c3c5958d2c50beaf4a2c78f927515b094e55aa23ce212	L4:a422312b65d4587eb059c096137c72e4c0375bcfd83e44357dd313d0be61c656	Nuerburgring	overtake	overtake	0	0	0	0	0	0	0	0	0	0	0
11	follow	0	L2:67371c27ecd662d7a5ba3b922e78575c03b8e6eec8293c694398654c34066126	L4:a422312b65d4587eb059c096137c72e4c0375bcfd83e44357dd313d0be61c656	Nuerburgring	follow	follow	0	0	0	0	0	0	0	0	0	0	0
11	follow	1	L2:67371c27ecd662d7a5ba3b922e78575c03b8e6eec8293c694398654c34066126	L4:a422312b65d4587eb059c096137c72e4c0375bcfd83e44357dd313d0be61c656	Nuerburgring	follow	follow	0	0	0	0	0	0	0	0	0	0	0
11	follow	2	L2:67371c27ecd662d7a5ba3b922e78575c03b8e6eec8293c694398654c34066126	L4:a422312b65d4587eb059c096137c72e4c0375bcfd83e44357dd313d0be61c656	Nuerburgring	follow	follow	0	0	0	0	0	0	0	0	0	0	0
11	follow	3	L2:67371c27ecd662d7a5ba3b922e78575c03b8e6eec8293c694398654c34066126	L4:a422312b65d4587eb059c096137c72e4c0375bcfd83e44357dd313d0be61c656	Nuerburgring	follow	follow	0	0	0	0	0	0	0	0	0	0	0
12	collision	0	L2:995063b32d5c08dc0440bda1d1aabce4dd3433e3cc2c461132790c685b1a494a	L4:e247ec9d1ce2a69206db464a60cdf5b3e1eee6bb9d4c9ba248fb4b8eb4b7cd6c	Hockenheim	collision	overtake	1	0	0	1	1	0	0	0	0	0	0
12	collision	1	L2:995063b32d5c08dc0440bda1d1aabce4dd3433e3cc2c461132790c685b1a494a	L4:e247ec9d1ce2a69206db464a60cdf5b3e1eee6bb9d4c9ba248fb4b8eb4b7cd6c	Hockenheim	collision	overtake	1	0	0	1	1	0	0	0	0	0	0
12	collision	2	L2:995063b32d5c08dc0440bda1d1aabce4dd3433e3cc2c461132790c685b1a494a	L4:e247ec9d1ce2a69206db464a60cdf5b3e1eee6bb9d4c9ba248fb4b8eb4b7cd6c	Hockenheim	collision	collision	1	1	0	0	0	0	0	0	0	0	0
12	collision	3	L2:995063b32d5c08dc0440bda1d1aabce4dd3433e3cc2c461132790c685b1a494a	L4:e247ec9d1ce2a69206db464a60cdf5b3e1eee6bb9d4c9ba248fb4b8eb4b7cd6c	Hockenheim	collision	collision	1	1	0	0	0	0	0	0	0	0	0
12	overtake	0	L2:6a5ac10ab14505f1d23caa8b88adcf338651bc8e07fb84c3fc812bce10b568fe	L4:e247ec9d1ce2a69206db464a60cdf5b3e1eee6bb9d4c9ba248fb4b8eb4b7cd6c	Hockenheim	overtake	overtake	0	0	0	0	0	0	0	0	0	0	0
12	overtake	1	L2:6a5ac10ab14505f1d23caa8b88adcf338651bc8e07fb84c3fc812bce10b568fe	L4:e247ec9d1ce2a69206db464a60cdf5b3e1eee6bb9d4c9ba248fb4b8eb4b7cd6c	Hockenheim	overtake	overtake	0	0	0	0	0	0	0	0	0	0	0
12	overtake	2	L2:6a5ac10ab14505f1d23caa8b88adcf338651bc8e07fb84c3fc812bce10b568fe	L4:e247ec9d1ce2a69206db464a60cdf5b3e1eee6bb9d4c9ba248fb4b8eb4b7cd6c	Hockenheim	overtake	overtake	0	0	0	0	0	0	0	0	0	0	0
12	overtake	3	L2:6a5ac10ab14505f1d23caa8b88adcf338651bc8e07fb84c3fc812bce10b568fe	L4:e247ec9d1ce2a69206db464a60cdf5b3e1eee6bb9d4c9ba248fb4b8eb4b7cd6c	Hockenheim	overtake	overtake	0	0	0	0	0	0	0	0	0	0	0
12	follow	0	L2:6139e03820f695caaecf618f1fb7b32c0ce85d695d63d51c482dc233faddfeb7	L4:e247ec9d1ce2a69206db464a60cdf5b3e1eee6bb9d4c9ba248fb4b8eb4b7cd6c	Hockenheim	follow	follow	0	0	0	0	0	0	0	0	0	0	0
12	follow	1	L2:6139e03820f695caaecf618f1fb7b32c0ce85d695d63d51c482dc233faddfeb7	L4:e247ec9d1ce2a69206db464a60cdf5b3e1eee6bb9d4c9ba248fb4b8eb4b7cd6c	Hockenheim	follow	follow	0	0	0	0	0	0	0	0	0	0	0
12	follow	2	L2:6139e03820f695caaecf618f1fb7b32c0ce85d695d63d51c482dc233faddfeb7	L4:e247ec9d1ce2a69206db464a60cdf5b3e1eee6bb9d4c9ba248fb4b8eb4b7cd6c	Hockenheim	follow	follow	0	0	0	0	0	0	0	0	0	0	0
12	follow	3	L2:6139e03820f695caaecf618f1fb7b32c0ce85d695d63d51c482dc233faddfeb7	L4:e247ec9d1ce2a69206db464a60cdf5b3e1eee6bb9d4c9ba248fb4b8eb4b7cd6c	Hockenheim	follow	follow	0	0	0	0	0	0	0	0	0	0	0
13	collision	0	L2:187df20998670c062c52f52a520daf296749f96a37fafc28adf50965a23c5cc0	L4:d8ee3b9c27d52d77a8b58853d135775631c8aad39cc5cead6d40fc81452c4246	Austin	collision	overtake	1	0	0	1	1	0	0	0	0	0	0
13	collision	1	L2:187df20998670c062c52f52a520daf296749f96a37fafc28adf50965a23c5cc0	L4:d8ee3b9c27d52d77a8b58853d135775631c8aad39cc5cead6d40fc81452c4246	Austin	overtake	overtake	0	0	1	1	0	0	0	0	0	0	0
13	collision	2	L2:187df20998670c062c52f52a520daf296749f96a37fafc28adf50965a23c5cc0	L4:d8ee3b9c27d52d77a8b58853d135775631c8aad39cc5cead6d40fc81452c4246	Austin	overtake	collision	0	1	1	0	-1	0	0	0	0	0	0
13	collision	3	L2:187df20998670c062c52f52a520daf296749f96a37fafc28adf50965a23c5cc0	L4:d8ee3b9c27d52d77a8b58853d135775631c8aad39cc5cead6d40fc81452c4246	Austin	overtake	collision	0	1	1	0	-1	0	0	0	0	0	0
13	overtake	0	L2:6b75c7e09d9e3acee8261a873a1d2e3d3c12d1a4e15227c59e6fc86eebcc6187	L4:d8ee3b9c27d52d77a8b58853d135775631c8aad39cc5cead6d40fc81452c4246	Austin	overtake	overtake	0	0	0	0	0	0	0	0	0	0	0
13	overtake	1	L2:6b75c7e09d9e3acee8261a873a1d2e3d3c12d1a4e15227c59e6fc86eebcc6187	L4:d8ee3b9c27d52d77a8b58853d135775631c8aad39cc5cead6d40fc81452c4246	Austin	overtake	overtake	0	0	0	0	0	0	0	0	0	0	0
13	overtake	2	L2:6b75c7e09d9e3acee8261a873a1d2e3d3c12d1a4e15227c59e6fc86eebcc6187	L4:d8ee3b9c27d52d77a8b58853d135775631c8aad39cc5cead6d40fc81452c4246	Austin	overtake	collision	0	1	0	0	0	0	1	1	0	1	1
13	overtake	3	L2:6b75c7e09d9e3acee8261a873a1d2e3d3c12d1a4e15227c59e6fc86eebcc6187	L4:d8ee3b9c27d52d77a8b58853d135775631c8aad39cc5cead6d40fc81452c4246	Austin	overtake	collision	0	1	0	0	0	0	1	1	0	1	1
13	follow	0	L2:eb3dce013e6d169014fde29db5dda7cec2d274394a368a4141c87e58f4001823	L4:d8ee3b9c27d52d77a8b58853d135775631c8aad39cc5cead6d40fc81452c4246	Austin	follow	follow	0	0	0	0	0	0	0	0	0	0	0
13	follow	1	L2:eb3dce013e6d169014fde29db5dda7cec2d274394a368a4141c87e58f4001823	L4:d8ee3b9c27d52d77a8b58853d135775631c8aad39cc5cead6d40fc81452c4246	Austin	follow	follow	0	0	0	0	0	0	0	0	0	0	0
13	follow	2	L2:eb3dce013e6d169014fde29db5dda7cec2d274394a368a4141c87e58f4001823	L4:d8ee3b9c27d52d77a8b58853d135775631c8aad39cc5cead6d40fc81452c4246	Austin	follow	follow	0	0	0	0	0	0	0	0	0	0	0
13	follow	3	L2:eb3dce013e6d169014fde29db5dda7cec2d274394a368a4141c87e58f4001823	L4:d8ee3b9c27d52d77a8b58853d135775631c8aad39cc5cead6d40fc81452c4246	Austin	follow	follow	0	0	0	0	0	0	0	0	0	0	0
14	collision	0	L2:ce4b85f0ea91114d40f68ced60911ad4b38f67f0574071f287eb4ee9e62f5241	L4:0bacb1ff04e73276e4bc13e794228abfaf470af4a99946e9456f5979c427cc16	Austin	overtake	overtake	0	0	1	1	0	0	0	0	0	0	0
14	collision	1	L2:ce4b85f0ea91114d40f68ced60911ad4b38f67f0574071f287eb4ee9e62f5241	L4:0bacb1ff04e73276e4bc13e794228abfaf470af4a99946e9456f5979c427cc16	Austin	collision	overtake	1	0	0	1	1	0	0	0	0	0	0
14	collision	2	L2:ce4b85f0ea91114d40f68ced60911ad4b38f67f0574071f287eb4ee9e62f5241	L4:0bacb1ff04e73276e4bc13e794228abfaf470af4a99946e9456f5979c427cc16	Austin	follow	follow	0	0	1	1	0	0	0	0	0	0	0
14	collision	3	L2:ce4b85f0ea91114d40f68ced60911ad4b38f67f0574071f287eb4ee9e62f5241	L4:0bacb1ff04e73276e4bc13e794228abfaf470af4a99946e9456f5979c427cc16	Austin	overtake	collision	0	1	1	0	-1	0	0	0	0	0	0
14	overtake	0	L2:2ad560037489231dc79e479b8b404802794ca0a028aa4b94a1dc258ac0eb6607	L4:0bacb1ff04e73276e4bc13e794228abfaf470af4a99946e9456f5979c427cc16	Austin	overtake	overtake	0	0	0	0	0	0	0	0	0	0	0
14	overtake	1	L2:2ad560037489231dc79e479b8b404802794ca0a028aa4b94a1dc258ac0eb6607	L4:0bacb1ff04e73276e4bc13e794228abfaf470af4a99946e9456f5979c427cc16	Austin	overtake	overtake	0	0	0	0	0	0	0	0	0	0	0
14	overtake	2	L2:2ad560037489231dc79e479b8b404802794ca0a028aa4b94a1dc258ac0eb6607	L4:0bacb1ff04e73276e4bc13e794228abfaf470af4a99946e9456f5979c427cc16	Austin	overtake	overtake	0	0	0	0	0	0	0	0	0	0	0
14	overtake	3	L2:2ad560037489231dc79e479b8b404802794ca0a028aa4b94a1dc258ac0eb6607	L4:0bacb1ff04e73276e4bc13e794228abfaf470af4a99946e9456f5979c427cc16	Austin	overtake	overtake	0	0	0	0	0	0	0	0	0	0	0
14	follow	0	L2:b05862261766a25d91b56739e23df69b15dd86e39a8a1b52a371626d596ad520	L4:0bacb1ff04e73276e4bc13e794228abfaf470af4a99946e9456f5979c427cc16	Austin	follow	follow	0	0	0	0	0	0	0	0	0	0	0
14	follow	1	L2:b05862261766a25d91b56739e23df69b15dd86e39a8a1b52a371626d596ad520	L4:0bacb1ff04e73276e4bc13e794228abfaf470af4a99946e9456f5979c427cc16	Austin	follow	follow	0	0	0	0	0	0	0	0	0	0	0
14	follow	2	L2:b05862261766a25d91b56739e23df69b15dd86e39a8a1b52a371626d596ad520	L4:0bacb1ff04e73276e4bc13e794228abfaf470af4a99946e9456f5979c427cc16	Austin	follow	collision	0	1	0	0	0	0	1	1	0	0	0
14	follow	3	L2:b05862261766a25d91b56739e23df69b15dd86e39a8a1b52a371626d596ad520	L4:0bacb1ff04e73276e4bc13e794228abfaf470af4a99946e9456f5979c427cc16	Austin	follow	follow	0	0	0	0	0	0	0	0	0	0	0
15	collision	0	L2:5b7db5c058a7a1afd9eba9cd8035357b992611d06f5397a5f4000c4f3ad4cb4a	L4:2561d97360c920a4066a40165528696cf18fdda4a4ed64d2a1eb42bc42dc8528	Austin	overtake	collision	0	1	1	0	-1	0	0	0	0	0	0
15	collision	1	L2:5b7db5c058a7a1afd9eba9cd8035357b992611d06f5397a5f4000c4f3ad4cb4a	L4:2561d97360c920a4066a40165528696cf18fdda4a4ed64d2a1eb42bc42dc8528	Austin	overtake	collision	0	1	1	0	-1	0	0	0	0	0	0
15	collision	2	L2:5b7db5c058a7a1afd9eba9cd8035357b992611d06f5397a5f4000c4f3ad4cb4a	L4:2561d97360c920a4066a40165528696cf18fdda4a4ed64d2a1eb42bc42dc8528	Austin	overtake	overtake	0	0	1	1	0	0	0	0	0	0	0
15	collision	3	L2:5b7db5c058a7a1afd9eba9cd8035357b992611d06f5397a5f4000c4f3ad4cb4a	L4:2561d97360c920a4066a40165528696cf18fdda4a4ed64d2a1eb42bc42dc8528	Austin	collision	collision	1	1	0	0	0	0	0	0	0	0	0
15	overtake	0	L2:f025b85f707ad238cc9356179118c168e0f2fd438d625cc1370fe14506eaef72	L4:2561d97360c920a4066a40165528696cf18fdda4a4ed64d2a1eb42bc42dc8528	Austin	overtake	overtake	0	0	0	0	0	0	0	0	0	0	0
15	overtake	1	L2:f025b85f707ad238cc9356179118c168e0f2fd438d625cc1370fe14506eaef72	L4:2561d97360c920a4066a40165528696cf18fdda4a4ed64d2a1eb42bc42dc8528	Austin	overtake	overtake	0	0	0	0	0	0	0	0	0	0	0
15	overtake	2	L2:f025b85f707ad238cc9356179118c168e0f2fd438d625cc1370fe14506eaef72	L4:2561d97360c920a4066a40165528696cf18fdda4a4ed64d2a1eb42bc42dc8528	Austin	overtake	collision	0	1	0	0	0	0	1	1	0	1	1
15	overtake	3	L2:f025b85f707ad238cc9356179118c168e0f2fd438d625cc1370fe14506eaef72	L4:2561d97360c920a4066a40165528696cf18fdda4a4ed64d2a1eb42bc42dc8528	Austin	overtake	overtake	0	0	0	0	0	0	0	0	0	0	0
15	follow	0	L2:9a42e058c7d9eb02d96cf23c239e5f5c589f84bc53d90445e4a9b1bfe6fa64b4	L4:2561d97360c920a4066a40165528696cf18fdda4a4ed64d2a1eb42bc42dc8528	Austin	follow	follow	0	0	0	0	0	0	0	0	0	0	0
15	follow	1	L2:9a42e058c7d9eb02d96cf23c239e5f5c589f84bc53d90445e4a9b1bfe6fa64b4	L4:2561d97360c920a4066a40165528696cf18fdda4a4ed64d2a1eb42bc42dc8528	Austin	follow	collision	0	1	0	0	0	0	1	1	0	0	0
15	follow	2	L2:9a42e058c7d9eb02d96cf23c239e5f5c589f84bc53d90445e4a9b1bfe6fa64b4	L4:2561d97360c920a4066a40165528696cf18fdda4a4ed64d2a1eb42bc42dc8528	Austin	follow	follow	0	0	0	0	0	0	0	0	0	0	0
15	follow	3	L2:9a42e058c7d9eb02d96cf23c239e5f5c589f84bc53d90445e4a9b1bfe6fa64b4	L4:2561d97360c920a4066a40165528696cf18fdda4a4ed64d2a1eb42bc42dc8528	Austin	follow	follow	0	0	0	0	0	0	0	0	0	0	0
16	collision	0	L2:a3d0cc8dbbe3a138efea7742e9625dbdd3c2a5f361ea5648a31bd4b3c1054815	L4:8be3adac08de0412b8008529af158a758a0dafd28296c40dc0360377609b5f33	Austin	follow	collision	0	1	1	0	-1	0	0	0	0	0	0
16	collision	1	L2:a3d0cc8dbbe3a138efea7742e9625dbdd3c2a5f361ea5648a31bd4b3c1054815	L4:8be3adac08de0412b8008529af158a758a0dafd28296c40dc0360377609b5f33	Austin	overtake	collision	0	1	1	0	-1	0	0	0	0	0	0
16	collision	2	L2:a3d0cc8dbbe3a138efea7742e9625dbdd3c2a5f361ea5648a31bd4b3c1054815	L4:8be3adac08de0412b8008529af158a758a0dafd28296c40dc0360377609b5f33	Austin	overtake	overtake	0	0	1	1	0	0	0	0	0	0	0
16	collision	3	L2:a3d0cc8dbbe3a138efea7742e9625dbdd3c2a5f361ea5648a31bd4b3c1054815	L4:8be3adac08de0412b8008529af158a758a0dafd28296c40dc0360377609b5f33	Austin	overtake	collision	0	1	1	0	-1	0	0	0	0	0	0
16	overtake	0	L2:ddcbae9d6dee6a26b5a1a8cc47abc6cfc44f164b9a6f2702f1c84f296caaebe0	L4:8be3adac08de0412b8008529af158a758a0dafd28296c40dc0360377609b5f33	Austin	overtake	overtake	0	0	0	0	0	0	0	0	0	0	0
16	overtake	1	L2:ddcbae9d6dee6a26b5a1a8cc47abc6cfc44f164b9a6f2702f1c84f296caaebe0	L4:8be3adac08de0412b8008529af158a758a0dafd28296c40dc0360377609b5f33	Austin	overtake	overtake	0	0	0	0	0	0	0	0	0	0	0
16	overtake	2	L2:ddcbae9d6dee6a26b5a1a8cc47abc6cfc44f164b9a6f2702f1c84f296caaebe0	L4:8be3adac08de0412b8008529af158a758a0dafd28296c40dc0360377609b5f33	Austin	overtake	overtake	0	0	0	0	0	0	0	0	0	0	0
