scenario_id,startpoint,ego_idx,opponent_raceline,opponent_speed_scale,unique_policy_panels,collision_panels,collision_rate,opponent_collision_panels,merge_tail_panels,merge_tail_rate,overtake_panels,follow_panels
evaluation-sp12-ego513-raceline1-v0.7,12,513,raceline1,0.7,86,0,0.0,0,0,0.0,0,86
evaluation-sp12-ego513-raceline1-v0.8,12,513,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp12-ego513-raceline2-v0.5,12,513,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp12-ego513-raceline2-v0.6,12,513,raceline2,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp12-ego513-raceline2-v0.7,12,513,raceline2,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp12-ego513-raceline2-v0.8,12,513,raceline2,0.8,86,0,0.0,0,0,0.0,82,4
evaluation-sp13-ego556-raceline0-v0.5,13,556,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp13-ego556-raceline0-v0.6,13,556,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp13-ego556-raceline1-v0.5,13,556,raceline1,0.5,86,0,0.0,0,0,0.0,0,86
evaluation-sp13-ego556-raceline1-v0.7,13,556,raceline1,0.7,86,0,0.0,0,0,0.0,0,86
evaluation-sp13-ego556-raceline1-v0.8,13,556,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp13-ego556-raceline2-v0.5,13,556,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp13-ego556-raceline2-v0.6,13,556,raceline2,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp13-ego556-raceline2-v0.7,13,556,raceline2,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp13-ego556-raceline2-v0.8,13,556,raceline2,0.8,86,0,0.0,0,0,0.0,80,6
evaluation-sp14-ego598-raceline0-v0.5,14,598,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp14-ego598-raceline0-v0.6,14,598,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp14-ego598-raceline1-v0.6,14,598,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp14-ego598-raceline2-v0.5,14,598,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp14-ego598-raceline2-v0.6,14,598,raceline2,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp14-ego598-raceline2-v0.8,14,598,raceline2,0.8,86,0,0.0,0,0,0.0,85,1
evaluation-sp15-ego641-raceline0-v0.5,15,641,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp15-ego641-raceline0-v0.6,15,641,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp15-ego641-raceline0-v0.7,15,641,raceline0,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp15-ego641-raceline1-v0.8,15,641,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp15-ego641-raceline2-v0.5,15,641,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp15-ego641-raceline2-v0.6,15,641,raceline2,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp15-ego641-raceline2-v0.8,15,641,raceline2,0.8,86,0,0.0,0,0,0.0,74,12
evaluation-sp16-ego684-raceline0-v0.5,16,684,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp16-ego684-raceline0-v0.6,16,684,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp16-ego684-raceline0-v0.8,16,684,raceline0,0.8,86,0,0.0,0,0,0.0,86,0
evaluation-sp16-ego684-raceline1-v0.5,16,684,raceline1,0.5,86,0,0.0,0,0,0.0,0,86
evaluation-sp16-ego684-raceline1-v0.6,16,684,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp16-ego684-raceline1-v0.7,16,684,raceline1,0.7,86,0,0.0,0,0,0.0,0,86
evaluation-sp16-ego684-raceline1-v0.8,16,684,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp16-ego684-raceline2-v0.5,16,684,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp16-ego684-raceline2-v0.6,16,684,raceline2,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp16-ego684-raceline2-v0.7,16,684,raceline2,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp18-ego769-raceline0-v0.5,18,769,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp18-ego769-raceline0-v0.6,18,769,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp18-ego769-raceline0-v0.7,18,769,raceline0,0.7,86,0,0.0,0,0,0.0,71,15
evaluation-sp18-ego769-raceline0-v0.8,18,769,raceline0,0.8,86,0,0.0,0,0,0.0,2,84
evaluation-sp18-ego769-raceline1-v0.5,18,769,raceline1,0.5,86,0,0.0,0,0,0.0,0,86
evaluation-sp18-ego769-raceline1-v0.6,18,769,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp18-ego769-raceline1-v0.7,18,769,raceline1,0.7,86,0,0.0,0,0,0.0,0,86
evaluation-sp18-ego769-raceline1-v0.8,18,769,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp18-ego769-raceline2-v0.5,18,769,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp18-ego769-raceline2-v0.6,18,769,raceline2,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp19-ego812-raceline0-v0.5,19,812,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp19-ego812-raceline0-v0.6,19,812,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp19-ego812-raceline0-v0.7,19,812,raceline0,0.7,86,0,0.0,0,0,0.0,54,32
evaluation-sp19-ego812-raceline0-v0.8,19,812,raceline0,0.8,86,0,0.0,0,0,0.0,4,82
evaluation-sp19-ego812-raceline1-v0.5,19,812,raceline1,0.5,86,0,0.0,0,0,0.0,0,86
evaluation-sp19-ego812-raceline1-v0.6,19,812,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp19-ego812-raceline1-v0.7,19,812,raceline1,0.7,86,0,0.0,0,0,0.0,0,86
evaluation-sp19-ego812-raceline2-v0.5,19,812,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp19-ego812-raceline2-v0.8,19,812,raceline2,0.8,86,0,0.0,0,0,0.0,1,85
evaluation-sp2-ego85-raceline0-v0.5,2,85,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp2-ego85-raceline0-v0.6,2,85,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp2-ego85-raceline0-v0.7,2,85,raceline0,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp2-ego85-raceline1-v0.6,2,85,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp2-ego85-raceline1-v0.7,2,85,raceline1,0.7,86,0,0.0,0,0,0.0,0,86
evaluation-sp2-ego85-raceline1-v0.8,2,85,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp2-ego85-raceline2-v0.7,2,85,raceline2,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp20-ego855-raceline0-v0.5,20,855,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp20-ego855-raceline0-v0.6,20,855,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp20-ego855-raceline0-v0.8,20,855,raceline0,0.8,86,0,0.0,0,0,0.0,4,82
evaluation-sp20-ego855-raceline1-v0.5,20,855,raceline1,0.5,86,0,0.0,0,0,0.0,0,86
evaluation-sp20-ego855-raceline1-v0.6,20,855,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp20-ego855-raceline1-v0.7,20,855,raceline1,0.7,86,0,0.0,0,0,0.0,0,86
evaluation-sp20-ego855-raceline2-v0.5,20,855,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp20-ego855-raceline2-v0.7,20,855,raceline2,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp21-ego898-raceline0-v0.5,21,898,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp21-ego898-raceline0-v0.6,21,898,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp21-ego898-raceline1-v0.6,21,898,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp21-ego898-raceline1-v0.7,21,898,raceline1,0.7,86,0,0.0,0,0,0.0,0,86
evaluation-sp21-ego898-raceline1-v0.8,21,898,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp21-ego898-raceline2-v0.5,21,898,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp22-ego941-raceline0-v0.5,22,941,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp22-ego941-raceline1-v0.6,22,941,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp22-ego941-raceline1-v0.7,22,941,raceline1,0.7,86,0,0.0,0,0,0.0,0,86
evaluation-sp22-ego941-raceline1-v0.8,22,941,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp22-ego941-raceline2-v0.5,22,941,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp22-ego941-raceline2-v0.7,22,941,raceline2,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp23-ego983-raceline0-v0.5,23,983,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp23-ego983-raceline0-v0.6,23,983,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp23-ego983-raceline1-v0.6,23,983,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp23-ego983-raceline1-v0.7,23,983,raceline1,0.7,86,0,0.0,0,0,0.0,0,86
evaluation-sp23-ego983-raceline1-v0.8,23,983,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp23-ego983-raceline2-v0.5,23,983,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp23-ego983-raceline2-v0.6,23,983,raceline2,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp23-ego983-raceline2-v0.7,23,983,raceline2,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp24-ego1026-raceline0-v0.5,24,1026,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp24-ego1026-raceline1-v0.5,24,1026,raceline1,0.5,86,0,0.0,0,0,0.0,0,86
evaluation-sp24-ego1026-raceline1-v0.6,24,1026,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp24-ego1026-raceline1-v0.7,24,1026,raceline1,0.7,86,0,0.0,0,0,0.0,0,86
evaluation-sp24-ego1026-raceline1-v0.8,24,1026,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp24-ego1026-raceline2-v0.5,24,1026,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp24-ego1026-raceline2-v0.6,24,1026,raceline2,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp25-ego1069-raceline0-v0.5,25,1069,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp25-ego1069-raceline0-v0.6,25,1069,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp25-ego1069-raceline1-v0.7,25,1069,raceline1,0.7,86,0,0.0,0,0,0.0,0,86
evaluation-sp25-ego1069-raceline1-v0.8,25,1069,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp25-ego1069-raceline2-v0.5,25,1069,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp25-ego1069-raceline2-v0.6,25,1069,raceline2,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp25-ego1069-raceline2-v0.7,25,1069,raceline2,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp26-ego1112-raceline0-v0.5,26,1112,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp26-ego1112-raceline0-v0.7,26,1112,raceline0,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp26-ego1112-raceline1-v0.5,26,1112,raceline1,0.5,86,0,0.0,0,0,0.0,0,86
evaluation-sp26-ego1112-raceline1-v0.6,26,1112,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp26-ego1112-raceline1-v0.7,26,1112,raceline1,0.7,86,0,0.0,0,0,0.0,0,86
evaluation-sp26-ego1112-raceline1-v0.8,26,1112,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp26-ego1112-raceline2-v0.5,26,1112,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp26-ego1112-raceline2-v0.6,26,1112,raceline2,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp26-ego1112-raceline2-v0.7,26,1112,raceline2,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp27-ego1154-raceline0-v0.5,27,1154,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp27-ego1154-raceline0-v0.6,27,1154,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp27-ego1154-raceline0-v0.7,27,1154,raceline0,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp27-ego1154-raceline0-v0.8,27,1154,raceline0,0.8,86,0,0.0,0,0,0.0,86,0
evaluation-sp27-ego1154-raceline1-v0.5,27,1154,raceline1,0.5,86,0,0.0,0,0,0.0,0,86
evaluation-sp27-ego1154-raceline1-v0.6,27,1154,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp27-ego1154-raceline1-v0.7,27,1154,raceline1,0.7,86,0,0.0,0,0,0.0,0,86
evaluation-sp27-ego1154-raceline1-v0.8,27,1154,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp27-ego1154-raceline2-v0.5,27,1154,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp27-ego1154-raceline2-v0.6,27,1154,raceline2,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp27-ego1154-raceline2-v0.7,27,1154,raceline2,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp27-ego1154-raceline2-v0.8,27,1154,raceline2,0.8,86,0,0.0,0,0,0.0,1,85
evaluation-sp28-ego1197-raceline0-v0.5,28,1197,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp28-ego1197-raceline0-v0.6,28,1197,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp28-ego1197-raceline0-v0.7,28,1197,raceline0,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp28-ego1197-raceline1-v0.5,28,1197,raceline1,0.5,86,0,0.0,0,0,0.0,0,86
evaluation-sp28-ego1197-raceline1-v0.6,28,1197,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp28-ego1197-raceline1-v0.7,28,1197,raceline1,0.7,86,0,0.0,0,0,0.0,0,86
evaluation-sp28-ego1197-raceline1-v0.8,28,1197,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp28-ego1197-raceline2-v0.5,28,1197,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp28-ego1197-raceline2-v0.6,28,1197,raceline2,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp28-ego1197-raceline2-v0.7,28,1197,raceline2,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp28-ego1197-raceline2-v0.8,28,1197,raceline2,0.8,86,0,0.0,0,0,0.0,26,60
evaluation-sp29-ego1240-raceline0-v0.5,29,1240,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp29-ego1240-raceline0-v0.6,29,1240,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp29-ego1240-raceline0-v0.8,29,1240,raceline0,0.8,86,0,0.0,0,0,0.0,63,23
evaluation-sp29-ego1240-raceline1-v0.5,29,1240,raceline1,0.5,86,0,0.0,0,0,0.0,0,86
evaluation-sp29-ego1240-raceline1-v0.6,29,1240,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp29-ego1240-raceline1-v0.7,29,1240,raceline1,0.7,86,0,0.0,0,0,0.0,0,86
evaluation-sp29-ego1240-raceline1-v0.8,29,1240,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp29-ego1240-raceline2-v0.5,29,1240,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp29-ego1240-raceline2-v0.6,29,1240,raceline2,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp29-ego1240-raceline2-v0.7,29,1240,raceline2,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp29-ego1240-raceline2-v0.8,29,1240,raceline2,0.8,86,0,0.0,0,0,0.0,73,13
evaluation-sp3-ego128-raceline0-v0.5,3,128,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp3-ego128-raceline0-v0.6,3,128,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp3-ego128-raceline0-v0.7,3,128,raceline0,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp3-ego128-raceline1-v0.5,3,128,raceline1,0.5,86,0,0.0,0,0,0.0,0,86
evaluation-sp3-ego128-raceline1-v0.6,3,128,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp3-ego128-raceline1-v0.7,3,128,raceline1,0.7,86,0,0.0,0,0,0.0,0,86
evaluation-sp3-ego128-raceline1-v0.8,3,128,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp3-ego128-raceline2-v0.5,3,128,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp3-ego128-raceline2-v0.6,3,128,raceline2,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp3-ego128-raceline2-v0.7,3,128,raceline2,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp30-ego1283-raceline0-v0.5,30,1283,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp30-ego1283-raceline0-v0.6,30,1283,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp30-ego1283-raceline1-v0.5,30,1283,raceline1,0.5,86,0,0.0,0,0,0.0,0,86
evaluation-sp30-ego1283-raceline1-v0.6,30,1283,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp30-ego1283-raceline1-v0.8,30,1283,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp30-ego1283-raceline2-v0.5,30,1283,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp30-ego1283-raceline2-v0.6,30,1283,raceline2,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp30-ego1283-raceline2-v0.7,30,1283,raceline2,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp30-ego1283-raceline2-v0.8,30,1283,raceline2,0.8,86,0,0.0,0,0,0.0,86,0
evaluation-sp31-ego1326-raceline0-v0.5,31,1326,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp31-ego1326-raceline0-v0.6,31,1326,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp31-ego1326-raceline0-v0.7,31,1326,raceline0,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp31-ego1326-raceline1-v0.5,31,1326,raceline1,0.5,86,0,0.0,0,0,0.0,0,86
evaluation-sp31-ego1326-raceline1-v0.6,31,1326,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp31-ego1326-raceline1-v0.8,31,1326,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp31-ego1326-raceline2-v0.5,31,1326,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp31-ego1326-raceline2-v0.6,31,1326,raceline2,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp31-ego1326-raceline2-v0.7,31,1326,raceline2,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp32-ego1368-raceline0-v0.5,32,1368,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp32-ego1368-raceline0-v0.6,32,1368,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp32-ego1368-raceline0-v0.7,32,1368,raceline0,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp32-ego1368-raceline0-v0.8,32,1368,raceline0,0.8,86,0,0.0,0,0,0.0,86,0
evaluation-sp32-ego1368-raceline1-v0.7,32,1368,raceline1,0.7,86,0,0.0,0,0,0.0,0,86
evaluation-sp32-ego1368-raceline1-v0.8,32,1368,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp32-ego1368-raceline2-v0.5,32,1368,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp32-ego1368-raceline2-v0.6,32,1368,raceline2,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp33-ego1411-raceline0-v0.5,33,1411,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp33-ego1411-raceline0-v0.6,33,1411,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp33-ego1411-raceline0-v0.7,33,1411,raceline0,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp33-ego1411-raceline1-v0.6,33,1411,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp33-ego1411-raceline1-v0.7,33,1411,raceline1,0.7,86,0,0.0,0,0,0.0,0,86
evaluation-sp33-ego1411-raceline1-v0.8,33,1411,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp33-ego1411-raceline2-v0.5,33,1411,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp33-ego1411-raceline2-v0.6,33,1411,raceline2,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp33-ego1411-raceline2-v0.7,33,1411,raceline2,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp33-ego1411-raceline2-v0.8,33,1411,raceline2,0.8,86,0,0.0,0,0,0.0,86,0
evaluation-sp34-ego1454-raceline0-v0.5,34,1454,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp34-ego1454-raceline0-v0.6,34,1454,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp34-ego1454-raceline0-v0.7,34,1454,raceline0,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp34-ego1454-raceline1-v0.5,34,1454,raceline1,0.5,86,0,0.0,0,0,0.0,1,85
evaluation-sp34-ego1454-raceline1-v0.6,34,1454,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp34-ego1454-raceline1-v0.7,34,1454,raceline1,0.7,86,0,0.0,0,0,0.0,0,86
evaluation-sp34-ego1454-raceline1-v0.8,34,1454,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp34-ego1454-raceline2-v0.5,34,1454,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp34-ego1454-raceline2-v0.6,34,1454,raceline2,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp34-ego1454-raceline2-v0.8,34,1454,raceline2,0.8,86,0,0.0,0,0,0.0,86,0
evaluation-sp35-ego1497-raceline0-v0.5,35,1497,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp35-ego1497-raceline0-v0.6,35,1497,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp35-ego1497-raceline0-v0.7,35,1497,raceline0,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp35-ego1497-raceline0-v0.8,35,1497,raceline0,0.8,86,0,0.0,0,0,0.0,86,0
evaluation-sp35-ego1497-raceline1-v0.8,35,1497,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp35-ego1497-raceline2-v0.5,35,1497,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp35-ego1497-raceline2-v0.6,35,1497,raceline2,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp35-ego1497-raceline2-v0.7,35,1497,raceline2,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp35-ego1497-raceline2-v0.8,35,1497,raceline2,0.8,86,0,0.0,0,0,0.0,86,0
evaluation-sp36-ego1539-raceline0-v0.5,36,1539,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp36-ego1539-raceline0-v0.6,36,1539,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp36-ego1539-raceline1-v0.6,36,1539,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp36-ego1539-raceline1-v0.8,36,1539,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp36-ego1539-raceline2-v0.5,36,1539,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp36-ego1539-raceline2-v0.6,36,1539,raceline2,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp36-ego1539-raceline2-v0.7,36,1539,raceline2,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp37-ego1582-raceline0-v0.6,37,1582,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp37-ego1582-raceline0-v0.7,37,1582,raceline0,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp37-ego1582-raceline1-v0.5,37,1582,raceline1,0.5,86,0,0.0,0,0,0.0,0,86
evaluation-sp37-ego1582-raceline1-v0.6,37,1582,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp37-ego1582-raceline1-v0.7,37,1582,raceline1,0.7,86,0,0.0,0,0,0.0,0,86
evaluation-sp37-ego1582-raceline1-v0.8,37,1582,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp37-ego1582-raceline2-v0.5,37,1582,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp37-ego1582-raceline2-v0.6,37,1582,raceline2,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp38-ego1625-raceline0-v0.5,38,1625,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp38-ego1625-raceline0-v0.6,38,1625,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp38-ego1625-raceline0-v0.7,38,1625,raceline0,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp38-ego1625-raceline0-v0.8,38,1625,raceline0,0.8,86,0,0.0,0,0,0.0,86,0
evaluation-sp38-ego1625-raceline1-v0.6,38,1625,raceline1,0.6,86,0,0.0,0,0,0.0,0,86
evaluation-sp38-ego1625-raceline1-v0.7,38,1625,raceline1,0.7,86,0,0.0,0,0,0.0,0,86
evaluation-sp38-ego1625-raceline1-v0.8,38,1625,raceline1,0.8,86,0,0.0,0,0,0.0,0,86
evaluation-sp38-ego1625-raceline2-v0.5,38,1625,raceline2,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp38-ego1625-raceline2-v0.6,38,1625,raceline2,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp38-ego1625-raceline2-v0.7,38,1625,raceline2,0.7,86,0,0.0,0,0,0.0,86,0
evaluation-sp38-ego1625-raceline2-v0.8,38,1625,raceline2,0.8,86,0,0.0,0,0,0.0,83,3
evaluation-sp39-ego1668-raceline0-v0.5,39,1668,raceline0,0.5,86,0,0.0,0,0,0.0,86,0
evaluation-sp39-ego1668-raceline0-v0.6,39,1668,raceline0,0.6,86,0,0.0,0,0,0.0,86,0
evaluation-sp39-ego1668-raceline0-v0.7,39,1668,raceline0,0.7,86,0,0.0,0,0,0.0,85,1
