run,update,formal_training_timesteps,policy_gradient_loss,value_loss_pre,value_loss_post,explained_variance_pre,explained_variance_post,collision_value_loss_pre,collision_value_loss_post,ordinary_value_loss_pre,ordinary_value_loss_post,collision_explained_variance_post,ordinary_explained_variance_post,approx_kl_mean,approx_kl_max,clip_fraction_mean,clip_fraction_max,actor_grad_norm_mean_preclip,actor_grad_norm_max_preclip,critic_grad_norm_mean_preclip,actor_optimizer_steps_completed,actor_optimizer_steps_planned,actor_early_stop_triggered,training_ego_collision_count,training_episode_count,training_collision_rate,mean_episode_return,mean_relative_position_m,mean_episode_min_obb_clearance_m,mean_episode_min_wall_clearance_m,mean_episode_risk_active_fraction,rollout_wall_seconds,actor_train_wall_seconds,critic_train_wall_seconds
ppo_independent_gru_0721_base,14,1433600,0.000819345064610455,0.09869346967141145,0.043527452333384745,0.7656047204495953,0.8961280211271618,0.14631810644825283,0.06376244398718214,0.051068832894570086,0.023292460679587342,0.880742736110669,0.8640044297893938,0.14491861678019632,0.9170182347297668,0.046552733139833435,0.09187499433755875,29.342372238636017,85.95323181152344,1.1065561056137085,,,,38,148,0.25675675675675674,-0.07916155077024752,2.1284792519358215,0.4312773137529194,0.4254566134508516,0.08192233951173358,86.57622193200041,17.370286036000834,50.12855777700133
ppo_independent_gru_0721_base,15,1536000,0.0015357970690814682,0.09682320048939654,0.046368389880837704,0.7708509233530667,0.8897054315285117,0.15213132912782393,0.06325982733209531,0.041515071850969115,0.029476952429580056,0.893552978044108,0.8218655753285236,0.0062732507281179975,0.027623562142252922,0.04965331868152134,0.10460937023162842,31.72489959001541,83.43883514404297,0.8161025978624821,,,,41,148,0.27702702702702703,-0.0908575309874275,3.136566737077647,0.3944674794203914,0.4243940527908985,0.09396146059875041,86.88852419599971,17.288617879999947,50.031096087999686
ppo_independent_gru_0721_base,16,1638400,0.0006843488070899517,0.08936985534847913,0.036491618973134125,0.7622132316939259,0.9018412669734011,0.13591886883420556,0.05561217015748198,0.04282084186275272,0.017371067788786266,0.8961731936540573,0.8801557555463959,0.043135991399285555,0.650275468826294,0.05187011614907533,0.13789062201976776,19.54625403881073,63.69105529785156,0.8952736832201481,,,,36,150,0.24,-0.004738140411600368,3.9205589950301007,0.43533755104139876,0.41657319492073336,0.09455933459040547,85.33338281400029,17.450736290998975,50.33520134399987
ppo_independent_gru_0721_base,17,1740800,0.002477857903795677,0.07838944956521218,0.025490954268213337,0.779698281748544,0.927584315164081,0.11174269206316756,0.031164615735382317,0.04503620706725682,0.019817292801044363,0.9351778995805119,0.8407438676745695,0.006014995301375163,0.023517748340964317,0.10589355218689889,0.2535937428474426,36.67152765393257,78.25143432617188,0.5334815554320812,,,,29,143,0.20279720279720279,0.09698374308387037,3.9661143433891337,0.366823860892818,0.42571177713032093,0.08050863518703241,86.23511525399954,17.128791704000832,49.423733806999735
ppo_independent_gru_0721_base,18,1843200,0.001556939859001405,0.10197559351178578,0.039671622790044526,0.7781772729579329,0.919536444926186,0.15411369700221558,0.05578757899982951,0.04983749002135595,0.023555666580259524,0.9097886589105868,0.885111423224262,0.0044241253715881605,0.01206396333873272,0.0558691390324384,0.09648437052965164,35.99504733085632,81.7979507446289,0.9031672090291977,,,,48,150,0.32,-0.15889121508296167,4.8457165158020645,0.30195866488096146,0.44306453531019485,0.1072805500637314,86.1714974459992,17.405319114999656,50.283832346000054
ppo_independent_gru_0721_base,19,1945600,0.004584124699468006,0.1032139551462627,0.04257556398478481,0.7490985231982267,0.8967035985401414,0.15539966167446922,0.0567648897392753,0.05102824861805618,0.028386238230294333,0.888739235348944,0.86696440645755,0.007280070901324508,0.013672339729964733,0.16843261430040002,0.3306249976158142,98.1062040925026,183.1508331298828,0.767741684615612,,,,38,146,0.2602739726027397,-0.042387530906278684,3.3988137877296856,0.38910054114864656,0.44114324044213943,0.0811174489901569,83.70953935299985,17.219969800999024,49.95036560399967
ppo_independent_gru_0721_base,20,2048000,0.0004771971532910868,0.09660269648568379,0.05014458771682413,0.788640189426412,0.9074039817653526,0.15772539974100463,0.0765040359813262,0.035479993230362904,0.02378513945232208,0.8909515731541202,0.8821581500273489,0.02972025167255197,0.39666256308555603,0.03978027243283577,0.07929687201976776,23.27131362259388,55.1379280090332,0.9006608687341213,,,,45,151,0.2980132450331126,-0.1498604457639884,3.0003561616444716,0.43382942038283717,0.4221440412392575,0.07662244907160555,85.84925649899924,17.491104624999934,50.40911508199861
ppo_privilege_gru_0721_base,1,102400,0.014013298388745321,0.22842687677454587,0.17396116385642058,0.10238142722100074,0.6211697350443632,0.34710617631484125,0.18860901186375695,0.10974757723425047,0.15931331584908423,0.6038145037468354,0.5865283103675676,0.18558810801885556,2.3920912742614746,0.20425780746154487,0.6774218678474426,101.5652751326561,296.24932861328125,2.5946134328842163,,,,54,159,0.33962264150943394,-0.23055848805200252,3.503862829655375,0.3090019532907204,0.43090997908191037,0.08736558703054961,91.89117338599863,17.589243274000182,52.57464007300041
ppo_privilege_gru_0721_base,2,204800,0.0025042251959543904,0.11057521156029715,0.06870094330424868,0.5536425659976361,0.7735511675359874,0.15817760948132095,0.083215387902762,0.06297281363927337,0.05418649870573536,0.7572819336955028,0.7958642557636563,0.005739051477285102,0.015216964296996593,0.09640624839812517,0.2292187511920929,29.423925265669823,60.46196746826172,0.9238204680383205,,,,41,148,0.27702702702702703,-0.09642483765085201,3.2926907355923567,0.4273693713651409,0.44045122986773677,0.10223408787329101,93.43062116799956,17.257503182998335,51.48819267500039
ppo_privilege_gru_0721_base,3,307200,0.002000734939065829,0.1485269746824507,0.08911907437266738,0.4669404421021468,0.7001117745923758,0.22003578945066735,0.12640905078579073,0.07701815991423412,0.05182909795954405,0.6508638868650578,0.7002940366194352,0.10286644230422098,0.8599998354911804,0.07893066154792905,0.1961718648672104,43.245581328868866,113.53363037109375,2.063640411198139,,,,63,159,0.39622641509433965,-0.32244562360956486,4.177056141827316,0.2947445831165943,0.43390675632943554,0.09872791987455612,92.64519099900099,17.647263433000262,52.69052344500051
