panel,run,update,policy_sha256,trainable_actor_parameter_count,fixed_actor_parameter_count,actor_relative_l2_from_bc,actor_delta_rms_from_bc,actor_max_abs_delta_from_bc,gru_relative_l2_from_bc,head_relative_l2_from_bc,fixed_frontend_delta_l2,checkpoint_path
ppo_privilege_gru_0722_long45_clip025_u0040,ppo_privilege_gru_0722_long45_clip025,40,b0fe4d8e8e76fb55231ffbfffcf7e7ffca2c4f6c5085894cccb56d4bafb15dac,11300942,540,0.0009357603078421777,4.507591624821207e-05,0.003122478723526001,0.00042397372925004947,0.004555685886332107,0.0,post-trained/ppo_privilege_gru_0722_long45_clip025/checkpoints/actor_u0040.pth
ppo_privilege_gru_0722_long45_clip025_u0045,ppo_privilege_gru_0722_long45_clip025,45,c7d61acd9e4f685b16c80a1dfc1415f6bb472d8cc58d7d030163b1c5d97905a0,11300942,540,0.0009821272153887357,4.7309427141697985e-05,0.003146592527627945,0.00044422999989573287,0.004783416087820165,0.0,post-trained/ppo_privilege_gru_0722_long45_clip025/checkpoints/actor_u0045.pth
ppo_privilege_gru_0722_long_clip015_u0001,ppo_privilege_gru_0722_long_clip015,1,cd834221f0eda2b90e24df961e666c5258df326a8726751972984198a2c2847b,11300942,540,0.00011783982988194705,5.676387700938971e-06,0.0003016311675310135,4.496421596083788e-05,0.0005939708212823194,0.0,post-trained/ppo_privilege_gru_0722_long_clip015/checkpoints/actor_u0001.pth
ppo_privilege_gru_0722_long_clip015_u0005,ppo_privilege_gru_0722_long_clip015,5,618491a0cf7d2a6a9243a310b957cec6ad546be17eba4eec7d0074bb44ea8c20,11300942,540,0.0002564606648351944,1.2353804016040522e-05,0.0008468832820653915,0.0001114244176063496,0.0012609274311332383,0.0,post-trained/ppo_privilege_gru_0722_long_clip015/checkpoints/actor_u0005.pth
ppo_privilege_gru_0722_long_clip015_u0010,ppo_privilege_gru_0722_long_clip015,10,aad2df344457398cdb11dd7afd900269227f2dca3c006766ddf4243d5297c0a0,11300942,540,0.0003458729781576888,1.6660827848006044e-05,0.0010015368461608887,0.00015520297825240213,0.0016878361654111584,0.0,post-trained/ppo_privilege_gru_0722_long_clip015/checkpoints/actor_u0010.pth
ppo_privilege_gru_0722_long_clip015_u0015,ppo_privilege_gru_0722_long_clip015,15,92b61b0acc338600857d4ce79b94085a05828619252cd89b5c42e83a6253be5f,11300942,540,0.00045863631403704334,2.2092678976301663e-05,0.0014443844556808472,0.00020754919752997254,0.002233502649562524,0.0,post-trained/ppo_privilege_gru_0722_long_clip015/checkpoints/actor_u0015.pth
ppo_privilege_gru_0722_long_clip015_u0020,ppo_privilege_gru_0722_long_clip015,20,1258854cc7c3c0d7c1225706919ba36f84c9f24dca8d901e69895fb83762a9b8,11300942,540,0.0005433789622010249,2.6174763329825645e-05,0.0017651185626164079,0.00023720586888773543,0.0026687585739825544,0.0,post-trained/ppo_privilege_gru_0722_long_clip015/checkpoints/actor_u0020.pth
ppo_privilege_gru_0722_long_clip015_u0025,ppo_privilege_gru_0722_long_clip015,25,15112320704fc38faab3289753362df3c57493c733f9e458d6ceb5e8b3afc79a,11300942,540,0.0005946168089806614,2.864290914753343e-05,0.0020158356055617332,0.0002658620376767169,0.0029042030810739468,0.0,post-trained/ppo_privilege_gru_0722_long_clip015/checkpoints/actor_u0025.pth
ppo_privilege_gru_0722_long_clip015_u0030,ppo_privilege_gru_0722_long_clip015,30,cdc74cefc136d378450443106717cb52a33bc159386202a9cc518693ffbb5b79,11300942,540,0.0006838422486517908,3.2940931207370626e-05,0.0023496029898524284,0.000306866832526809,0.0033370831029000043,0.0,post-trained/ppo_privilege_gru_0722_long_clip015/checkpoints/actor_u0030.pth
ppo_privilege_gru_0722_long_clip020_u0001,ppo_privilege_gru_0722_long_clip020,1,85564c4c1816e6805092413e73853061135fc7abe2df43e8bd844a03a738db94,11300942,540,0.000122291132007521,5.890808552225708e-06,0.00033806078135967255,4.570203894141584e-05,0.000618460159284442,0.0,post-trained/ppo_privilege_gru_0722_long_clip020/checkpoints/actor_u0001.pth
ppo_privilege_gru_0722_long_clip020_u0005,ppo_privilege_gru_0722_long_clip020,5,df662734f4416f22e45a64e06e59c3f16b02e0ca35d75fa4fd7ea8cb940ebd8a,11300942,540,0.00028009228019596085,1.3492147570351147e-05,0.0008777286857366562,0.00011534839675819717,0.0013926231805464068,0.0,post-trained/ppo_privilege_gru_0722_long_clip020/checkpoints/actor_u0005.pth
ppo_privilege_gru_0722_long_clip020_u0010,ppo_privilege_gru_0722_long_clip020,10,cc4575ebd96c865ce5a36b3634c6789577723a38c8dc0d42367a6eb59903ac93,11300942,540,0.0004405426791266091,2.1221101965593476e-05,0.0014097467064857483,0.00019499983749787688,0.0021568089125082726,0.0,post-trained/ppo_privilege_gru_0722_long_clip020/checkpoints/actor_u0010.pth
ppo_privilege_gru_0722_long_clip020_u0015,ppo_privilege_gru_0722_long_clip020,15,d9600621f902e3e6237f1540ce4fcba2436d2c71c2311d836bb95409519c6ca3,11300942,540,0.0005453592930425254,2.6270156590692914e-05,0.0015763863921165466,0.0002459606732358653,0.002658041434155751,0.0,post-trained/ppo_privilege_gru_0722_long_clip020/checkpoints/actor_u0015.pth
ppo_privilege_gru_0722_long_clip020_u0020,ppo_privilege_gru_0722_long_clip020,20,d996ce19475fad206b18ae96c45caa0113e7d3a1ce954867ff2ec24065091c8c,11300942,540,0.0006568116183086311,3.1638855858295073e-05,0.0017845742404460907,0.00028737756569512335,0.0032242104747220598,0.0,post-trained/ppo_privilege_gru_0722_long_clip020/checkpoints/actor_u0020.pth
ppo_privilege_gru_0722_long_clip020_u0025,ppo_privilege_gru_0722_long_clip020,25,a2ef30b6ec89e36753489b9331942d02a4907044478441cf9c6fdb3462acbebb,11300942,540,0.0007209593252269812,3.472887436018485e-05,0.001995604485273361,0.0003111570233829822,0.0035499292203903117,0.0,post-trained/ppo_privilege_gru_0722_long_clip020/checkpoints/actor_u0025.pth
ppo_privilege_gru_0722_long_clip020_u0030,ppo_privilege_gru_0722_long_clip020,30,e7e902d92bb7cbea6ec0c08b9a4754dd9da6fe50dac98dfc2c5abc90096bcba8,11300942,540,0.0008010599353588509,3.8587350044049615e-05,0.0024278536438941956,0.00033912824055730683,0.003960668070869041,0.0,post-trained/ppo_privilege_gru_0722_long_clip020/checkpoints/actor_u0030.pth
ppo_privilege_gru_0722_lr1_tkloff_u0001,ppo_privilege_gru_0722_lr1_tkloff,1,89951a8cfcf3c053fd85dac3be36b1b3cbe0a9864b27162e653012daa524016d,11300942,540,4.562057649818528e-05,2.1975598539430415e-06,0.00010776706039905548,1.6534772402230525e-05,0.00023178274770224385,0.0,post-trained/ppo_privilege_gru_0722_lr1_tkloff/checkpoints/actor_u0001.pth
ppo_privilege_gru_0722_lr1_tkloff_u0005,ppo_privilege_gru_0722_lr1_tkloff,5,70ae90e7f7293930476fd472573174fa87720411942f5b0a97a22819483ffd7a,11300942,540,0.00013266692570185074,6.3906143290413835e-06,0.0004098089411854744,5.339974845365769e-05,0.0006625059510844995,0.0,post-trained/ppo_privilege_gru_0722_lr1_tkloff/checkpoints/actor_u0005.pth
ppo_privilege_gru_0722_lr1_tkloff_u0010,ppo_privilege_gru_0722_lr1_tkloff,10,d63646165f0f6bba174e5b7fd457ba658ad1699a49709e3d98f88aaef911610a,11300942,540,0.00018028360058336288,8.684326972107864e-06,0.0004946254193782806,7.549845328875899e-05,0.0008933768804627328,0.0,post-trained/ppo_privilege_gru_0722_lr1_tkloff/checkpoints/actor_u0010.pth
ppo_privilege_gru_0722_lr1_tkloff_u0015,ppo_privilege_gru_0722_lr1_tkloff,15,50a3d1a2ad7a44abd1e6ebfec2977411a482c65097f29ee6197a7f4150c94b24,11300942,540,0.00022874653875986002,1.101880442758303e-05,0.0006653903983533382,9.573951225735977e-05,0.0011336604529952185,0.0,post-trained/ppo_privilege_gru_0722_lr1_tkloff/checkpoints/actor_u0015.pth
ppo_privilege_gru_0722_lr1_tkloff_u0020,ppo_privilege_gru_0722_lr1_tkloff,20,90e91c0cefa2fa932240e8f007a82c2ddbf5a2ae547bebdc6bcc7a7bbac62620,11300942,540,0.00025570876229160554,1.2317584595535514e-05,0.0007415143772959709,0.00010633300388856093,0.0012689455157092638,0.0,post-trained/ppo_privilege_gru_0722_lr1_tkloff/checkpoints/actor_u0020.pth
ppo_privilege_gru_0722_lr5_tkloff_u0001,ppo_privilege_gru_0722_lr5_tkloff,1,859715fc9068e5f2436080e23d42c7dccdb5401485c36203e685b1b6d7519b87,11300942,540,0.000172549823199697,8.311788087195858e-06,0.0005085226148366928,6.623717997914415e-05,0.0008688741265675485,0.0,post-trained/ppo_privilege_gru_0722_lr5_tkloff/checkpoints/actor_u0001.pth
ppo_privilege_gru_0722_lr5_tkloff_u0005,ppo_privilege_gru_0722_lr5_tkloff,5,74438775a7513dd1ceaf25d69c4e260452f0491bc1a96c88602609ea598b199d,11300942,540,0.0003706733092294854,1.7855468865531203e-05,0.0012652836740016937,0.00017668681630530865,0.0017805922340803065,0.0,post-trained/ppo_privilege_gru_0722_lr5_tkloff/checkpoints/actor_u0005.pth
ppo_privilege_gru_0722_lr5_tkloff_u0010,ppo_privilege_gru_0722_lr5_tkloff,10,99056879a1715d8080ff6feda40f38e9df304c6d23a6bdec551a304256d1b813,11300942,540,0.0005566711257761854,2.6815051710354514e-05,0.0017805732786655426,0.0002709293356580811,0.0026580217131415966,0.0,post-trained/ppo_privilege_gru_0722_lr5_tkloff/checkpoints/actor_u0010.pth
ppo_privilege_gru_0722_lr5_tkloff_u0015,ppo_privilege_gru_0722_lr5_tkloff,15,e97d79139c04cbc99045ac0dfd5ee960bfe3f9aaf019267adf7843853a920ef1,11300942,540,0.0006652065317864363,3.204324191064766e-05,0.0018937960267066956,0.00031561768135749736,0.0031995663970389486,0.0,post-trained/ppo_privilege_gru_0722_lr5_tkloff/checkpoints/actor_u0015.pth
ppo_privilege_gru_0722_lr5_tkloff_u0020,ppo_privilege_gru_0722_lr5_tkloff,20,fc1e3393d79eefc15a1c1c9e2ce2216d9ec961e1c7735257a6e5be584864a2d5,11300942,540,0.0007881055621162533,3.796333314737451e-05,0.002710893750190735,0.000360537707254977,0.003827575871123824,0.0,post-trained/ppo_privilege_gru_0722_lr5_tkloff/checkpoints/actor_u0020.pth
ppo_privilege_mlp_0721_base_u0001,ppo_privilege_mlp_0721_base,1,ec217cbb6b1a669061fd71f9312e9bf74ff9665a8d6bc10693e06bd17858bbf4,11300942,540,0.00013740793497243916,6.618990479453059e-06,0.0003158748149871826,5.6138490701774715e-05,0.0006842522606387947,0.0,post-trained/ppo_privilege_mlp_0721_base/checkpoints/actor_u0001.pth
ppo_privilege_mlp_0721_base_u0005,ppo_privilege_mlp_0721_base,5,28174c658c5348eca1e978beed6faf4d189a45c1d7a7b9ca09d529588342bdb6,11300942,540,0.0002718081711248628,1.309309900679223e-05,0.0007994323968887329,0.00011555525361322661,0.0013427065347442564,0.0,post-trained/ppo_privilege_mlp_0721_base/checkpoints/actor_u0005.pth
ppo_privilege_mlp_0721_base_u0010,ppo_privilege_mlp_0721_base,10,d4d21602e3501d2e8e13b322a8c531297be829838b24fe881ab441111b6a070a,11300942,540,0.0003805848232947153,1.8332910122820166e-05,0.0011983513832092285,0.000180422022457927,0.0018309981988434481,0.0,post-trained/ppo_privilege_mlp_0721_base/checkpoints/actor_u0010.pth
ppo_privilege_mlp_0721_base_u0015,ppo_privilege_mlp_0721_base,15,604f7bd1a7e613d9f7e0324723e966658b0efc88fa33e8fc0920f3a18912ab01,11300942,540,0.0004763031082146257,2.294369491280729e-05,0.0015509934164583683,0.00021838276230993963,0.0023119404248501674,0.0,post-trained/ppo_privilege_mlp_0721_base/checkpoints/actor_u0015.pth
ppo_privilege_mlp_0721_base_u0020,ppo_privilege_mlp_0721_base,20,99e9d4a6ba2929cf9833e4bb5983da5ec0dff8c51b20a0acf9d16f4fe465fa29,11300942,540,0.0005487070110053238,2.6431417389263985e-05,0.001774132251739502,0.0002503409166350679,0.0026667156991658663,0.0,post-trained/ppo_privilege_mlp_0721_base/checkpoints/actor_u0020.pth
