iteration	probe_group	standardized_update_norm	b4_global_direction_norm	cosine_with_b4_global_direction	inner_with_b4_global_direction	cosine_with_preupdate_bc_displacement	first_order_bc_displacement_increase	mean_signed_steer_update	mean_signed_speed_update
13	bc_follow	0.057775439208345304	0.5837761473294987	0.19536431431460785	0.0065892326109712185	-0.09071407485325204	-0.0007379106820745792	-0.0002828491019149974	-0.0007455930686914003
13	safe_reference	0.06350846966438392	0.5627547638888225	0.37812592920510474	0.013514104946885404	-0.22121652762168786	-0.0019815875382498426	-0.0001526172541723988	-0.0038159994034098928
14	bc_collision	0.04067707093743322	0.6853520120560324	-0.07563705744641204	-0.002108618389967354	-0.18158317096244178	-0.0015003513358988981	-0.0007863550811938087	-0.004052408039569855
14	bc_overtake	0.03839539415377007	0.6345194701401541	0.36213448505075246	0.008822546714727	-0.22361469800893538	-0.0013122962479190476	-0.000662058756248445	-0.005064924111404614
14	bc_follow	0.03181733763037536	0.5837761473294987	0.34094822970173677	0.006332841556010631	0.11326192603079349	0.0005306771270583526	-0.0006051359798656115	-0.003864908781953347
14	safe_reference	0.03445349988322905	0.5627547638888225	0.4324835315489602	0.008385367485833843	-0.11916251346926165	-0.0005800980369122464	-0.000601268868015492	-0.004267004219705842
15	bc_collision	0.0	0.6853520120560324	NA	0.0	NA	0.0	0.0	0.0
15	bc_overtake	0.0	0.6345194701401541	NA	0.0	NA	0.0	0.0	0.0
15	bc_follow	0.0	0.5837761473294987	NA	0.0	NA	0.0	0.0	0.0
15	safe_reference	0.0	0.5627547638888225	NA	0.0	NA	0.0	0.0	0.0
16	bc_collision	0.060822836770888525	0.6853520120560324	-0.17302427792943906	-0.007212526292648937	-0.1196192459862071	-0.0014535605388589937	-8.867657569074558e-05	0.0010993285104632378
16	bc_overtake	0.03936305651665119	0.6345194701401541	-0.03985264694262163	-0.000995384648392371	-0.17478183153489946	-0.0010253506782321215	-7.566608923436475e-05	-0.00018884632627517853
16	bc_follow	0.03558369066842863	0.5837761473294987	-0.06607242507981982	-0.0013725165295015729	-0.30197679679406025	-0.0016562980925341423	0.0003155540516517303	0.00045489608986764896
16	safe_reference	0.03677198074383624	0.5627547638888225	0.05194641068710238	0.001074958625544749	-0.19824844553144702	-0.0010307350091518688	0.00013982924220532836	-0.00022283705479271256
17	bc_collision	0.045639075084251024	0.6853520120560324	-0.40268658704398225	-0.01259556607958094	0.004690129120453524	4.318720921179896e-05	-0.00020306731137983053	0.0035424355107049146
17	bc_overtake	0.0448409047064771	0.6345194701401541	-0.628989660914727	-0.017896282470659247	0.0026527817066128406	1.752696109897121e-05	-0.000517117100831956	0.0047796503014383256
17	bc_follow	0.0436390080067604	0.5837761473294987	-0.5770396868250386	-0.01470032374344642	0.05207711418070664	0.0003348710235252449	-0.0005520602434343245	0.005048768419740547
17	safe_reference	0.04167370834918462	0.5627547638888225	-0.5660250576774506	-0.01327446374737167	-0.11221328179067666	-0.0006493550621815546	-0.0003785009858608207	0.0046581710443440155
18	bc_collision	0.0	0.6853520120560324	NA	0.0	NA	0.0	0.0	0.0
18	bc_overtake	0.0	0.6345194701401541	NA	0.0	NA	0.0	0.0	0.0
18	bc_follow	0.0	0.5837761473294987	NA	0.0	NA	0.0	0.0	0.0
18	safe_reference	0.0	0.5627547638888225	NA	0.0	NA	0.0	0.0	0.0
19	bc_collision	0.0	0.6853520120560324	NA	0.0	NA	0.0	0.0	0.0
19	bc_overtake	0.0	0.6345194701401541	NA	0.0	NA	0.0	0.0	0.0
19	bc_follow	0.0	0.5837761473294987	NA	0.0	NA	0.0	0.0	0.0
19	safe_reference	0.0	0.5627547638888225	NA	0.0	NA	0.0	0.0	0.0
20	bc_collision	0.06326075217995046	0.6853520120560324	0.07069410824269425	0.0030650055416579195	-0.03300609858401347	-0.00043235073678713957	0.00041788154794630817	0.0024740540732940035
20	bc_overtake	0.049048940166627086	0.6345194701401541	-0.2573079662225837	-0.008008069115124285	0.04391206048747438	0.0003319698738440231	-0.00041487931617421956	0.0020147907324353153
20	bc_follow	0.039606629570828535	0.5837761473294987	-0.08880597690488169	-0.00205331901345948	0.05645593444239861	0.0003484670135627659	5.757614154491522e-05	0.0004555577428167702
20	safe_reference	0.04389699222259398	0.5627547638888225	0.009001916809106303	0.00022237652484114845	-0.15509976117618235	-0.0009560904903788347	-0.00018004417752342716	0.00019530317142661598
21	bc_collision	0.011918179822759282	0.6853520120560324	-0.4423728800131036	-0.003613367385863323	0.20966082028115626	0.0005360052283556588	7.494670353480615e-05	0.0021183636660377187
21	bc_overtake	0.01003385909977745	0.6345194701401541	-0.6007109696259474	-0.003824533891029379	0.13321987232034868	0.00021893318124281631	0.0001010165957608723	0.001647835096333459
21	bc_follow	0.012349140744053836	0.5837761473294987	-0.7535735572333376	-0.005432612607055052	0.03370912933482523	6.78321282946296e-05	5.838256019603414e-05	0.0022781859191819136
21	safe_reference	0.010439164047054994	0.5627547638888225	-0.7106514560054227	-0.004174856503556452	-0.0003405819742309734	-4.994626425537709e-07	6.593196259982437e-05	0.0018039596489120213
22	bc_collision	0.03638891812143183	0.6853520120560324	0.615057710042248	0.015339058467744195	-0.3081109750309993	-0.002436538255254474	0.00020397335636819963	-0.006225871232648689
22	bc_overtake	0.032975972054298974	0.6345194701401541	0.8137779513154377	0.017027405476961036	-0.41707492525722084	-0.0022751104391497325	0.00018522956846862257	-0.005906886219629767
22	bc_follow	0.03236781821542402	0.5837761473294987	0.8232494476809564	0.015555759510836533	-0.2815072423850893	-0.0014927879293243386	4.172200594913527e-05	-0.005869927776292859
22	safe_reference	0.030485465622239936	0.5627547638888225	0.8186838561288614	0.014045210071795967	-0.10766187176615709	-0.00046233338595240225	3.9564955971919094e-05	-0.005568511772449692
23	bc_collision	0.011670190830474056	0.6853520120560324	0.5209184824819285	0.004166404354975903	-0.1480196928694939	-0.00036101986134511505	1.831986537581542e-05	-0.0020035986478130026
23	bc_overtake	0.009815433414993748	0.6345194701401541	0.7530975447737129	0.0046903544750937515	-0.15719685646094952	-0.0002385416870107514	2.755087200312757e-05	-0.0017459805597338758
23	bc_follow	0.01009533492358013	0.5837761473294987	0.7619618257000866	0.00449055780747917	-0.039760273069520756	-6.334206757844112e-05	2.8664003350882907e-05	-0.0018385696009947704
23	safe_reference	0.009402340051137497	0.5627547638888225	0.7693064418043094	0.004070563211511041	0.01795271405727513	2.3780334455107482e-05	1.9198044193647692e-05	-0.0016920761427331658
24	bc_collision	0.0	0.6853520120560324	NA	0.0	NA	0.0	0.0	0.0
24	bc_overtake	0.0	0.6345194701401541	NA	0.0	NA	0.0	0.0	0.0
24	bc_follow	0.0	0.5837761473294987	NA	0.0	NA	0.0	0.0	0.0
24	safe_reference	0.0	0.5627547638888225	NA	0.0	NA	0.0	0.0	0.0
25	bc_collision	0.0	0.6853520120560324	NA	0.0	NA	0.0	0.0	0.0
25	bc_overtake	0.0	0.6345194701401541	NA	0.0	NA	0.0	0.0	0.0
25	bc_follow	0.0	0.5837761473294987	NA	0.0	NA	0.0	0.0	0.0
25	safe_reference	0.0	0.5627547638888225	NA	0.0	NA	0.0	0.0	0.0
26	bc_collision	0.0	0.6853520120560324	NA	0.0	NA	0.0	0.0	0.0
26	bc_overtake	0.0	0.6345194701401541	NA	0.0	NA	0.0	0.0	0.0
26	bc_follow	0.0	0.5837761473294987	NA	0.0	NA	0.0	0.0	0.0
26	safe_reference	0.0	0.5627547638888225	NA	0.0	NA	0.0	0.0	0.0
27	bc_collision	0.08281034588222008	0.6853520120560324	-0.10494514116573221	-0.005956081431499855	-0.21547306954432677	-0.0037040683702463093	0.0003986652579897054	-0.004063892488678297
27	bc_overtake	0.07269890319094746	0.6345194701401541	-0.14448544966727386	-0.006664950457044875	-0.13638651827216758	-0.0015206291581772464	0.0009384835432667801	0.0004907563350528304
27	bc_follow	0.06461878584940375	0.5837761473294987	-0.07492977289637386	-0.0028265687682025274	-0.22724073993468394	-0.0023160666298037693	0.0006346704395061671	-0.0009605355528939485
27	safe_reference	0.05688390432099568	0.5627547638888225	-0.2278068601752005	-0.007292482165273967	-0.3035826214675316	-0.002441184983228221	0.0008244965158630154	0.002056533742821618
28	bc_collision	0.04057667836409056	0.6853520120560324	-0.7481009849965545	-0.020804170826104855	0.014317063988290036	0.0001198228220713402	-0.0005753260593337473	0.006104157927135626
28	bc_overtake	0.045177386962033196	0.6345194701401541	-0.8510494964308019	-0.02439612668478524	0.13332247381349613	0.0009667961828666012	-0.0006681208038220607	0.007350825579368579
28	bc_follow	0.0428404185648594	0.5837761473294987	-0.7903206894470861	-0.019765299645993627	0.12973379427611237	0.0008685421188941142	-0.000678558490504563	0.0068056381379182525
28	safe_reference	0.044154665335277295	0.5627547638888225	-0.7700923079902185	-0.01913544485617267	-0.030214013630409094	-0.0001806535755544838	-0.0007227315563046458	0.006980512891146127
29	bc_collision	0.0	0.6853520120560324	NA	0.0	NA	0.0	0.0	0.0
29	bc_overtake	0.0	0.6345194701401541	NA	0.0	NA	0.0	0.0	0.0
29	bc_follow	0.0	0.5837761473294987	NA	0.0	NA	0.0	0.0	0.0
29	safe_reference	0.0	0.5627547638888225	NA	0.0	NA	0.0	0.0	0.0
30	bc_collision	0.0	0.6853520120560324	NA	0.0	NA	0.0	0.0	0.0
30	bc_overtake	0.0	0.6345194701401541	NA	0.0	NA	0.0	0.0	0.0
30	bc_follow	0.0	0.5837761473294987	NA	0.0	NA	0.0	0.0	0.0
30	safe_reference	0.0	0.5627547638888225	NA	0.0	NA	0.0	0.0	0.0
