iteration	objective	probe_group	candidate_epoch_standardized_update_norm	cosine_with_b4_global_direction	inner_with_b4_global_direction	cosine_with_actual_b5_update	cosine_with_preupdate_bc_displacement	first_order_bc_displacement_increase	post_candidate_d_safe	safe_cap_pass	trust_weighted_rollout_kl	trust_weighted_clip_fraction	optimizer_steps	historical_base_attempt_d_safe_error
6	b5_original	bc_overtake	0.05082324170188955	0.20588360069352457	0.006639403613479095	0.17540827223458608	-0.04670514629474974	-0.000269753352093379	0.007530901116045225	True	0.0014776575844734907	0.04953966662287712	12	2.3644990060529836e-08
6	b5_original	bc_follow	0.03855229798388837	0.10018007942477276	0.0022546440504580528	0.2510629001787803	0.017433350949536054	7.42712188802448e-05	0.007530901116045225	True	0.0014776575844734907	0.04953966662287712	12	2.3644990060529836e-08
6	b5_original	safe_reference	0.043711863808147226	0.17197657308128783	0.00423046197042745	0.2075368113833178	-0.0055036355203979415	-2.7646485164434546e-05	0.007530901116045225	True	0.0014776575844734907	0.04953966662287712	12	2.3644990060529836e-08
6	opened_austin_prevalence	bc_collision	0.10910557441620747	0.1228054771560356	0.00918286858250197	0.2559846222120116	0.30788354365281884	0.005462553888027518	0.01724087583096247	False	0.006768991705030203	0.3394753932952881	12	NA
6	opened_austin_prevalence	bc_overtake	0.11345409917607434	0.19138337346709308	0.013777466074061826	0.1546586727529278	0.3516589440125581	0.004534000986954237	0.01724087583096247	False	0.006768991705030203	0.3394753932952881	12	NA
6	opened_austin_prevalence	bc_follow	0.10079585839025365	0.2542757488539579	0.014962149015113481	0.24835399270170497	0.4093437855250573	0.004559532307930632	0.01724087583096247	False	0.006768991705030203	0.3394753932952881	12	NA
6	opened_austin_prevalence	safe_reference	0.11186563626759881	0.21869523643133476	0.013767503663311656	0.14971246923888426	0.34076586131525405	0.004380702014742895	0.01724087583096247	False	0.006768991705030203	0.3394753932952881	12	NA
7	b5_original	bc_collision	0.08739888468551447	0.21934121275501126	0.01313831962539107	0.3315937296892655	-0.005246410045268644	-9.79336122206788e-05	0.008765025596331882	True	0.003517153672873974	0.1361413449048996	12	6.705953891142369e-09
7	b5_original	bc_overtake	0.068756000338333	0.04627097048295364	0.0020186645964913106	0.5010173068375834	-0.25001943123359005	-0.0025194316742391367	0.008765025596331882	True	0.003517153672873974	0.1361413449048996	12	6.705953891142369e-09
7	b5_original	bc_follow	0.06743460859255554	-0.10589792093490323	-0.004168853378523191	0.46378943413902246	-0.26064676612144366	-0.0024375550864658793	0.008765025596331882	True	0.003517153672873974	0.1361413449048996	12	6.705953891142369e-09
7	b5_original	safe_reference	0.06775480298362856	-0.03347477044337104	-0.0012763708419092008	0.4895320358891325	-0.271498389732771	-0.0024580601868577794	0.008765025596331882	True	0.003517153672873974	0.1361413449048996	12	6.705953891142369e-09
7	opened_austin_prevalence	bc_collision	0.06709655328554695	-0.45844523476771826	-0.021081493083649674	-0.07159263480788261	0.4530104598278926	0.006491904061810659	0.012072613481395648	False	0.0015841084532439709	0.0756719708442688	12	NA
7	opened_austin_prevalence	bc_overtake	0.05236823479297254	-0.6361616737739295	-0.021138802884763098	0.12614773022487125	0.36825082955294325	0.0028263756706393963	0.012072613481395648	False	0.0015841084532439709	0.0756719708442688	12	NA
7	opened_austin_prevalence	bc_follow	0.053932906729597656	-0.7182245112454542	-0.022613115233709537	0.10445041166684522	0.3018230979155495	0.0022574885530404604	0.012072613481395648	False	0.0015841084532439709	0.0756719708442688	12	NA
7	opened_austin_prevalence	safe_reference	0.05082616999412977	-0.5958604622990685	-0.017043199748760268	0.01904418476073779	0.2728699518679849	0.0018532254969623257	0.012072613481395648	False	0.0015841084532439709	0.0756719708442688	12	NA
8	b5_original	bc_collision	0.07840907316985414	-0.1686040241770464	-0.009060412038270736	0.7404491587229642	-0.0233236044138234	-0.0003688738407459617	0.009831892173915965	True	0.00628815358504653	0.12560255825519562	12	1.0785316063334494e-07
8	b5_original	bc_overtake	0.06849934435930616	-0.4627257056235002	-0.020111987662682282	0.7407735086247627	0.06294786564434608	0.0006717027467749443	0.009831892173915965	True	0.00628815358504653	0.12560255825519562	12	1.0785316063334494e-07
8	b5_original	bc_follow	0.05351430784306489	-0.08806032251654486	-0.002751037626573223	0.57504572045593	-0.05248383821298009	-0.0003760328441999069	0.009831892173915965	True	0.00628815358504653	0.12560255825519562	12	1.0785316063334494e-07
8	b5_original	safe_reference	0.05979141877206606	-0.14805248029190896	-0.004981655903456535	0.7229665598637187	-0.15613667871235007	-0.0012745030141153295	0.009831892173915965	True	0.00628815358504653	0.12560255825519562	12	1.0785316063334494e-07
8	opened_austin_prevalence	bc_collision	0.06535547336481524	-0.11606511634954542	-0.005198731258963544	0.6269943363219243	-0.08570017188865432	-0.0011297426591104448	0.009583216681169206	True	0.00271844444796443	0.06580948829650879	12	NA
8	opened_austin_prevalence	bc_overtake	0.052395375275800404	-0.25051994747553386	-0.008328757553820504	0.5161624911856693	8.512351309306615e-05	6.947878170204997e-07	0.009583216681169206	True	0.00271844444796443	0.06580948829650879	12	NA
8	opened_austin_prevalence	bc_follow	0.05230484790877036	-0.18228034259715228	-0.005565806784288041	0.3435251671608144	-0.10948061230401071	-0.0007666717135154516	0.009583216681169206	True	0.00271844444796443	0.06580948829650879	12	NA
8	opened_austin_prevalence	safe_reference	0.05217230931173069	-0.12936172464260476	-0.0037980881269629287	0.42960735663043637	-0.1539665331605032	-0.001096638433770805	0.009583216681169206	True	0.00271844444796443	0.06580948829650879	12	NA
9	b5_original	bc_collision	0.10449321704465539	0.11998005246351366	0.008592327850155979	0.3127289634322116	-0.05939985560981711	-0.0012477773278621455	0.016177428485991102	False	0.007556060794740915	0.34882014989852905	12	1.6273648574538502e-09
9	b5_original	bc_overtake	0.13350279102441365	0.18769048593903798	0.015899283628617207	0.3290408416256485	-0.02888221472052411	-0.0006245149708785148	0.016177428485991102	False	0.007556060794740915	0.34882014989852905	12	1.6273648574538502e-09
9	b5_original	bc_follow	0.09924653998943224	-0.06964730605046063	-0.004035209094184904	0.16422272835237212	-0.226965368803949	-0.003126433675676028	0.016177428485991102	False	0.007556060794740915	0.34882014989852905	12	1.6273648574538502e-09
9	b5_original	safe_reference	0.11644680198510221	-0.014210970888666751	-0.0009312590275291939	0.3169692353508798	-0.01810230511073677	-0.00029346800669664217	0.016177428485991102	False	0.007556060794740915	0.34882014989852905	12	1.6273648574538502e-09
9	opened_austin_prevalence	bc_collision	0.0955188122040034	0.18291910554720653	0.011974618179101143	0.21151452465738643	-0.12470792848707679	-0.0023946749953103444	0.013683643201341258	False	0.006045755464583635	0.2933575212955475	12	NA
9	opened_austin_prevalence	bc_overtake	0.1182554035419154	0.3946678870755053	0.02961404540714683	0.29148435123473787	-0.16832165775261734	-0.0032239107497594897	0.013683643201341258	False	0.006045755464583635	0.2933575212955475	12	NA
9	opened_austin_prevalence	bc_follow	0.08432969626356544	0.15774228046333963	0.00776559965355058	0.09248045459434683	-0.275045921534787	-0.0032192892141552137	0.013683643201341258	False	0.006045755464583635	0.2933575212955475	12	NA
9	opened_austin_prevalence	safe_reference	0.10281549138468934	0.19357609637669596	0.011200295045724519	0.2841372568445276	-0.09032120702461378	-0.0012928484051030545	0.013683643201341258	False	0.006045755464583635	0.2933575212955475	12	NA
10	b5_original	bc_collision	0.11337027539880837	-0.7299305959688952	-0.056714546244573665	-0.12416242178510363	0.3492015058591087	0.007886454588848641	0.018942320632398153	False	0.008554380387067795	0.3272773325443268	12	4.996328238603132e-07
10	b5_original	bc_overtake	0.10714072060202748	-0.7314992455362737	-0.04972942050407628	-0.038846955194664856	0.545648764563846	0.009428983851349989	0.018942320632398153	False	0.008554380387067795	0.3272773325443268	12	4.996328238603132e-07
10	b5_original	bc_follow	0.09758825075353815	-0.8132994620163467	-0.046333420708415535	-0.256956148102882	0.20450167461605287	0.0027366079328943888	0.018942320632398153	False	0.008554380387067795	0.3272773325443268	12	4.996328238603132e-07
10	b5_original	safe_reference	0.10597497162205083	-0.7859390080426903	-0.04687176779128861	0.00687380723615394	0.29879356271312957	0.004263271983834597	0.018942320632398153	False	0.008554380387067795	0.3272773325443268	12	4.996328238603132e-07
10	opened_austin_prevalence	bc_collision	0.10088418058140468	-0.777144317665152	-0.053732672158619044	-0.12413005264566372	0.35178832969655677	0.007069862970586352	0.02054247188568648	False	0.00844925083220005	0.35816171765327454	12	NA
10	opened_austin_prevalence	bc_overtake	0.11690893505359937	-0.8262442786010687	-0.0612916231333467	-0.1705978441533061	0.5952143177257677	0.011223239395571467	0.02054247188568648	False	0.00844925083220005	0.35816171765327454	12	NA
10	opened_austin_prevalence	bc_follow	0.10764754710138456	-0.8894724965392417	-0.05589629317194908	-0.38180253973805484	0.2997568368897338	0.004424777275240268	0.02054247188568648	False	0.00844925083220005	0.35816171765327454	12	NA
10	opened_austin_prevalence	safe_reference	0.11296451172652866	-0.8672066094654368	-0.05512946638277129	-0.15107874204269042	0.33520714073329033	0.005098281199672811	0.02054247188568648	False	0.00844925083220005	0.35816171765327454	12	NA
