variant	case_id	startpoint_ordinal	ego_idx	opp_raceline	opp_speedscale	bc_outcome	candidate_outcome	fixed_collision	new_collision	persistent_collision	gained_overtake	lost_overtake	collision_source_variant	collision_terminal_distance_m	collision_relative_progress_m	collision_phase_inferred	collision_cause_inferred	collision_final_time_s	label	history_policy	history_steps	last_0.5s_steer_signed_mean	last_0.5s_steer_abs_mean	last_0.5s_steer_abs_max	last_0.5s_speed_signed_mean	last_0.5s_speed_abs_mean	last_0.5s_speed_abs_max	last_1s_steer_signed_mean	last_1s_steer_abs_mean	last_1s_steer_abs_max	last_1s_speed_signed_mean	last_1s_speed_abs_mean	last_1s_speed_abs_max
seed1_iter20	sp24_ol2_s0.8	24	1026	raceline2	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter20	sp25_ol0_s0.6	25	1069	raceline0	0.6	overtaking	collision	0	1	0	0	1	seed1_iter20	0.4602030891951287	-0.422210693359375	alongside	opponent_proximity_inferred	4.03000020980835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter20	sp26_ol0_s0.8	26	1112	raceline0	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter20	sp26_ol2_s0.8	26	1112	raceline2	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter20	sp29_ol0_s0.8	29	1240	raceline0	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter20	sp29_ol2_s0.8	29	1240	raceline2	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter20	sp30_ol1_s0.7	30	1283	raceline1	0.7	following	collision	0	1	0	0	0	seed1_iter20	0.615824098216151	1.05963134765625	ego_behind	opponent_proximity_inferred	7.010000228881836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter20	sp30_ol2_s0.8	30	1283	raceline2	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter20	sp31_ol1_s0.6	31	1326	raceline1	0.6	following	collision	0	1	0	0	0	seed1_iter20	0.6164661957811143	0.596527099609375	alongside	opponent_proximity_inferred	5.239999771118164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter20	sp31_ol2_s0.8	31	1326	raceline2	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter20	sp33_ol1_s0.5	33	1411	raceline1	0.5	overtaking	collision	0	1	0	0	1	seed1_iter20	0.8579808074913551	0.7674560546875	ego_behind	opponent_proximity_inferred	1.9700000286102295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter20	sp34_ol0_s0.8	34	1454	raceline0	0.8	overtaking	collision	0	1	0	0	1	seed1_iter20	0.423462882873123	-0.087371826171875	alongside	opponent_proximity_inferred	7.869999885559082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter20	sp35_ol2_s0.6	35	1497	raceline2	0.6	overtaking	collision	0	1	0	0	1	seed1_iter20	0.5507003745522143	-0.5418701171875	alongside	opponent_proximity_inferred	2.990000009536743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter20	sp36_ol0_s0.7	36	1539	raceline0	0.7	overtaking	collision	0	1	0	0	1	seed1_iter20	0.45703385581721506	-0.222412109375	alongside	opponent_proximity_inferred	4.630000114440918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter20	sp36_ol1_s0.5	36	1539	raceline1	0.5	overtaking	collision	0	1	0	0	1	seed1_iter20	0.6382228675474959	0.55499267578125	alongside	opponent_proximity_inferred	3.5299999713897705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter20	sp36_ol2_s0.8	36	1539	raceline2	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter20	sp37_ol2_s0.7	37	1582	raceline2	0.7	collision	overtaking	1	0	0	1	0	BC	0.6293443638961354	-0.554473876953125	alongside	opponent_proximity_inferred	3.2699999809265137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter20	sp39_ol0_s0.7	39	1668	raceline0	0.7	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter20	sp40_ol0_s0.7	40	1711	raceline0	0.7	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter20	sp42_ol0_s0.7	42	1796	raceline0	0.7	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter20	sp43_ol0_s0.6	43	1839	raceline0	0.6	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter20	sp44_ol0_s0.7	44	1882	raceline0	0.7	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter20	sp44_ol2_s0.8	44	1882	raceline2	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter20	sp45_ol0_s0.7	45	1924	raceline0	0.7	collision	overtaking	1	0	0	1	0	BC	0.5573763572074079	-0.42291259765625	alongside	opponent_proximity_inferred	7.130000114440918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter20	sp45_ol2_s0.8	45	1924	raceline2	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter20	sp46_ol0_s0.8	46	1967	raceline0	0.8	overtaking	collision	0	1	0	0	1	seed1_iter20	0.43886513686199724	-0.22186279296875	alongside	opponent_proximity_inferred	6.110000133514404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter20	sp46_ol2_s0.8	46	1967	raceline2	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter20	sp47_ol2_s0.8	47	2010	raceline2	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter20	sp48_ol2_s0.8	48	2053	raceline2	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter20	sp49_ol2_s0.8	49	2096	raceline2	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp00_ol2_s0.8	0	0	raceline2	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp01_ol0_s0.7	1	42	raceline0	0.7	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp01_ol2_s0.6	1	42	raceline2	0.6	overtaking	collision	0	1	0	0	1	seed1_iter30	0.5790048121594673	-0.5002880096435547	alongside	opponent_proximity_inferred	3.2899999618530273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp01_ol2_s0.8	1	42	raceline2	0.8	collision	following	1	0	0	0	0	BC	0.35093116780468864	0.05448150634765625	alongside	opponent_proximity_inferred	7.260000228881836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp02_ol0_s0.8	2	85	raceline0	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp02_ol2_s0.8	2	85	raceline2	0.8	collision	following	1	0	0	0	0	BC	0.3813469129083791	-0.22188949584960938	alongside	opponent_proximity_inferred	5.769999980926514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp03_ol0_s0.8	3	128	raceline0	0.8	overtaking	collision	0	1	0	0	1	seed1_iter30	0.4441756080390499	-0.3394050598144531	alongside	opponent_proximity_inferred	6.329999923706055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp03_ol2_s0.8	3	128	raceline2	0.8	collision	overtaking	1	0	0	1	0	BC	0.41194355606988514	0.19910049438476562	alongside	opponent_proximity_inferred	4.409999847412109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp05_ol0_s0.7	5	213	raceline0	0.7	collision	overtaking	1	0	0	1	0	BC	0.4921882433463779	-0.3994941711425781	alongside	opponent_proximity_inferred	3.309999942779541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp05_ol0_s0.8	5	213	raceline0	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp06_ol0_s0.8	6	256	raceline0	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp06_ol1_s0.5	6	256	raceline1	0.5	overtaking	collision	0	1	0	0	1	seed1_iter30	0.6221863898359736	0.6113433837890625	ego_behind	opponent_proximity_inferred	3.680000066757202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp06_ol2_s0.7	6	256	raceline2	0.7	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp07_ol0_s0.8	7	299	raceline0	0.8	overtaking	collision	0	1	0	0	1	seed1_iter30	0.36326264324189494	-0.1696929931640625	alongside	opponent_proximity_inferred	5.519999980926514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp07_ol2_s0.8	7	299	raceline2	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp09_ol0_s0.7	9	384	raceline0	0.7	collision	following	1	0	0	0	0	BC	0.34130713760214765	-0.07282257080078125	alongside	opponent_proximity_inferred	7.389999866485596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp09_ol1_s0.5	9	384	raceline1	0.5	following	collision	0	1	0	0	0	seed1_iter30	1.1841903952723072	0.8506622314453125	ego_behind	wall_inferred	5.860000133514404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp09_ol2_s0.7	9	384	raceline2	0.7	overtaking	collision	0	1	0	0	1	seed1_iter30	0.46671280701122764	-0.35317230224609375	alongside	opponent_proximity_inferred	7.809999942779541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp10_ol0_s0.7	10	427	raceline0	0.7	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp10_ol1_s0.5	10	427	raceline1	0.5	following	overtaking	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp11_ol0_s0.8	11	470	raceline0	0.8	overtaking	collision	0	1	0	0	1	seed1_iter30	0.4172384091903479	-0.2779083251953125	alongside	opponent_proximity_inferred	7.519999980926514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp11_ol2_s0.8	11	470	raceline2	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp12_ol0_s0.8	12	513	raceline0	0.8	collision	overtaking	1	0	0	1	0	BC	0.329081021188587	-0.102081298828125	alongside	opponent_proximity_inferred	5.869999885559082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp12_ol2_s0.8	12	513	raceline2	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp13_ol0_s0.8	13	556	raceline0	0.8	collision	following	1	0	0	0	0	BC	0.510569843620172	-0.4024200439453125	alongside	opponent_proximity_inferred	7.050000190734863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp13_ol2_s0.8	13	556	raceline2	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp15_ol0_s0.8	15	641	raceline0	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp15_ol2_s0.8	15	641	raceline2	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp16_ol0_s0.7	16	684	raceline0	0.7	overtaking	collision	0	1	0	0	1	seed1_iter30	0.5128087984941827	-0.362030029296875	alongside	opponent_proximity_inferred	3.2100000381469727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp16_ol2_s0.8	16	684	raceline2	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp17_ol0_s0.5	17	727	raceline0	0.5	collision	overtaking	1	0	0	1	0	BC	1.7854710262425442	1.1380462646484375	ego_behind	wall_inferred	2.2300000190734863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp17_ol0_s0.8	17	727	raceline0	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp17_ol1_s0.5	17	727	raceline1	0.5	collision	following	1	0	0	0	0	BC	0.6312862086269377	0.5849761962890625	alongside	opponent_proximity_inferred	2.4200000762939453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp17_ol2_s0.6	17	727	raceline2	0.6	overtaking	collision	0	1	0	0	1	seed1_iter30	0.5273449156179008	-0.4473876953125	alongside	opponent_proximity_inferred	2.440000057220459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp17_ol2_s0.7	17	727	raceline2	0.7	collision	overtaking	1	0	0	1	0	BC	0.6363551879620637	0.574493408203125	alongside	opponent_proximity_inferred	2.240000009536743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp18_ol2_s0.7	18	769	raceline2	0.7	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp19_ol0_s0.7	19	812	raceline0	0.7	following	overtaking	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp19_ol2_s0.6	19	812	raceline2	0.6	overtaking	collision	0	1	0	0	1	seed1_iter30	0.6212331706613784	-0.5702667236328125	alongside	opponent_proximity_inferred	3.180000066757202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp19_ol2_s0.7	19	812	raceline2	0.7	overtaking	collision	0	1	0	0	1	seed1_iter30	0.3797889148536222	-0.2055206298828125	alongside	opponent_proximity_inferred	5.960000038146973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp20_ol2_s0.6	20	855	raceline2	0.6	overtaking	collision	0	1	0	0	1	seed1_iter30	0.5283487507154518	-0.44061279296875	alongside	opponent_proximity_inferred	3.0999999046325684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp20_ol2_s0.7	20	855	raceline2	0.7	overtaking	collision	0	1	0	0	1	seed1_iter30	0.37347200994959195	-0.1783599853515625	alongside	opponent_proximity_inferred	6.010000228881836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp21_ol0_s0.7	21	898	raceline0	0.7	collision	overtaking	1	0	0	1	0	BC	0.4436810940296379	-0.2068939208984375	alongside	opponent_proximity_inferred	6.099999904632568	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp21_ol2_s0.6	21	898	raceline2	0.6	overtaking	collision	0	1	0	0	1	seed1_iter30	0.5078715699072617	-0.4175872802734375	alongside	opponent_proximity_inferred	3.0999999046325684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp22_ol2_s0.6	22	941	raceline2	0.6	overtaking	collision	0	1	0	0	1	seed1_iter30	0.5580659798553432	-0.482208251953125	alongside	opponent_proximity_inferred	3.299999952316284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp22_ol2_s0.8	22	941	raceline2	0.8	overtaking	collision	0	1	0	0	1	seed1_iter30	0.45017373131340127	-0.3361968994140625	alongside	opponent_proximity_inferred	4.590000152587891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp23_ol0_s0.5	23	983	raceline0	0.5	overtaking	collision	0	1	0	0	1	seed1_iter30	0.5890529385994394	-0.7375030517578125	ego_ahead	opponent_proximity_inferred	3.8499999046325684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp23_ol0_s0.7	23	983	raceline0	0.7	overtaking	collision	0	1	0	0	1	seed1_iter30	0.5051838409579923	-0.393218994140625	alongside	opponent_proximity_inferred	4.610000133514404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp23_ol0_s0.8	23	983	raceline0	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp24_ol2_s0.8	24	1026	raceline2	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp25_ol0_s0.6	25	1069	raceline0	0.6	overtaking	collision	0	1	0	0	1	seed1_iter30	0.3841935319056367	-0.2039031982421875	alongside	opponent_proximity_inferred	4.079999923706055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp25_ol0_s0.8	25	1069	raceline0	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp26_ol2_s0.8	26	1112	raceline2	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp29_ol0_s0.8	29	1240	raceline0	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp29_ol2_s0.8	29	1240	raceline2	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp30_ol2_s0.8	30	1283	raceline2	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp31_ol2_s0.8	31	1326	raceline2	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp32_ol1_s0.6	32	1368	raceline1	0.6	collision	following	1	0	0	0	0	BC	0.6112666496827811	0.613067626953125	ego_behind	opponent_proximity_inferred	4.380000114440918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp33_ol1_s0.5	33	1411	raceline1	0.5	overtaking	collision	0	1	0	0	1	seed1_iter30	0.8203805842543573	0.59814453125	alongside	opponent_proximity_inferred	1.9199999570846558	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp34_ol2_s0.8	34	1454	raceline2	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp36_ol0_s0.7	36	1539	raceline0	0.7	overtaking	collision	0	1	0	0	1	seed1_iter30	0.44744893564982635	-0.1636962890625	alongside	opponent_proximity_inferred	4.679999828338623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp36_ol1_s0.5	36	1539	raceline1	0.5	overtaking	collision	0	1	0	0	1	seed1_iter30	0.5885842373723198	0.576019287109375	alongside	opponent_proximity_inferred	4.46999979019165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp36_ol2_s0.8	36	1539	raceline2	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp37_ol2_s0.7	37	1582	raceline2	0.7	collision	overtaking	1	0	0	1	0	BC	0.6293443638961354	-0.554473876953125	alongside	opponent_proximity_inferred	3.2699999809265137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp39_ol2_s0.6	39	1668	raceline2	0.6	overtaking	collision	0	1	0	0	1	seed1_iter30	0.6274951942489343	-0.561248779296875	alongside	opponent_proximity_inferred	3.1700000762939453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp39_ol2_s0.7	39	1668	raceline2	0.7	overtaking	collision	0	1	0	0	1	seed1_iter30	0.37235109031706476	-0.18438720703125	alongside	opponent_proximity_inferred	5.710000038146973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp40_ol2_s0.6	40	1711	raceline2	0.6	overtaking	collision	0	1	0	0	1	seed1_iter30	0.5594183720238501	-0.477447509765625	alongside	opponent_proximity_inferred	2.9100000858306885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp40_ol2_s0.7	40	1711	raceline2	0.7	overtaking	collision	0	1	0	0	1	seed1_iter30	0.3703990370464125	-0.18505859375	alongside	opponent_proximity_inferred	4.820000171661377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp41_ol0_s0.8	41	1753	raceline0	0.8	following	overtaking	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp41_ol2_s0.6	41	1753	raceline2	0.6	overtaking	collision	0	1	0	0	1	seed1_iter30	0.5501795967719788	-0.464019775390625	alongside	opponent_proximity_inferred	3.009999990463257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp43_ol0_s0.7	43	1839	raceline0	0.7	following	overtaking	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp44_ol2_s0.8	44	1882	raceline2	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp45_ol0_s0.7	45	1924	raceline0	0.7	collision	overtaking	1	0	0	1	0	BC	0.5573763572074079	-0.42291259765625	alongside	opponent_proximity_inferred	7.130000114440918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp45_ol2_s0.8	45	1924	raceline2	0.8	overtaking	following	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seed1_iter30	sp46_ol0_s0.8	46	1967	raceline0	0.8	overtaking	collision	0	1	0	0	1	seed1_iter30	0.4575056465444327	-0.221038818359375	alongside	opponent_proximity_inferred	6.050000190734863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
