group,run,update,scenario_id,episode_key,outcome,opp_raceline,opponent_speed_scale,avg_speed_mps,global_min_surface_dist_m,final_relative_position_m_json,trace_frames,trace_duration_s,terminal_post_step_present,terminal_post_step_true_count,collision_flag_present_in_trace,reference_index,reference_kind,reference_time_s,json_collision_time_s,trace_reference_lag_to_collision_s,initial_relative_progress_m,max_relative_progress_before_reference_m,relative_progress_at_reference_m,first_overtake_time_s,time_from_overtake_to_reference_s,opponent_longitudinal_in_ego_frame_m,opponent_lateral_in_ego_frame_m,center_distance_at_reference_m,rear_center_distance_at_reference_m,front_center_distance_at_reference_m,max_abs_estimated_sideslip_deg_0p5s_5step,max_abs_estimated_sideslip_deg_0p5s_10step,max_abs_estimated_yaw_rate_radps_0p5s,lateral_closure_m_0p5s,lateral_closure_m_1p0s,min_center_distance_m_1p0s,vehicle_collision,wall_only_collision,overtake_before_reference,opponent_behind_at_reference,lateral_merge_closing_0p5s,post_overtake_rear_contact,post_overtake_rear_merge_contact,high_sideslip_tail_3deg,high_sideslip_tail_5deg,high_sideslip_tail_8deg,trace_missing
BC,BC,0,evaluation-sp21-ego898-raceline0-v0.7,ol0_e898_o902_s0.7,ego_collision,0,0.7,4.966912395408133,0.0054,0.2002413333312063,611,6.099999999999914,True,1,True,610,terminal_collision_flag,6.099999999999914,6.099999999999914,0.0,-2.9938366206783087,0.2942155679924383,0.2002413333312063,5.689999999999923,0.40999999999999126,-0.02426424816925954,-0.44301738631328036,0.4436813702591869,0.5166041950825595,0.5431633476710669,13.70788448295745,18.37971275648171,3.477425664521053,0.3417303396029264,0.18828326745427348,0.4436813702591869,True,False,True,True,True,True,True,True,True,True,False
BC,BC,0,evaluation-sp3-ego128-raceline2-v0.8,ol2_e128_o149_s0.8,ego_collision,2,0.8,5.255723178214703,0.0051,-0.19511336036677562,442,4.40999999999995,True,1,True,441,terminal_collision_flag,4.40999999999995,4.40999999999995,0.0,-2.9959390969330286,-0.18959955889050661,-0.19511336036677562,,,0.2713091917313284,0.3099878358460799,0.4119479771651305,0.641217955998281,0.31055080854229383,10.666543781104199,14.133866295279395,2.737396645283954,0.3102550342285282,0.7030128798647657,0.4119479771651305,True,False,False,False,True,False,False,False,False,False,False
BC,BC,0,evaluation-sp30-ego1283-raceline0-v0.7,ol0_e1283_o1279_s0.7,ego_collision,0,0.7,4.608282765705023,0.0076,0.5833296194275022,727,7.25999999999989,True,1,True,726,terminal_collision_flag,7.25999999999989,7.25999999999989,0.0,-2.7444438072821526,0.5833296194275022,0.5833296194275022,6.089999999999915,1.169999999999975,-0.10425257176541317,-0.47464259196837205,0.48595698248935276,0.5096937288276338,0.6170256724432921,2.4184541148581205,4.642504535623697,2.595568880983683,0.2613282506741929,0.25909275013668404,0.48595698248935276,True,False,True,True,True,True,True,False,False,False,False
BC,BC,0,evaluation-sp32-ego1368-raceline1-v0.5,ol1_e1368_o1383_s0.5,ego_collision,1,0.5,3.2407447625062424,0.0115,-0.5966740533948496,678,6.7699999999999,True,1,True,677,terminal_collision_flag,6.7699999999999,6.7699999999999,0.0,-2.999458000000004,-0.5966740533948496,-0.5966740533948496,,,0.575935511693256,0.20217267818803702,0.6103896341150431,0.8892233140315117,0.3501898180316037,3.129029562780079,4.781909851356322,1.4527565936978835,-0.1645080052780845,-0.20015726513943505,0.6103896341150431,True,False,False,False,False,False,False,False,False,False,False
BC,BC,0,evaluation-sp32-ego1368-raceline1-v0.6,ol1_e1368_o1383_s0.6,ego_collision,1,0.6,3.848997962168237,0.0036,-0.5595791900566383,439,4.379999999999951,True,1,True,438,terminal_collision_flag,4.379999999999951,4.379999999999951,0.0,-2.999458000000004,-0.5595791900566383,-0.5595791900566383,,,0.6111252683639412,-0.013197099917478,0.6112677458194002,0.9012218998283481,0.3213963307631952,3.7696244795944245,6.995280210921369,2.736881329898773,0.15482178521726717,0.08190480640440259,0.6112677458194002,True,False,False,False,True,False,False,False,False,False,False
BC,BC,0,evaluation-sp35-ego1497-raceline1-v0.5,ol1_e1497_o1512_s0.5,ego_collision,1,0.5,3.3546101629863845,0.0036,-0.5890274896844403,251,2.4999999999999907,True,1,True,250,terminal_collision_flag,2.4999999999999907,2.4999999999999907,0.0,-2.999458000000004,-0.5890274896844403,-0.5890274896844403,,,0.581260528813131,-0.13645225948100412,0.5970619913154679,0.8818810170228226,0.32163941730138734,1.2275996208532527,2.0707134434630277,0.5576457901078532,-0.1153165216908491,0.047383779269225795,0.5970619913154679,True,False,False,False,False,False,False,False,False,False,False
BC,BC,0,evaluation-sp35-ego1497-raceline1-v0.6,ol1_e1497_o1512_s0.6,ego_collision,1,0.6,3.791775890818295,0.0087,-0.6003719830805494,515,5.139999999999935,True,1,True,514,terminal_collision_flag,5.139999999999935,5.139999999999935,0.0,-2.999458000000004,-0.6003719830805494,-0.6003719830805494,,,0.5476741355488718,0.33435327267415554,0.6416689720542221,0.9019368427531208,0.422123288955699,3.19615100700142,4.083111884074014,0.87129017388298,-0.16694319941363422,0.21501815917192807,0.6416689720542221,True,False,False,False,False,False,False,False,False,False,False
BC,BC,0,evaluation-sp37-ego1582-raceline2-v0.7,ol2_e1582_o1611_s0.7,ego_collision,2,0.7,4.46947943275672,0.0109,0.5393858850768538,328,3.2699999999999743,True,1,True,327,terminal_collision_flag,3.2699999999999743,3.2699999999999743,0.0,-3.0969620622893785,0.5393858850768538,0.5393858850768538,2.9399999999999813,0.32999999999999297,-0.5485970421464164,0.3084057565250502,0.6293431697488941,0.40247551585737984,0.893509434619751,11.497926425057104,16.376395301629728,2.5394983123502977,0.3543227211210127,0.04983103412119194,0.5022240818855537,True,False,True,True,True,True,True,True,True,True,False
BC,BC,0,evaluation-sp4-ego171-raceline2-v0.8,ol2_e171_o194_s0.8,ego_collision,2,0.8,5.262749472933925,0.0194,0.5245361851931705,676,6.7499999999999005,True,1,True,675,terminal_collision_flag,6.7499999999999005,6.7499999999999005,0.0,-2.9674902499793063,0.5245361851931705,0.5245361851931705,6.259999999999911,0.48999999999998956,-0.47023898093223737,0.35567675667640686,0.5896021153524104,0.3987380662632292,0.8393266726184357,8.414380405175596,10.911154702691922,1.7872013378265477,0.4926292479107426,0.7486576934029364,0.5885965354424381,True,False,True,True,True,True,True,True,True,True,False
BC,BC,0,evaluation-sp45-ego1924-raceline0-v0.7,ol0_e1924_o1919_s0.7,ego_collision,0,0.7,4.916866693885193,0.0033,0.4263164048785768,714,7.129999999999892,True,1,True,713,terminal_collision_flag,7.129999999999892,7.129999999999892,0.0,-3.036418303031155,0.5228902684545176,0.4263164048785768,6.089999999999915,1.0399999999999778,-0.29835491425338173,-0.47050283971148393,0.5571252794800404,0.47057701470508706,0.7533488085227682,3.813820747511424,4.64795267722992,1.7943190016568193,0.08375179517412418,0.1814698631444343,0.5326217252019008,True,False,True,True,False,True,False,False,False,False,False
BC,BC,0,evaluation-sp5-ego213-raceline0-v0.7,ol0_e213_o221_s0.7,ego_collision,0,0.7,4.792826672170031,0.0027,0.3994657999474782,332,3.3099999999999734,True,1,True,331,terminal_collision_flag,3.3099999999999734,3.3099999999999734,0.0,-3.1763834205093247,0.3994657999474782,0.3994657999474782,3.0699999999999785,0.23999999999999488,-0.3578429480408372,-0.33742089768021805,0.4918378164129732,0.34417368840484586,0.7304473612229474,6.689688528709283,8.409797836458475,1.0946240253638406,0.30907522544123983,0.04914131531723037,0.4510113112995222,True,False,True,True,True,True,True,True,True,False,False
BC,BC,0,evaluation-sp9-ego384-raceline0-v0.7,ol0_e384_o391_s0.7,ego_collision,0,0.7,5.180466971937848,0.0041,0.0727690511544381,740,7.389999999999887,True,1,True,739,terminal_collision_flag,7.389999999999887,7.389999999999887,0.0,-2.819123226821347,0.0727690511544381,0.0727690511544381,7.089999999999893,0.2999999999999936,-0.030657368199426827,-0.33992644160775826,0.3413061088363757,0.42756120775084394,0.46730197248106653,4.825410114407883,5.770600216293625,0.9693637132742989,0.4324625021702631,0.46051312376615255,0.3413061088363757,True,False,True,True,True,True,True,True,False,False,False
G1,ppo_independent_gru_0721_base,1,evaluation-sp12-ego513-raceline0-v0.8,ol0_e513_o523_s0.8,ego_collision,0,0.8,5.901543227129055,0.0021,0.34410697369725085,718,7.169999999999892,False,0,False,717,nearest_preterminal_frame,7.169999999999892,7.179999999999891,0.009999999999999787,-2.918793232532323,0.3405814762671753,0.3405814762671753,5.599999999999925,1.5699999999999665,-0.2685909384583293,-0.3827063153922414,0.46755236718792453,0.3833046722350261,0.6771173903902209,5.92570324183296,7.428695016341894,1.1438595897322545,-0.009499275153002806,-0.062485283880732434,0.32593372806439175,True,False,True,True,False,True,False,False,False,False,False
G1,ppo_independent_gru_0721_base,1,evaluation-sp13-ego556-raceline0-v0.8,ol0_e556_o565_s0.8,ego_collision,0,0.8,5.35978204329132,0.0118,0.3866112586661359,705,7.039999999999894,False,0,False,704,nearest_preterminal_frame,7.039999999999894,7.049999999999894,0.009999999999999787,-3.042886322651867,0.3707906701932302,0.3707906701932302,6.599999999999904,0.4399999999999906,-0.17316697621953808,-0.4906520404397996,0.5203135847167137,0.504370280878468,0.6747318524036707,18.859190173537833,24.45667361033893,5.028545859339558,0.2509763429114824,0.20323459838304458,0.5203135847167137,True,False,True,True,True,True,True,True,True,True,False
G1,ppo_independent_gru_0721_base,1,evaluation-sp15-ego641-raceline2-v0.7,ol2_e641_o661_s0.7,ego_collision,2,0.7,4.681943084372155,0.0058,0.2480019848579218,436,4.349999999999952,False,0,False,435,nearest_preterminal_frame,4.349999999999952,4.3599999999999515,0.009999999999999787,-3.120405458589886,0.23799218986277992,0.23799218986277992,4.1699999999999555,0.17999999999999616,-0.3165484188198579,0.32436418264223715,0.4532273429952332,0.32544883088283044,0.6878321796441602,17.929833323289113,24.476362094307895,5.161602743771864,0.14183428619247335,0.5242677200883836,0.4473794626056461,True,False,True,True,True,True,True,True,True,True,False
G1,ppo_independent_gru_0721_base,1,evaluation-sp17-ego727-raceline0-v0.5,ol0_e727_o739_s0.5,ego_collision,0,0.5,4.686500131890981,0.0097,-1.1359008707979399,223,2.2199999999999966,False,0,False,222,nearest_preterminal_frame,2.2199999999999966,2.2299999999999964,0.009999999999999787,-4.350060837436047,-1.1652052957720116,-1.1652052957720116,,,1.1927528582794313,-1.3504937406669004,1.8018026319534086,2.0055895348541037,1.6244371538204119,3.9667659427820947,4.804204355135508,0.6878648511066534,0.03796479393924601,-0.06659405195499923,1.8018026319534086,False,True,False,False,False,False,False,False,False,False,False
G1,ppo_independent_gru_0721_base,1,evaluation-sp17-ego727-raceline2-v0.5,ol2_e727_o745_s0.5,ego_collision,2,0.5,3.0749929793711956,0.0003,-0.42324669905747214,109,1.0800000000000007,False,0,False,108,nearest_preterminal_frame,1.0800000000000007,1.0900000000000007,0.010000000000000009,-2.1996019999999987,-0.43720919417069126,-0.43720919417069126,,,0.5035008741053457,0.29553514578505946,0.5838271598847072,0.8467494668437319,0.3645869520950291,19.149313205618725,25.195068644096416,5.716504222796809,0.19087453513911495,0.17323761140119925,0.5838271598847072,True,False,False,False,True,False,False,False,False,False,False
G1,ppo_independent_gru_0721_base,1,evaluation-sp2-ego85-raceline2-v0.8,ol2_e85_o106_s0.8,ego_collision,2,0.8,5.461047528673608,0.0082,-0.016676242566774135,582,5.809999999999921,False,0,False,581,nearest_preterminal_frame,5.809999999999921,5.81999999999992,0.009999999999999787,-2.990392967341876,-0.023622516456953235,-0.023622516456953235,,,0.09593031487849858,0.34428744609815687,0.3574023934635569,0.5171808711495508,0.39521752013789824,10.006631118483957,13.360439671144913,2.550598566085532,0.28125767355865006,0.5871802431500375,0.3574023934635569,True,False,False,False,True,False,False,False,False,False,False
G1,ppo_independent_gru_0721_base,1,evaluation-sp21-ego898-raceline0-v0.7,ol0_e898_o902_s0.7,ego_collision,0,0.7,4.951646507071736,0.006,0.14403510340051184,611,6.099999999999914,False,0,False,610,nearest_preterminal_frame,6.099999999999914,6.109999999999914,0.009999999999999787,-2.9938366206783087,0.2295954293772411,0.12131259720112553,5.709999999999923,0.3899999999999917,0.02378322523182208,-0.44205776711594613,0.4426970874875547,0.5421023721626944,0.5160294958968012,12.36400319744626,17.114130579353198,3.623990516014561,0.3420443290898184,0.15563300542925085,0.4426970874875547,True,False,True,False,True,False,False,False,False,False,False
G1,ppo_independent_gru_0721_base,1,evaluation-sp26-ego1112-raceline0-v0.6,ol0_e1112_o1110_s0.6,ego_collision,0,0.6,4.466107029722864,0.0073,-0.5680172505732628,378,3.7699999999999636,False,0,False,377,nearest_preterminal_frame,3.7699999999999636,3.7799999999999634,0.009999999999999787,-3.067649862437122,-0.5828048356778481,-0.5828048356778481,,,0.5906692359117837,-0.30201417393463453,0.6634023722523382,0.9310160387119356,0.42616258714391564,1.3639485570882535,1.802315505477015,0.23572674001436203,0.034923393431254335,-0.08807537358552647,0.6634023722523382,True,False,False,False,False,False,False,False,False,False,False
G1,ppo_independent_gru_0721_base,1,evaluation-sp3-ego128-raceline2-v0.8,ol2_e128_o149_s0.8,ego_collision,2,0.8,5.256822377303036,0.0053,-0.1808832724801448,442,4.40999999999995,False,0,False,441,nearest_preterminal_frame,4.40999999999995,4.41999999999995,0.009999999999999787,-2.9959390969330286,-0.1813989792160271,-0.18671950201979826,,,0.2563506032071458,0.3186029860087556,0.40892969378410615,0.6324609429194086,0.32037500620088677,10.931252255895492,14.442825393311887,2.7895352605908714,0.2999858967414363,0.6638346325624565,0.40892969378410615,True,False,False,False,True,False,False,False,False,False,False
