group,arm,run,update,rollout_policy_update,checkpoint_update,rollout_collision_rate,rollout_overtake_rate,policy_gradient_loss,value_loss_post_update,explained_variance_post_update,collision_explained_variance_post,ordinary_explained_variance_post,approx_kl_mean,approx_kl_max,clip_fraction_mean,clip_fraction_max,actor_optimizer_steps_planned,actor_optimizer_steps_completed,actor_early_stop_triggered,actor_grad_norm_mean,actor_grad_norm_max,critic_grad_norm_mean,critic_grad_norm_max,ego_collision_count,episode_count,overtake_count,follow_count,mean_episode_return,mean_collision_episode_return,mean_ordinary_episode_return,mean_relative_position_m,mean_collision_relative_position_m,mean_ordinary_relative_position_m,mean_ego_collision_time,mean_episode_min_obb_clearance_m,mean_episode_min_wall_clearance_m,mean_episode_risk_active_fraction,mean_episode_reward_progress,mean_episode_reward_relative,mean_episode_reward_collision,mean_episode_reward_risk,rollout_wall_seconds,actor_train_wall_seconds,critic_train_wall_seconds
G6,target-KL 0.02,ppo_privilege_gru_0722_clip015_tkl002,7,6,7,0.25675675675675674,0.4527027027027027,0.0016456709223025001,0.09279689656073005,0.8536703951213829,0.8294378408460362,0.8117180286853156,0.004603662769222864,0.015878085047006607,0.08778808495844714,0.2546093761920929,16,16,False,53.27674221992493,136.9573211669922,1.6628640592098236,4.2409234046936035,38,148,67,43,-0.026685766080299565,-0.47313431387901533,0.5433946872626759,4.038999824626339,3.5614499389862857,4.6487942939821,3.8492105263157472,0.4005580664701256,0.46791469242097106,0.08291768312935953,0.35903789370337136,0.12741140443493046,-0.5135135135135135,0.00037844929491217324,240.2539149549998,52.20065614400028,155.50851717399973
G6,target-KL 0.02,ppo_privilege_gru_0722_clip015_tkl002,8,7,8,0.30718954248366015,0.40522875816993464,0.0003338879081032549,0.0766793509495491,0.872002092447755,0.870176395817311,0.7602735520749424,0.08322493282146752,0.5741044282913208,0.015524553135037422,0.027812499552965164,16,6,True,17.01524043083191,39.70703125,0.9917410694062709,2.3777101039886475,47,153,62,44,-0.1416242850577762,-0.6345538384649249,0.5081464898880107,3.6426644123940437,2.76989152433644,4.793137764833612,4.390851063829735,0.37620763011066355,0.44896201299032573,0.08171367961210355,0.3481221438182449,0.12445630152903743,-0.6143790849673203,0.0001763545622618356,230.64371734899942,19.09072129100059,151.44504222400064
G6,target-KL 0.02,ppo_privilege_gru_0722_clip015_tkl002,9,8,9,0.2945205479452055,0.4520547945205479,0.0006094307061812465,0.07759600584218185,0.874979865377336,0.8530801949899991,0.8083378338741303,0.002560092256899224,0.007538168225437403,0.03298828026163392,0.06468749791383743,16,16,False,22.053540527820587,35.169185638427734,1.2334612689912319,2.772408962249756,43,146,66,37,-0.1030369095961514,-0.6581775813766471,0.6082370761226087,3.842251370357305,2.3149945786603476,5.799049134719029,4.327674418604603,0.36966202727924685,0.4327957905196293,0.08066215897706215,0.358283969227699,0.12754215050493883,-0.589041095890411,0.00017806656162166532,237.10842209600014,47.89323722300014,150.97604328099987
G6,target-KL 0.02,ppo_privilege_gru_0722_clip015_tkl002,10,9,10,0.3087248322147651,0.4161073825503356,0.005833514999598321,0.1937095657875003,0.8470427916597552,0.8119107161951924,0.7675057104399059,0.13105790229979902,0.7543918490409851,0.13158853724598885,0.25093749165534973,16,5,True,111.49158897399903,187.53892517089844,1.944813071191311,4.628161430358887,46,149,62,41,-0.12510175127618056,-0.6584255340295074,0.5641166756665806,4.2288136226648865,2.25628163997838,6.777931877213604,4.421304347826035,0.3613455050851409,0.44987166712758514,0.09771879305609397,0.35622053097134,0.1356248726546223,-0.6174496644295302,0.0005025095273873586,248.39735062300042,17.072266076999767,142.8555428010004
G6,target-KL 0.02,ppo_privilege_gru_0722_clip015_tkl002,11,10,11,0.34,0.41333333333333333,0.00103031830039176,0.10245483526895727,0.8485828037158988,0.8182809379189061,0.802183041558882,0.0656401557275094,0.6020035147666931,0.036226561501098334,0.07570312172174454,16,9,True,22.58138150639004,60.80839538574219,1.3652289420366288,2.808130979537964,51,150,62,37,-0.2052046109934069,-0.7313690752418829,0.4828566114853692,3.707836247413978,2.782629416823543,4.917722102801471,4.331960784313676,0.37818986889637185,0.4405948956514218,0.08292498979511718,0.34912502897272124,0.12557818898454876,-0.68,9.217104932311728e-05,231.2315782759997,29.777994428000056,151.71470242000032
G6,target-KL 0.02,ppo_privilege_gru_0722_clip015_tkl002,12,11,12,0.3625,0.34375,0.001665135198273049,0.10206021357010986,0.8700540501998211,0.8484908153572185,0.8514421045015099,0.07741875426028855,0.5914173126220703,0.08401366951875389,0.21406249701976776,16,7,True,50.838647161211284,116.46893310546875,1.6218937300145626,3.9294137954711914,58,160,55,47,-0.29580659625034,-0.7847303316266647,0.4187742477612113,2.9524960352707303,2.251450319856559,3.9771013116452876,3.6381034482758237,0.3655844382176037,0.4461045379760534,0.10673469319296411,0.3187076271259019,0.10997568621398553,-0.725,0.0005100904097725878,233.40421492399946,22.13195210199956,153.18309574900013
G6,target-KL 0.02,ppo_privilege_gru_0722_clip015_tkl002,13,12,13,0.3548387096774194,0.4,0.0008025149114843089,0.08454681376051017,0.8978547086290221,0.8633895031372683,0.8468527044916226,0.0045798261993331806,0.02945817820727825,0.0466552724246867,0.13148437440395355,16,16,False,33.51983964443207,78.0964126586914,1.2426290169358254,2.722604751586914,55,155,62,38,-0.26343700505473583,-0.7582020992054405,0.40374622796666887,3.0264574138485916,1.9504162491797403,4.477482620750528,3.8518181818181407,0.3166159728018661,0.4519171511209411,0.0940117938752066,0.3354999599111249,0.11052803099537233,-0.7096774193548387,0.00021242339360564162,234.06262642500042,49.25018956799977,151.25030865499957
G6,target-KL 0.02,ppo_privilege_gru_0722_clip015_tkl002,14,13,14,0.3,0.4066666666666667,0.00012667343296879352,0.07291629419311778,0.9049323794109876,0.8841300685291041,0.885644316169169,0.0027423742902465166,0.014061651192605495,0.026000976125942543,0.061640623956918716,16,16,False,27.94961988925934,60.159576416015625,0.8019354782998562,1.4195588827133179,45,150,61,44,-0.14705204973938757,-0.6534835427506448,0.5152045180445642,2.6969799649739863,1.8254639868327225,3.8366547056202545,4.351999999999947,0.35732550661551404,0.4407787992970136,0.0809633831289238,0.3494274802578598,0.10362609958295074,-0.6,-0.00010562958019801417,225.4073896609998,50.844589256999825,153.48337270699994
G6,target-KL 0.02,ppo_privilege_gru_0722_clip015_tkl002,15,14,15,0.3026315789473684,0.4342105263157895,0.00046412263160178213,0.11762788716918873,0.9148608845018217,0.8949368719701107,0.9107246384631146,0.0024945443106116696,0.005243552848696709,0.045214842727546056,0.1185937449336052,16,16,False,24.01800689101219,74.7989730834961,0.8707118514925242,2.4791064262390137,46,152,66,40,-0.14261191119558317,-0.622301273778296,0.4994338510305093,3.4197853035433967,2.551940011892098,4.581362847753597,3.7919565217390905,0.33139930320543654,0.4553218810951339,0.09567354376322315,0.34314515588144107,0.11896837053150786,-0.6052631578947368,0.0005377202862046783,233.55150279200006,52.981746466000004,149.9205511070004
G6,target-KL 0.02,ppo_privilege_gru_0722_clip015_tkl002,16,15,16,0.3161290322580645,0.4,-1.0490417423625331e-07,0.0988882471414708,0.8913096315999072,0.8725817229230687,0.8450001526878024,0.3022612337605096,0.6045224666595459,0.007890624925494194,0.015781249850988388,16,1,True,16.168867111206055,16.168867111206055,0.9520637527108192,2.1882970333099365,49,155,62,44,-0.15486864061181682,-0.6460289337239871,0.5251994575434957,4.250172570801896,3.277402478135981,5.597085006800852,3.7638775510203666,0.35119886659182586,0.4562562490700171,0.09512498209124773,0.3431675611939338,0.1340062747485101,-0.632258064516129,0.00021558796186829326,231.3565528929994,3.9376271760002055,148.7936527060001
G6,target-KL 0.02,ppo_privilege_gru_0722_clip015_tkl002,17,16,17,0.32894736842105265,0.4605263157894737,0.005307839349843135,0.07164332925941796,0.910576957991853,0.8782336160468891,0.8837469473687884,0.011615692267327433,0.04228793457150459,0.11069196143320628,0.19242186844348907,16,6,True,86.39956347147624,145.8690185546875,1.6286809094250203,3.099142074584961,50,152,70,32,-0.18020265393819465,-0.7676626512519854,0.6275548423682675,3.9004247369844904,1.9000767024816616,6.65090328442588,4.037599999999954,0.28985650606740504,0.4469845676137684,0.09210233607167517,0.35011579787650593,0.12720224166099678,-0.6578947368421053,0.00037404336640794,228.7040113789999,19.569574484999976,152.62358295099875
G6,target-KL 0.02,ppo_privilege_gru_0722_clip015_tkl002,18,17,18,0.33112582781456956,0.4900662251655629,9.996429842384913e-05,0.07652922675264412,0.9244131853570813,0.9090222892883817,0.8904858774001388,0.011361150877550241,0.05253683775663376,0.01589062437415123,0.03179687261581421,16,4,True,9.659428179264069,19.85333824157715,0.7503802746534347,1.8946774005889893,50,151,74,27,-0.16070788500524308,-0.6622483863067177,0.5028687782551693,5.556196356327383,3.8499028719160546,7.813753889548525,4.022799999999954,0.2581797411400434,0.4540495985773701,0.09669317924072002,0.340567450843481,0.16104461055954128,-0.6622516556291391,-6.829077912630575e-05,228.4121740139999,12.755308579000484,148.9083609829995
G6,target-KL 0.02,ppo_privilege_gru_0722_clip015_tkl002,19,18,19,0.33766233766233766,0.36363636363636365,0.0038152450239795077,0.06599940142673381,0.9315524566474951,0.9075210834359833,0.8887052514782033,0.0067876844802231065,0.015402126125991344,0.1216015592799522,0.2271093726158142,16,16,False,58.671846866607666,113.67642974853516,0.8143601063638926,2.0335285663604736,52,154,56,46,-0.22041609915529864,-0.7376010753752243,0.5068752736539721,3.351089548142113,1.2943812569151043,6.2433355826800945,3.916730769230727,0.32346925210741967,0.45462579727822655,0.09871568055188307,0.3379096020037315,0.11710659009604892,-0.6753246753246753,-0.00010761593040371113,237.92523815599998,50.49272324000049,151.49381863099916
G6,target-KL 0.02,ppo_privilege_gru_0722_clip015_tkl002,20,19,20,0.28187919463087246,0.4161073825503356,-4.8821130612830554e-05,0.058185436566686594,0.9173586960492012,0.8917841604567346,0.8797433996412425,0.002269512969505741,0.004861887078732252,0.03450683521805331,0.08062499761581421,16,16,False,21.622855603694916,63.225547790527344,1.0473833136260509,2.2427353858947754,42,149,62,45,-0.08690676287751321,-0.5471819996577987,0.5079104661923941,3.7597059722856945,2.995932263331439,4.746736611549655,4.097380952380907,0.39944220351724063,0.4530513622895428,0.07464955681863389,0.35463530985864306,0.12210011489879498,-0.5637583892617449,0.00011620162679378798,230.57473922600002,50.95893817800061,149.9326644390003
G6,target-KL 0.04,ppo_privilege_gru_0722_clip015_tkl004,1,0,1,0.33962264150943394,0.41509433962264153,-5.096196886711368e-08,0.17396116385642058,0.6211697350443632,0.6038145037468354,0.5865283103675676,0.038640857497230174,0.07728171348571777,0.3387109339237213,0.6774218678474426,16,1,True,29.784452438354492,29.784452438354492,2.5946134328842163,6.131119251251221,54,159,66,39,-0.23055848805200252,-0.7836086370903732,0.5692371120957951,3.503862829655375,1.7935366908688255,5.977257553439001,3.556666666666632,0.3090019532907204,0.43090997908191037,0.08736558703054961,0.3284134787783901,0.12027644987074954,-0.6792452830188679,-3.133682274248001e-06,92.4940161759987,1.5364212530002987,52.436819197999284
G6,target-KL 0.04,ppo_privilege_gru_0722_clip015_tkl004,2,1,2,0.3202614379084967,0.3464052287581699,9.655952482034991e-08,0.06669911068841883,0.750970190761642,0.7194645914433604,0.7817435736339593,0.03832181585719807,0.07664363086223602,0.33390623331069946,0.6678124666213989,16,1,True,25.203182220458984,25.203182220458984,1.8236626379191876,4.368533611297607,49,153,53,51,-0.20154636231229073,-0.7002110011498702,0.4919091510712183,2.9469059688097827,2.1536979014884183,4.049960937428556,3.672040816326493,0.42322546530328203,0.4379747439908889,0.09939404795044775,0.3299387082387636,0.10854641805490897,-0.6405228758169934,0.0004913872110300676,93.4358304080015,1.4540180419971875,51.82908623399999
G6,target-KL 0.04,ppo_privilege_gru_0722_clip015_tkl004,3,2,3,0.27741935483870966,0.5032258064516129,0.003841955443876943,0.10284332885622917,0.7692903364246411,0.7433296171835575,0.7771299336737243,0.00860732889588689,0.024350741878151894,0.12798827968072146,0.2706249952316284,16,16,False,61.5280856192112,122.24801635742188,1.8354329720139504,4.170269012451172,43,155,78,34,-0.06807873385958796,-0.5236553380303793,0.5627196411461234,4.57814519984574,2.7775348179845754,7.071298036268889,3.0386046511627636,0.31269481285992107,0.4076657197056638,0.10260331613431119,0.34532295421455556,0.14133581577671175,-0.5548387096774193,0.00010120582656415538,94.3956134680011,17.67053288600073,52.793856494001375
G6,target-KL 0.04,ppo_privilege_gru_0722_clip015_tkl004,4,3,4,0.3223684210526316,0.4473684210526316,0.0005402990868814683,0.05714008627666187,0.7885604905241717,0.7973032107323759,0.7060516897363383,0.007275311342130101,0.07276319712400436,0.05048437402583659,0.09703125059604645,16,14,True,20.706053563526698,50.29095458984375,1.090970478951931,2.4512877464294434,49,152,68,35,-0.17245065703330234,-0.620767353536468,0.4276039982863192,4.053517938971861,2.7620171496949117,5.782142072311778,3.623469387755063,0.3178131941139068,0.3938622418482109,0.10839506005239932,0.34111977866534354,0.13121901591824636,-0.6447368421052632,-5.260951162907045e-05,97.0436293160019,15.797186217998387,52.90549469799953
G6,target-KL 0.04,ppo_privilege_gru_0722_clip015_tkl004,5,4,5,0.31125827814569534,0.4304635761589404,0.004598951683747465,0.05611429779930803,0.8243465714524982,0.802650086152237,0.8095004411937793,0.008022882788936841,0.018855314701795578,0.13641601240669843,0.28828123211860657,16,16,False,71.27856430411339,151.3951873779297,1.173347494751215,2.443296194076538,47,151,65,39,-0.15770215407983815,-0.6321510187003787,0.4700301898796462,3.469024275329681,2.5897580104965496,4.63236117957044,3.885744680851022,0.3635748682888986,0.38816307583090587,0.08654401871914184,0.34459183046651043,0.12020768747864562,-0.6225165562913907,1.4884266396632523e-05,94.82122253800117,17.6492479059998,52.574323483000626
G6,target-KL 0.04,ppo_privilege_gru_0722_clip015_tkl004,6,5,6,0.2692307692307692,0.5064102564102564,0.001363247162299075,0.050019831663455826,0.8492678113584587,0.8510088036949874,0.8287862142815732,0.003371792383259159,0.008906449191272259,0.05264648312004283,0.11124999821186066,16,16,False,36.249143704771996,89.0768814086914,1.0220760136842728,2.2192680835723877,42,156,79,35,-0.04875760772417988,-0.3882938183748328,0.40226810493116505,4.71928825432905,4.122014587218431,5.5126816330282296,3.054761904761878,0.3640546895997243,0.38421316576907394,0.09244411614944915,0.3452263760593753,0.14461698785933932,-0.5384615384615384,-0.00013943318135608375,97.02692065299925,17.768941015001474,53.012878584002465
G6,target-KL 0.04,ppo_privilege_gru_0722_clip015_tkl004,7,6,7,0.2751677852348993,0.5234899328859061,0.0018582150246855278,0.04426672602707886,0.8630851166689227,0.8574282702348058,0.8646344784220888,0.004074201638577503,0.006605218630284071,0.08059081877581775,0.1555468738079071,16,16,False,28.432569906115532,59.12729263305664,0.7827295243740082,2.1416940689086914,41,149,78,30,-0.055509480361126955,-0.2799080781282851,0.1977403656903801,4.2453252236813475,4.062248591775883,4.451940279688946,3.6819512195121558,0.37433638436851596,0.3851390516984185,0.09507556183542047,0.3593273627142246,0.13518065793356326,-0.5503355704697986,0.00031806946088386843,92.41201957399971,17.44977236199702,52.21291159000248
G6,target-KL 0.04,ppo_privilege_gru_0722_clip015_tkl004,8,7,8,0.26174496644295303,0.5033557046979866,0.0008912968146610467,0.04996231927297056,0.8711118590140713,0.8839328013286455,0.8321181071432459,0.20730046757496892,0.6198452115058899,0.026093749950329464,0.051093749701976776,16,2,True,17.74667239189148,31.48777198791504,0.764254343137145,1.86855149269104,39,149,75,35,-0.017148362849135228,-0.3716453008300972,0.4167135612469675,4.636092290947273,4.319856087586705,5.023127644313936,4.093846153846108,0.3646984760981536,0.3851598281311948,0.09032584767706081,0.36337155206356075,0.14272835594920075,-0.5234899328859061,0.0002416620240092827,92.95989061499859,2.5566871150003863,51.91437422600211
G6,target-KL 0.04,ppo_privilege_gru_0722_clip015_tkl004,9,8,9,0.22972972972972974,0.5472972972972973,0.0008967038553601148,0.055768133863176896,0.860274529521954,0.8713219861203141,0.8111379338769473,0.003128752350166901,0.006587512791156769,0.04906738217687234,0.0793749988079071,16,16,False,19.172194838523865,46.6632080078125,0.9821363173425197,2.4329488277435303,34,148,81,33,0.048999868821354244,-0.22840780719734338,0.38437332788873496,4.532762948670773,3.420573138578532,5.877350629528555,3.1402941176470316,0.3481157715694445,0.3421287206914199,0.0865497984575588,0.3671497836936782,0.14129202238221794,-0.4594594594594595,1.7522204917523914e-05,94.78619008500027,17.455402153998875,52.21733463799683
G6,target-KL 0.04,ppo_privilege_gru_0722_clip015_tkl004,10,9,10,0.273972602739726,0.541095890410959,0.0024765900713825673,0.040911478724818554,0.9043036969079096,0.8922325444832424,0.9002353722118015,0.004624903691728834,0.009880462661385536,0.08941894122108351,0.18140624463558197,16,16,False,45.46163755655289,129.03553771972656,0.7620940275490284,1.7894693613052368,40,146,79,27,-0.03877277323141291,-0.4881804316062215,0.5370307890613106,4.561835798084395,2.7856185683498618,6.837614123681767,4.095249999999954,0.36891597007735794,0.3616677009027654,0.10216658793170216,0.3667614359397299,0.1426479496412587,-0.547945205479452,-0.0002369533329494264,94.70895423600086,17.387191337998956,52.264444176002144
G6,target-KL 0.04,ppo_privilege_gru_0722_clip015_tkl004,11,10,11,0.24489795918367346,0.4897959183673469,0.0010714285734867435,0.03848382388234941,0.899991332788497,0.9031251483783764,0.8879862365062742,0.10369819848705082,0.5057758688926697,0.057749998196959494,0.1185937449336052,16,4,True,45.60397171974182,81.4732666015625,1.7734106704592705,4.036926746368408,36,147,72,39,-0.0012985669304703775,-0.306326689154974,0.3730541285268751,3.743294575412101,3.2527532800650505,4.345322528792574,3.7847222222221837,0.4128002894506543,0.35380924763024296,0.09446823305448006,0.3645324384556686,0.1241965980926199,-0.4897959183673469,-0.00023168511141187495,93.91450338900177,4.643898883001384,51.67632317499738
G6,target-KL 0.04,ppo_privilege_gru_0722_clip015_tkl004,12,11,12,0.25165562913907286,0.47019867549668876,0.0012728539621144187,0.0615026095877303,0.8475241973033409,0.8550811921503423,0.824459093746941,0.07726374902669339,0.7443425059318542,0.05535937417298555,0.12382812052965164,16,9,True,33.74653673171997,88.34646606445312,0.8951488599181175,1.9509153366088867,38,151,71,42,-0.016855769209655487,-0.3525330743705882,0.38206508619898916,4.172853318571238,3.677074038633289,4.762040288932277,3.3660526315789143,0.34843951748499186,0.3507765147323102,0.11813333737723872,0.35032477470159423,0.13562690946272213,-0.5033112582781457,0.0005038049041738861,94.80249948199707,10.224740333000227,52.10826647800059
G6,target-KL 0.04,ppo_privilege_gru_0722_clip015_tkl004,13,12,13,0.2191780821917808,0.5684931506849316,0.0015696065888424944,0.04318579896593675,0.8709976241548164,0.879572362888022,0.8515576056329465,0.16523602088913322,0.6533642411231995,0.07224609423428774,0.1310156285762787,16,3,True,39.04565668106079,81.19932556152344,0.7774559203535318,2.1618871688842773,32,146,83,31,0.10011458050610846,-0.11781081776007889,0.3570713933871352,5.568996671396137,6.12190965990482,4.9170544909157465,3.565312499999964,0.3819191142738073,0.35489699936788693,0.09731532963014763,0.3757202694412369,0.16254168809033953,-0.4383561643835616,0.0002087873580936646,93.7646216969988,3.613550911999482,51.543565336996835
G6,target-KL 0.04,ppo_privilege_gru_0722_clip015_tkl004,14,13,14,0.22602739726027396,0.4931506849315068,0.00018073417420971793,0.06090047111061406,0.868366494621283,0.8791953298962285,0.8433265658583128,0.3503926915225262,1.0506645441055298,0.009687499841675162,0.027812499552965164,16,2,True,8.316644668579102,10.517043113708496,1.1285176381468773,2.343747138977051,33,146,72,41,0.03238018708808878,-0.2245672819701691,0.34383166473446203,3.563204109551136,3.606546470363971,3.510667914626488,3.820909090909049,0.36282434866768964,0.36293403350450654,0.0859001975494621,0.3648444475113545,0.11983677738373295,-0.4520547945205479,-0.0002462432864507246,93.69671236499926,2.5141729099996155,51.575161633998505
G6,target-KL 0.04,ppo_privilege_gru_0722_clip015_tkl004,15,14,15,0.2013888888888889,0.5694444444444444,0.0014359438972313399,0.03177826856348148,0.8985017597712924,0.9090067541592157,0.8576061738795758,0.017496565774512973,0.16631679236888885,0.072812497902375,0.16710937023162842,16,12,True,54.743223468462624,402.2187805175781,0.5752424005419016,1.3987938165664673,29,144,82,33,0.12882050664740397,-0.1765673748670941,0.4797886689849613,5.120121141547726,4.229754638575201,6.143378167351971,3.422068965517209,0.34949099099503567,0.36754819844875125,0.09378014016455496,0.377418585119752,0.1539984060672849,-0.4027777777777778,0.0001812932381448219,94.55153968400191,13.28342831700138,51.4596786430011
G6,target-KL 0.04,ppo_privilege_gru_0722_clip015_tkl004,16,15,16,0.3333333333333333,0.4528301886792453,0.002021830317583332,0.0497671226976447,0.8808823868760245,0.8739935253832076,0.865429517006635,0.016651986909897203,0.09204663336277008,0.09761160691933972,0.21226562559604645,16,6,True,38.98016834259033,64.6804428100586,0.739805155992508,1.493695616722107,53,159,72,34,-0.2032809296495672,-0.5770940892136738,0.31001475213995255,3.9926625986819375,2.6404708461285744,5.849403512635809,3.160943396226386,0.36167105260110594,0.38269016735165595,0.117245642687042,0.3341229730305202,0.12920898009371198,-0.6666666666666666,5.378389286736328e-05,94.13315046199932,7.09756665399982,53.0191215249979
G6,target-KL 0.04,ppo_privilege_gru_0722_clip015_tkl004,17,16,17,0.28104575163398693,0.5424836601307189,0.001302648050077515,0.0592715240519993,0.8773025663035957,0.8730024607070559,0.8513665050508401,0.003637955496087669,0.007351243402808905,0.06984863081015646,0.16789062321186066,16,16,False,31.296595841646194,97.72137451171875,1.0569121915847064,1.9117302894592285,43,153,83,27,-0.05705187829184564,-0.4523291933078067,0.4370447654781057,4.9035994931483025,3.279420693396447,6.933822992838122,3.699069767441821,0.2982110830223352,0.3749876568303316,0.09624749852881574,0.35833242223093814,0.14677910327814478,-0.5620915032679739,-7.190053295463881e-05,93.77075325499754,17.67989855599808,52.77116576999833
G6,target-KL 0.04,ppo_privilege_gru_0722_clip015_tkl004,18,17,18,0.304635761589404,0.48344370860927155,0.0015912912968379562,0.034401242024749194,0.9235482672217347,0.9218606013312914,0.8993103662692082,0.10899496752835278,0.7334260940551758,0.0629352665107165,0.13484375178813934,16,6,True,34.332682847976685,73.92870330810547,0.6245672974735499,1.5898796319961548,46,151,73,32,-0.11709601235652778,-0.5489820748346307,0.43912088628951385,4.975185424689709,3.6229324089518635,6.716723399503601,3.3041304347825773,0.30847621917097545,0.3953504843113001,0.11938875771520543,0.3416574322868097,0.1501920376668957,-0.609271523178808,0.00032604086857471794,93.01974486600011,6.939725370000815,52.009101706000365
G6,target-KL 0.04,ppo_privilege_gru_0722_clip015_tkl004,19,18,19,0.25,0.5067567567567568,0.004947967895568506,0.040427359409672035,0.9047415509208715,0.8989643376292714,0.8940534845781802,0.008308961203729266,0.02304777316749096,0.1688183551596012,0.4078124761581421,16,16,False,89.08391466736794,188.46640014648438,0.5600002508610487,1.4041693210601807,37,148,75,36,0.01903158050382143,-0.28961149398856695,0.3821410799066313,4.981917237537525,4.1142081607918755,6.002751445473584,3.982432432432387,0.37378531808677434,0.39393278846791,0.09986735043232514,0.3676958839127222,0.1508470463362053,-0.5,0.0004886502548939572,93.68032932799906,17.45777274500142,52.34702333600217
G6,target-KL 0.04,ppo_privilege_gru_0722_clip015_tkl004,20,19,20,0.27450980392156865,0.49673202614379086,0.00254543773193537,0.04269368334188669,0.9066544820530256,0.9040083982344864,0.8871024389065013,0.03078559409565059,0.39741504192352295,0.1294140592799522,0.24015624821186066,16,15,True,45.94505627950033,95.86725616455078,0.7112545493990183,1.6951638460159302,42,153,76,35,-0.0630508733046577,-0.42435106477391077,0.38857436603190876,3.9999387524646908,3.136498442331126,5.079239140131648,3.502619047619013,0.3799636154225154,0.39117806712104847,0.08996850183972557,0.3556557878994073,0.13011145003865288,-0.5490196078431373,0.0002014966004193171,93.98353866600155,17.018655430001672,52.50437068199972
G7,clip 0.20 x 45U,ppo_privilege_gru_0722_long45_clip020,1,0,1,0.33962264150943394,0.41509433962264153,0.011417587460455403,0.17396116385642058,0.6211697350443632,0.6038145037468354,0.5865283103675676,0.20632292214548215,2.34454345703125,0.15409179485868663,0.577343761920929,16,16,False,93.93508404493332,278.0511779785156,2.5946134328842163,6.131119251251221,54,159,66,39,-0.23055848805200252,-0.7836086370903732,0.5692371120957951,3.503862829655375,1.7935366908688255,5.977257553439001,3.556666666666632,0.3090019532907204,0.43090997908191037,0.08736558703054961,0.3284134787783901,0.12027644987074954,-0.6792452830188679,-3.133682274248001e-06,92.40015717200004,17.832028527998773,53.1724629310047
G7,clip 0.20 x 45U,ppo_privilege_gru_0722_long45_clip020,2,1,2,0.33112582781456956,0.3576158940397351,0.0032865849928569446,0.10487971264084474,0.6969163028387098,0.6566820201244843,0.7372884875874838,0.11663796911714598,1.761121153831482,0.09140136521091335,0.27585935592651367,16,16,False,58.00592866539955,155.95022583007812,2.8122584126889705,5.462217807769775,50,151,54,47,-0.22878015366825663,-0.7535526393289523,0.48458244402675166,2.7092272977524208,1.851692818901152,3.8749382299408643,3.8043999999999607,0.4290079463597363,0.4508674586715706,0.09493919706278349,0.328819693673598,0.10416621612447766,-0.6622516556291391,0.00048559216280680327,93.63264407899987,17.540265818999615,52.440127668996865
G7,clip 0.20 x 45U,ppo_privilege_gru_0722_long45_clip020,3,2,3,0.32,0.44666666666666666,0.0026914794651384244,0.0624699856490718,0.7651915385737708,0.7364088711514418,0.7317196895081888,0.00763283988839248,0.016503017395734787,0.08436523226555437,0.2361718714237213,16,16,False,63.22606360912323,153.3418731689453,1.2020461700856686,2.8014864921569824,48,150,67,35,-0.14377911119484546,-0.6229480017624833,0.48282636108591165,4.502300307793661,2.8987721245580884,6.599221778178641,4.406458333333281,0.3252872516556506,0.4294454278558195,0.08970084964377847,0.35597161140520067,0.140079410393762,-0.64,0.00016986700619175737,93.63358034600242,17.552208861001418,52.341996590002964
G7,clip 0.20 x 45U,ppo_privilege_gru_0722_long45_clip020,4,3,4,0.42857142857142855,0.36645962732919257,0.0024689849573041878,0.06495030894581574,0.8313047924446528,0.8079090323731641,0.7576321745541394,0.049721679509093515,0.6914357542991638,0.09187499876134098,0.23609374463558197,16,16,False,30.840241089463234,66.46528625488281,1.0963727109134198,2.663213014602661,69,161,59,33,-0.41670654431050597,-0.9901484872181198,0.43022309444535445,3.560403384203998,2.096437026035187,5.722569082422551,4.000144927536188,0.2818160434246205,0.47306631617081174,0.09581544148458232,0.3195500987012182,0.12096387163020134,-0.8571428571428571,-7.765749906841347e-05,93.94315625400486,18.10121496800275,53.71757246500056
G7,clip 0.20 x 45U,ppo_privilege_gru_0722_long45_clip020,5,4,5,0.31543624161073824,0.3959731543624161,0.0003246217804802054,0.08295444268314894,0.8159666358188626,0.775085266365723,0.7715906716818492,0.003729354590395813,0.006887258030474186,0.02897460834356025,0.08507812023162842,16,16,False,20.611833930015564,53.077796936035156,2.3395184986293316,6.013734817504883,47,149,59,43,-0.15760934242507318,-0.6632157576775932,0.5138991778321801,3.6820921533608493,2.8137274304457254,4.8353890509824975,4.2325531914893135,0.35250709322041374,0.42691534602500003,0.07797718422775846,0.348828247975407,0.12445198268656027,-0.6308724832214765,-1.7089865564005404e-05,95.33365115200286,17.568007939997187,52.56091111000569
G7,clip 0.20 x 45U,ppo_privilege_gru_0722_long45_clip020,6,5,6,0.3333333333333333,0.3888888888888889,0.0005974083413811115,0.05996386612072319,0.8610131603774741,0.8391095728830302,0.8234955365813862,0.004913305790541923,0.010989037342369556,0.038627928552159574,0.14179687201976776,16,16,False,21.342825815081596,81.6664047241211,1.1217540971934796,2.3853139877319336,54,162,63,45,-0.22805317422212681,-0.7444284603943744,0.5230381511193243,3.375824551438864,2.008539461668397,5.364602863832271,3.2112962962962666,0.34771267762873753,0.47817613812156134,0.09899398125087645,0.32155183445107133,0.11720434760712073,-0.6666666666666666,-0.00014268961365221107,93.86333577999903,18.122366299001442,53.92665086899797
