group,arm,run,update,rollout_policy_update,checkpoint_update,rollout_collision_rate,rollout_overtake_rate,policy_gradient_loss,value_loss_post_update,explained_variance_post_update,collision_explained_variance_post,ordinary_explained_variance_post,approx_kl_mean,approx_kl_max,clip_fraction_mean,clip_fraction_max,actor_optimizer_steps_planned,actor_optimizer_steps_completed,actor_early_stop_triggered,actor_grad_norm_mean,actor_grad_norm_max,critic_grad_norm_mean,critic_grad_norm_max,ego_collision_count,episode_count,overtake_count,follow_count,mean_episode_return,mean_collision_episode_return,mean_ordinary_episode_return,mean_relative_position_m,mean_collision_relative_position_m,mean_ordinary_relative_position_m,mean_ego_collision_time,mean_episode_min_obb_clearance_m,mean_episode_min_wall_clearance_m,mean_episode_risk_active_fraction,mean_episode_reward_progress,mean_episode_reward_relative,mean_episode_reward_collision,mean_episode_reward_risk,rollout_wall_seconds,actor_train_wall_seconds,critic_train_wall_seconds
G3,clip 0.10,ppo_privilege_gru_0721_clip010,9,8,9,0.2671232876712329,0.410958904109589,0.003188110778646669,0.04633657614639866,0.8731611952311267,0.8329343030278771,0.7782107907746332,0.0032800235904869614,0.005520849023014307,0.13829589751549065,0.24921874701976776,,,,49.06984341144562,123.03646850585938,1.0379593651741743,2.985609531402588,39,146,60,47,-0.06184783322571384,-0.5673280915236859,0.5857987477185629,3.3371494514475333,1.9760606537280374,5.081044473525637,4.137179487179441,0.39464087031630724,0.4411469378022558,0.08265230131399251,0.35471751024336173,0.11742820580561508,-0.5342465753424658,0.00025302606777514596,227.5552709069998,59.62134364299982,144.70722094400026
G3,clip 0.10,ppo_privilege_gru_0721_clip010,10,9,10,0.30344827586206896,0.3931034482758621,0.0014932044859597426,0.11182318123602959,0.8656743408348677,0.8400934778747488,0.734152403346326,0.05589103115922626,0.8631880879402161,0.07734863136829517,0.2175000011920929,,,,37.704712599515915,98.8987808227539,1.008318530395627,2.969771146774292,44,145,57,44,-0.11268613352202067,-0.578063284386111,0.47630682304034366,4.026792927147068,2.383222097346777,6.10693725861306,4.542727272727219,0.3847969736177011,0.4393927845792014,0.07357241797579364,0.362091451088927,0.13221593201252074,-0.6068965517241379,-9.69648993304731e-05,237.53977386499992,53.43540163800026,145.67260662200079
G3,clip 0.10,ppo_privilege_gru_0721_clip010,11,10,11,0.375,0.3375,0.005576801247370922,0.05865679068908463,0.8873389913226687,0.8584179197355253,0.7294247053338684,0.12213414415309672,1.1430341005325317,0.23754393844865263,0.3482031226158142,,,,109.33434349298477,211.79098510742188,0.9352324932813645,2.6435322761535645,60,160,54,46,-0.3205871000301234,-0.8915010462953376,0.5357838193676978,2.7931618346158738,1.7158367972568522,4.409149390654406,3.923166666666624,0.3666283836613034,0.43412414841358604,0.10274015880391758,0.32278701333290916,0.10644280355940258,-0.75,0.00018308307756484252,235.60821972600024,50.243803262000256,149.034519885
G3,clip 0.10,ppo_privilege_gru_0721_clip010,12,11,12,0.35,0.325,0.0024401003028247104,0.03951400896985868,0.8940896031736645,0.8641342954233344,0.8180662257947617,0.0031620147074863728,0.007771829143166542,0.13188964524306357,0.32609373331069946,,,,40.80382615327835,109.19271087646484,0.9254233706742525,1.9517067670822144,56,160,52,52,-0.2707412754880805,-0.7850948738234719,0.4618229403229315,2.792904799962534,1.6628761412196598,4.4023395563539,3.5346428571428206,0.37021024313146345,0.4358589377259404,0.10112511463851348,0.3221792714369391,0.10687354462815982,-0.7,0.00020590844682046887,225.77604112500012,49.12694587199985,154.004968921
G3,clip 0.10,ppo_privilege_gru_0721_clip010,13,12,13,0.30201342281879195,0.37583892617449666,0.004519251081219977,0.041407941171360214,0.9137583425740025,0.8926093165372214,0.8429670267254687,0.004462634927185717,0.01066213846206665,0.19235839159227908,0.38734373450279236,,,,97.46103861927986,200.05860900878906,0.645459021627903,1.5472848415374756,45,149,56,48,-0.15550999008283425,-0.5468358488791469,0.3234261356081752,2.8366693849891043,1.9999565731456317,3.8607059606781315,4.169999999999955,0.3430038654799767,0.44361226479275667,0.0893484920977087,0.3434634806046461,0.10510566452106447,-0.6040268456375839,-5.2289570960977764e-05,242.81857645400032,50.07023545999982,146.400847891
G3,clip 0.10,ppo_privilege_gru_0721_clip010,14,13,14,0.26174496644295303,0.38926174496644295,0.0027063782115146484,0.03321921416888625,0.8985095277309204,0.8830279609268117,0.851870583589185,0.19173944324589684,0.785028338432312,0.09132323949597776,0.1654687523841858,,,,44.26540830731392,122.1278305053711,0.8805250529199838,2.1321024894714355,39,149,58,52,-0.07560146201628493,-0.5062417036493257,0.46596126609799365,2.463479979433765,1.8381842233626444,3.249836763583811,3.907692307692265,0.3896089547725784,0.4372984631662987,0.08736775535249898,0.3486533524783968,0.09918184175605303,-0.5234899328859061,5.327663517135442e-05,226.84488406699984,49.72589796900047,147.92779513099958
G3,clip 0.10,ppo_privilege_gru_0721_clip010,15,14,15,0.304635761589404,0.3708609271523179,0.0021056440744337546,0.03772224593385512,0.9094260185671288,0.9026917877586187,0.8118780146174813,0.05272413731203414,0.7998908162117004,0.14085937186609954,0.431953102350235,,,,69.40461713075638,190.16571044921875,0.8341448083519936,1.6655499935150146,46,151,56,49,-0.1624841890213522,-0.6471999071563149,0.47883199189567544,2.860420345492083,2.118588211028548,3.841921323397683,4.013043478260825,0.39248717734984284,0.4275729037712052,0.08839414428713949,0.33858006718036754,0.10790154856730842,-0.609271523178808,0.0003057184097796833,220.99868064899965,49.07473963099983,145.37629462599944
G3,clip 0.10,ppo_privilege_gru_0721_clip010,16,15,16,0.3157894736842105,0.375,0.005806199218350239,0.03505847143264496,0.9341813813785051,0.9221021839473349,0.9012005006946109,0.006193514852639054,0.025210492312908173,0.21952636318746954,0.5841405987739563,,,,109.55631643533707,254.2866973876953,0.623555039986968,1.6230902671813965,48,152,57,47,-0.1733510085426572,-0.6364435037759961,0.4464804850773501,3.5877059353479113,2.46188489607545,5.094574095604896,3.7335416666666266,0.39785493303003916,0.4529936858743245,0.08446727699634532,0.3366574901654702,0.12134198411138628,-0.631578947368421,0.00022846454890741697,228.53991993600084,48.12036707700008,149.00100511500023
G3,clip 0.10,ppo_privilege_gru_0721_clip010,17,16,17,0.23809523809523808,0.47619047619047616,0.0029485266775737262,0.024176997192691,0.9359135558187519,0.9330125529432585,0.8231276165308818,0.14187289567489642,1.3669047355651855,0.12754882546141744,0.2523437440395355,,,,34.801952570676804,61.151397705078125,0.4336794525384903,1.2440348863601685,35,147,70,42,0.02551422900642142,-0.4025532257982821,0.565537787375432,4.184952482936999,2.9163336859903533,5.7853638883158425,4.119428571428524,0.3560556171200917,0.4494751251513525,0.07580912880490547,0.36689768874317585,0.13477562807965157,-0.47619047619047616,3.1388374070172195e-05,237.0421971630003,50.446812546999354,148.05257560899918
G3,clip 0.10,ppo_privilege_gru_0721_clip010,18,17,18,0.2925170068027211,0.46938775510204084,0.0011659784271796508,0.04722762504408844,0.9139958508794159,0.8912520680414394,0.8842744648206302,0.10157257649771054,0.8171870112419128,0.06510742066893727,0.1159374937415123,,,,26.158907771110535,49.68967056274414,0.7828462827950716,2.072964668273926,43,147,69,35,-0.0862967529882153,-0.5708827856389949,0.5250271651250759,5.112840419827132,3.268638402529102,7.439372195495417,4.237906976744139,0.2882740823878202,0.43253118068280455,0.09116666411106464,0.34510614366319364,0.15338549135446072,-0.5850340136054422,0.00024562559957247887,222.58657718300128,49.078738711999904,144.39537128200027
G3,clip 0.10,ppo_privilege_gru_0721_clip010,19,18,19,0.3161290322580645,0.44516129032258067,0.002885482468809819,0.06089071326753313,0.916501770134695,0.8920672888566867,0.9047553734955763,0.03678535855869995,0.5408904552459717,0.1121874984819442,0.23164062201976776,,,,48.77485355734825,106.0250473022461,1.0116283126175403,2.462589979171753,49,155,69,37,-0.16919951505852818,-0.6328696474944179,0.4560526332262323,3.619964749127461,2.18453274408086,5.555623058963031,3.632244897959148,0.3474886580312808,0.4472876417683226,0.09283562990131117,0.3408166136126199,0.12223812181714379,-0.632258064516129,3.81402783726125e-06,226.46952384999895,51.455320076000135,146.1760336210009
G3,clip 0.10,ppo_privilege_gru_0721_clip010,20,19,20,0.20567375886524822,0.41134751773049644,0.0011608702896024337,0.03034626131782507,0.9426720189391673,0.9405154526274596,0.8886337357075038,0.0019973642678814893,0.0034182744566351175,0.07979003735817969,0.18789061903953552,,,,19.814684361219406,51.0743408203125,0.5548351895064115,1.213275671005249,29,141,58,54,0.07046857067689463,-0.2706212596203319,0.4692812953321133,3.575431879451533,2.707109583278112,4.590701025746609,4.015862068965474,0.448393768557536,0.4542692180133221,0.06267086977086525,0.3629127935728797,0.1190689043518146,-0.41134751773049644,-0.00016560951730322567,230.2331727740002,49.85137432400006,147.3739736690004
G3,clip 0.20 legacy 8-worker,ppo_privilege_gru_0721_clip020,1,0,1,0.3092105263157895,0.4473684210526316,0.003287748450943262,0.07139069270163334,0.7488194427423085,0.7342100260395144,0.6653439337003462,0.3249206571443938,2.756199836730957,0.06883300561457872,0.1649218648672104,,,,24.337085634469986,72.16077423095703,1.4179328121244907,3.3546371459960938,47,152,68,37,-0.15186829461062287,-0.6906989663541178,0.5693358352614395,3.7685067949515307,2.1043524152858786,5.995913426196327,3.808936170212726,0.3210929756654264,0.4390043794655749,0.0870300325493538,0.3405659229616812,0.1261396150758906,-0.618421052631579,-0.00015278001661573598,225.86645283899998,49.56330485599938,149.34524628600047
G3,clip 0.20 legacy 8-worker,ppo_privilege_gru_0721_clip020,2,1,2,0.3333333333333333,0.3464052287581699,0.0036184568974562126,0.05680107473016461,0.8211670114993388,0.8076844903359607,0.732328070130807,0.10081931259424892,1.3050854206085205,0.08783691251301207,0.17585937678813934,,,,47.870418548583984,92.15142059326172,0.8163747943937778,1.8533689975738525,51,153,53,49,-0.2201162785581101,-0.7294564278530276,0.48818486655513443,3.0788303204774903,2.424071664319792,3.9893540766967894,4.078431372548975,0.42006355947709906,0.44467298586676024,0.09842207545743285,0.3351019271870136,0.11089682910410115,-0.6666666666666666,0.0005516318174417986,233.2838167610007,53.31776448600067,150.91251158900013
G3,clip 0.20 legacy 8-worker,ppo_privilege_gru_0721_clip020,3,2,3,0.37254901960784315,0.4117647058823529,0.0003943464841722477,0.054817081031156144,0.8499901235952,0.8134211618548568,0.8309258634718174,0.0421273965400178,0.6141466498374939,0.03440917868283577,0.11992187052965164,,,,28.062293589115143,83.62639617919922,1.030288141965866,2.8677072525024414,57,153,63,33,-0.26106879606830985,-0.8392898086809946,0.5430197995962048,4.455463881441572,3.0424870432116076,6.420384797105118,4.299122807017494,0.3076266389166922,0.4217027449995739,0.09046308022153775,0.3451011324848721,0.1385038704676407,-0.7450980392156863,0.0004242401948636741,223.50529224599995,48.539510275000794,149.03549001700048
G3,clip 0.20 legacy 8-worker,ppo_privilege_gru_0721_clip020,4,3,4,0.39622641509433965,0.3710691823899371,0.002924511614983416,0.05567847771067952,0.8764500729667483,0.8653081551391412,0.7546420115009043,0.19452191820601,2.2492358684539795,0.08792480234114919,0.17015624046325684,,,,43.05607298016548,118.6212158203125,0.8549444202333689,1.5535812377929688,63,159,59,37,-0.3365132562379302,-0.9083972962815579,0.46932334564172695,3.8024049924984236,2.268422335738974,5.963926008841285,4.1636507936507465,0.30135260597219093,0.45875887017959927,0.09010048776162416,0.3291877050218151,0.1264133316382679,-0.7924528301886793,0.00033853729066595466,224.85428941100145,49.30302827500054,149.74430378100078
G3,clip 0.20 legacy 8-worker,ppo_privilege_gru_0721_clip020,5,4,5,0.34838709677419355,0.36129032258064514,0.0016352223426110424,0.06837722324651797,0.8649772460470821,0.8173597349625732,0.808640209318089,0.039047916525814796,0.5440094470977783,0.057714842152563506,0.23859374225139618,,,,29.52457746863365,91.3969497680664,1.8467105828225612,3.716320276260376,54,155,56,45,-0.25534531124783877,-0.8121484114764279,0.5363590968896864,2.922201039415314,1.7410163859242669,4.601697968597896,4.004259259259213,0.3585298156502171,0.4213743463141582,0.08841217482124714,0.3327760668512342,0.10862430980723019,-0.6967741935483871,2.8505642083964172e-05,225.0373163769982,51.87343408800007,152.6733905669971
G3,clip 0.20 legacy 8-worker,ppo_privilege_gru_0721_clip020,6,5,6,0.2684563758389262,0.44966442953020136,0.0007986139916101864,0.04821409943601084,0.8875337861254194,0.8747091689592761,0.8657917354032945,0.05028854402597062,0.7406477332115173,0.021254882325592916,0.043046873062849045,,,,21.991636961698532,47.604278564453125,1.6826438799500465,3.7468793392181396,40,149,67,42,-0.06432076415756463,-0.5011160431500087,0.5157979657542752,3.994361815556349,3.2688819738160753,4.957889730367651,3.6332499999999626,0.3963088508396453,0.464719474530079,0.08504246711814487,0.34240288923324275,0.1303220791285355,-0.5369127516778524,-0.000132980841490534,243.0964489470025,53.34902911399695,152.92845253300038
G3,clip 0.20 legacy 8-worker,ppo_privilege_gru_0721_clip020,7,6,7,0.2222222222222222,0.4375,0.0028893281376807245,0.04302192863083116,0.8706210190711723,0.8368007272250637,0.8631771323677325,0.3147614167039865,4.324038505554199,0.07032714691013098,0.21203124523162842,,,,29.20403379201889,82.48069763183594,0.8208258297294379,2.2253904342651367,32,144,63,49,0.028495948720744877,-0.3511306344440972,0.48988825749032217,3.092915781605975,2.351376605115431,3.994171088417559,3.871874999999956,0.43009794209258817,0.4443779125613575,0.06839083558929951,0.36101164400318386,0.1118021217242421,-0.4444444444444444,0.00012662743776344825,229.27466419100165,47.67207004800002,150.04060385000048
G3,clip 0.20 legacy 8-worker,ppo_privilege_gru_0721_clip020,8,7,8,0.25675675675675674,0.3716216216216216,0.0028213245534152165,0.05285393217478451,0.8611974585049719,0.8430741200933691,0.7960468944848647,0.06930909411225003,0.8155558109283447,0.06475585850421339,0.12812499701976776,,,,29.81094738841057,62.559017181396484,0.821622097119689,2.12957763671875,38,148,55,55,-0.05279428571953106,-0.4673041060450406,0.49124985345770034,3.1141014454271114,2.304182118118621,4.177120562519505,3.8339473684210112,0.4143989655098696,0.44666864131264183,0.09244803426604521,0.34638834890126025,0.11417499235396047,-0.5135135135135135,0.00015588653876171609,228.67149838800105,52.44283431800068,151.36079108600097
G3,clip 0.20 legacy 8-worker,ppo_privilege_gru_0721_clip020,9,8,9,0.17985611510791366,0.43884892086330934,0.0012278605983419566,0.038077158039884346,0.9099531331249163,0.8889957542578762,0.8761414769891439,0.006748587795882485,0.022768659517169,0.06137206935090944,0.1385156214237213,,,,24.66961169242859,43.910579681396484,1.0116113990545272,4.166727066040039,25,139,61,53,0.14864474625308854,-0.20410399235871998,0.5620221743138017,4.035383460370116,2.833164918062244,5.444233314637153,4.351999999999949,0.46656158991075053,0.4309926204697227,0.05832200766836503,0.37702115641432904,0.1313048417809709,-0.3597122302158273,3.097827361598436e-05,225.85582750200047,52.201687369000865,152.21774219299914
G3,clip 0.20 legacy 8-worker,ppo_privilege_gru_0721_clip020,10,9,10,0.2653061224489796,0.3877551020408163,0.0011082381172673461,0.0568295671316624,0.9010397594288952,0.8600788659875216,0.8664979951917776,0.008013367706153074,0.03135759383440018,0.060585936647839844,0.09648437052965164,,,,31.093632400035858,61.12450408935547,0.9300690654665231,2.958284378051758,39,147,57,51,-0.06455961446290882,-0.5354607372251909,0.5295002634833548,3.1784545559109776,1.2104344402007163,5.661187624960845,4.179743589743543,0.405625739996724,0.45510630659928997,0.08886994208506105,0.35145737646603736,0.11486624088894497,-0.5306122448979592,-0.00027098691993207536,221.60355173000062,47.89784580000196,143.9877048189992
G3,clip 0.20 legacy 8-worker,ppo_privilege_gru_0721_clip020,11,10,11,0.2635135135135135,0.39864864864864863,-7.960530660033882e-05,0.05171748605397388,0.8897815104273449,0.8682922278206848,0.802299518640584,0.1898679758283106,1.4947259426116943,0.029750976060313405,0.07710937410593033,,,,15.485576122999191,42.76587677001953,1.647006930783391,3.9695851802825928,39,148,59,50,-0.060563248988049004,-0.49506739981642295,0.49426512822356694,2.8856516033291015,1.9987816906210525,4.0181162610947645,4.375128205128154,0.4580539788218207,0.44322176077744047,0.08048307446348484,0.3571755211447373,0.10901248678227914,-0.527027027027027,0.00027577011196158757,216.47984284099948,53.05055369599722,152.8861553780007
G3,clip 0.20 legacy 8-worker,ppo_privilege_gru_0721_clip020,12,11,12,0.26,0.34,5.077442530820875e-05,0.04408241988252146,0.8950753787851853,0.877557810582639,0.8693462120823497,0.0029572557050414616,0.005384531337767839,0.02577636680143769,0.05921874940395355,,,,15.120985269546509,40.51194763183594,0.9737824395298957,2.0199241638183594,39,150,51,60,-0.07954434085464027,-0.4641370223369333,0.4233845503145121,2.7389573560986022,1.5689144669964672,4.269013441847548,3.3379487179486844,0.41674766559893844,0.4541786082430718,0.09528272064236805,0.3341894858254624,0.10621102856569598,-0.52,5.514475420141716e-05,239.11545828399903,48.03825193400189,148.38463354099804
G3,clip 0.20 legacy 8-worker,ppo_privilege_gru_0721_clip020,13,12,13,0.2702702702702703,0.42567567567567566,0.001168560705136823,0.04738330033573102,0.8739948912912631,0.8417016537385473,0.8382445972874193,0.10364341650973075,1.402037262916565,0.07514160027494654,0.1720312535762787,,,,27.02546301484108,63.32018280029297,0.9594479966908693,2.6909584999084473,40,148,63,45,-0.08820304403353514,-0.4084330785525374,0.30965851400522515,2.976752070810877,2.536632189992019,3.5235676803130938,3.79274999999996,0.37531184170107784,0.44734476229014336,0.08816868492971097,0.34138881799761006,0.11067464331685696,-0.5405405405405406,0.0002740351925383926,232.24397188100193,51.12604607400135,145.466806198001
G3,clip 0.20 legacy 8-worker,ppo_privilege_gru_0721_clip020,14,13,14,0.2534246575342466,0.3767123287671233,0.00032182743971131966,0.05760042303202609,0.8935340880323723,0.8577124685140508,0.9128791246746915,0.0679773408389883,0.956183671951294,0.02370117139071226,0.04984374716877937,,,,20.3956738114357,54.761390686035156,0.9148300610482692,2.6760735511779785,37,146,55,54,-0.0725442532816148,-0.47294184977589115,0.42641275158048336,2.1111605454216025,1.330853374009475,3.083543328258253,3.7524324324323928,0.4260025632920337,0.44566278503029305,0.08131416797215071,0.343017427171949,0.09179137651689476,-0.5068493150684932,-0.0005037419019652934,230.9588427000017,47.24452751799981,149.53843839599722
G3,clip 0.20 legacy 8-worker,ppo_privilege_gru_0721_clip020,15,14,15,0.20279720279720279,0.3986013986013986,0.001137165406216667,0.05375203584806248,0.8964536828974066,0.8753462656477974,0.9103403674929912,0.008055403074104107,0.06662382185459137,0.038325194516801275,0.11414062231779099,,,,22.909501314163208,59.41582107543945,0.7195211697369814,1.9960204362869263,29,143,57,57,0.0700728488423026,-0.26420801238152525,0.471209882310896,3.0646919327868205,2.7564019488769183,3.4346399134787045,3.916896551724095,0.4326526100610967,0.45124566432128677,0.08122737843120514,0.36337750786250844,0.11221700236228181,-0.40559440559440557,7.274421191799516e-05,227.25032536500294,49.386918936001166,147.74980222399972
G3,clip 0.20 legacy 8-worker,ppo_privilege_gru_0721_clip020,16,15,16,0.3223684210526316,0.3815789473684211,0.00264765776209952,0.03821713800365337,0.9179161804273095,0.9194807505348305,0.8505184011853779,0.00855985603528097,0.018319686874747276,0.10693359265860636,0.23398436605930328,,,,46.5939858853817,110.15995788574219,0.5100303541868925,1.0660518407821655,49,152,58,45,-0.1785822816587491,-0.6235642569409998,0.4170089775651865,3.4001586398417456,2.158612148074778,5.061920867283687,4.314489795918315,0.3981663112772082,0.456483196842097,0.0924880326142312,0.3472873224973318,0.11840614946636649,-0.6447368421052632,0.00046108848281577387,244.9424556519989,49.135811381001986,151.41309951800213
G3,clip 0.20 legacy 8-worker,ppo_privilege_gru_0721_clip020,17,16,17,0.2014388489208633,0.5107913669064749,0.0033262852064579462,0.026717183654794953,0.9248477269802142,0.9105925126571559,0.8943120682074551,0.18168823996762512,1.3941525220870972,0.11313964461442083,0.3659375011920929,,,,73.84679073095322,176.27940368652344,0.6277978122234344,1.4155784845352173,28,139,71,40,0.13678749622790815,-0.2712677636767719,0.6149772539287051,5.302770160776444,4.430362466923407,6.325122927010472,4.6796428571428,0.33913361869184633,0.44647753171962046,0.06912755088392304,0.3827700214906306,0.1566334160662172,-0.4028776978417266,0.0002617565127869619,238.58243183000013,47.19235898799889,147.24097850900216
G3,clip 0.20 legacy 8-worker,ppo_privilege_gru_0721_clip020,18,17,18,0.1958041958041958,0.5384615384615384,0.00020091197727190035,0.03197318681904925,0.9247797416244522,0.9200189330228354,0.9016568277993956,0.0883213719302148,0.8166640400886536,0.024770507136963715,0.05414062365889549,,,,14.40217074751854,32.09149932861328,0.5009073570370675,1.1283068656921387,28,143,77,38,0.13873750367090654,-0.19196712824207224,0.535583061966481,5.4461491382883045,3.521771601105761,7.755402182907356,3.9649999999999563,0.35085705840208536,0.45239112162332323,0.07195747490589965,0.37026836466138147,0.16031682077217657,-0.3916083916083916,-0.00023929015425989202,243.05274306700085,50.1335916349999,151.92738017700322
G3,clip 0.20 legacy 8-worker,ppo_privilege_gru_0721_clip020,19,18,19,0.23776223776223776,0.46153846153846156,0.0025982677461979797,0.04179963892212836,0.9314749764299592,0.916523035217842,0.9253219040974378,0.009363210115407125,0.03982949256896973,0.1043554660573136,0.2430468648672104,,,,61.27368785440922,123.26660919189453,0.8754596672952175,1.9238017797470093,34,143,66,43,0.02906746764745076,-0.3290961290840823,0.4469249971675726,4.58657373221204,3.918828996777369,5.365609256885819,4.336470588235243,0.3536865403119377,0.4579923073069148,0.0770957722974656,0.36138227789227784,0.14299976658521396,-0.4755244755244755,0.0002098986944345987,231.0142904940003,51.1969016960029,144.73032308300026
G3,clip 0.20 legacy 8-worker,ppo_privilege_gru_0721_clip020,20,19,20,0.20279720279720279,0.4755244755244755,-8.959294227750547e-05,0.01892775330519259,0.9489634652076271,0.9306832779002323,0.9473179097792352,0.0024043472105404334,0.008071156218647957,0.021508788522623945,0.09914062172174454,,,,15.422682717442513,46.147491455078125,0.44848682451993227,1.336012840270996,29,143,68,46,0.08106363557205898,-0.24748761734063848,0.46437343063687275,3.3917416235600375,2.6521808852120636,4.254562484966007,3.8710344827585796,0.45792463521723564,0.4521648260863463,0.07428113927890405,0.3674693377854994,0.11893589099614987,-0.40559440559440557,0.0002528123848153176,233.55855534500006,47.970542103998014,145.74187854199772
G4,actor LR low,ppo_privilege_gru_0722_lr1_tkloff,1,0,1,0.33962264150943394,0.41509433962264153,0.003657469385798473,0.17396116385642058,0.6211697350443632,0.6038145037468354,0.5865283103675676,0.005871681492571952,0.012227625586092472,0.10522949110600166,0.2932812571525574,16,16,False,85.01477235555649,195.56263732910156,2.5946134328842163,6.131119251251221,54,159,66,39,-0.23055848805200252,-0.7836086370903732,0.5692371120957951,3.503862829655375,1.7935366908688255,5.977257553439001,3.556666666666632,0.3090019532907204,0.43090997908191037,0.08736558703054961,0.3284134787783901,0.12027644987074954,-0.6792452830188679,-3.133682274248001e-06,92.29989166999985,17.64963775299975,52.67530868899985
G4,actor LR low,ppo_privilege_gru_0722_lr1_tkloff,2,1,2,0.32450331125827814,0.3509933774834437,0.004211184553568614,0.09348415847407049,0.6257246811666659,0.6251324469079746,0.5301429636853017,0.0060786822612863035,0.014207636006176472,0.13065429411653895,0.25062498450279236,16,16,False,86.34251534938812,167.6344451904297,1.86659282296896,5.578680038452148,49,151,53,49,-0.21582845194049813,-0.7344966066075151,0.489236070809978,2.6216770477929967,1.5890041476347054,4.025466771445673,3.765102040816286,0.4260943656169355,0.45033791902226883,0.09886692487164982,0.3301203058454665,0.10250686352891793,-0.6490066225165563,0.000551001201673666,95.22949715000004,17.469344292999722,52.01974955899959
G4,actor LR low,ppo_privilege_gru_0722_lr1_tkloff,3,2,3,0.33974358974358976,0.3974358974358974,-0.000400486646976006,0.0718471179671133,0.7511807033932156,0.701545353439796,0.7360928981506464,0.010878093316205192,0.15136241912841797,0.014589843432077032,0.026640623807907104,16,16,False,10.298714399337769,24.496917724609375,1.5821538999676705,4.744569778442383,53,156,62,41,-0.2154585447851803,-0.721393183715488,0.47445232648342106,3.7268860971605955,1.853110202858878,6.282035043935665,3.9903773584905218,0.3120224596816555,0.43412750137403716,0.10802802915983331,0.339089695952693,0.12439518495439185,-0.6794871794871795,0.0005437537949142669,93.57036757700007,17.57599141899982,52.46145137300027
G4,actor LR low,ppo_privilege_gru_0722_lr1_tkloff,4,3,4,0.3935483870967742,0.36774193548387096,-4.428483649454584e-05,0.06034301176959299,0.7976957673612425,0.7617943960780957,0.6653146585212892,0.0014966132278186675,0.002797328867018223,0.019887694915269094,0.047968748956918716,16,16,False,14.710836991667747,30.008420944213867,1.2177899420261382,2.8355560302734375,61,155,57,37,-0.32952853462771725,-0.9079198155847202,0.4928715679830213,3.7956402327329024,2.4491405672695508,5.710194444563606,4.267540983606508,0.29121737583046675,0.46200734221639045,0.09234808366193288,0.3317313697730217,0.12578344971071426,-0.7870967741935484,5.3420082095214355e-05,94.08168311300005,17.680465017000188,52.58420786500028
G4,actor LR low,ppo_privilege_gru_0722_lr1_tkloff,5,4,5,0.37341772151898733,0.36075949367088606,-0.0002493729492196728,0.06157724714240583,0.8294151157505467,0.78228634412624,0.6987739082072486,0.019976941837594492,0.1643335372209549,0.013554687498981366,0.0234375,16,16,False,15.108820647001266,30.668703079223633,1.3757591731846333,3.45809006690979,59,158,57,42,-0.3169422612753227,-0.9031688483614586,0.5440780385074397,2.668725731404476,1.2448946664250842,4.7599776080929574,3.935423728813516,0.3394150282280332,0.4295008451739045,0.1002956890534021,0.3264612364122455,0.10391333036884864,-0.7468354430379747,-0.00048138501844211727,92.45249274700018,17.70200090599974,52.91376757599983
G4,actor LR low,ppo_privilege_gru_0722_lr1_tkloff,6,5,6,0.34591194968553457,0.37735849056603776,-0.0004662750921489156,0.059274406827611016,0.8071747606920872,0.7729336262062235,0.6929558477198619,0.001497996310354209,0.007802624721080065,0.010380859122051334,0.0234375,16,16,False,9.831969201564789,20.770694732666016,1.1476020514965057,2.9275293350219727,55,159,60,44,-0.24475160479450644,-0.7748770291416448,0.5218913165690475,3.5567843577399563,2.3868709481563783,5.248659134676208,3.5890909090908716,0.33129080886399564,0.47163265796961795,0.09672100387221853,0.32675533463849205,0.12020504576822592,-0.6918238993710691,0.00011191416984475156,94.55282022500023,17.722562055000253,52.89734431599982
G4,actor LR low,ppo_privilege_gru_0722_lr1_tkloff,7,6,7,0.2602739726027397,0.4315068493150685,0.0007214556487156187,0.050521171110909216,0.8347039365842182,0.7996508711112886,0.8276512558165525,0.03265980076284904,0.4702492356300354,0.04658691277018079,0.11968749761581421,16,16,False,39.563565358519554,98.26094055175781,1.1861441820859908,3.132432222366333,38,146,63,45,-0.034203979281103206,-0.44960147416415136,0.48344520665007984,3.8948558959823223,3.149633499883254,4.823517651121161,4.007368421052586,0.40292769122945477,0.4422472361797257,0.08100775609381854,0.35792589765077315,0.12799605494970445,-0.5205479452054794,0.0004220133238986905,94.06546214499986,17.267524496000078,51.5323249070002
G4,actor LR low,ppo_privilege_gru_0722_lr1_tkloff,8,7,8,0.34415584415584416,0.37012987012987014,0.0004158525782997913,0.050176497456644216,0.8524510282731789,0.830729103110269,0.7315094740624584,0.05336519323478568,0.5414211750030518,0.032924803788773715,0.11015624552965164,16,16,False,31.359829545021057,101.98637390136719,1.1696043446660043,2.4563586711883545,53,154,57,44,-0.2384255281674691,-0.7714405853911024,0.5111268960532654,3.0100267500247324,1.7480903270783605,4.784624844793068,4.046981132075426,0.3570975751062018,0.45261876965143827,0.08889723504862888,0.3379280238548584,0.11168864323741902,-0.6883116883116883,0.0002694930519418268,93.40786865900009,17.669986078999955,52.61549933900005
