group,run,update,episode_rows,collision_role_episodes,ordinary_role_episodes,base_collision_source_episodes,boundary_collision_source_episodes,unknown_collision_source_episodes,base_source_realized_collision_rate,boundary_source_realized_collision_rate,ordinary_role_realized_collision_rate
G6,ppo_privilege_gru_0722_clip015_tkl002,17,152,88,64,88,0,0,0.5681818181818182,,0.0
G6,ppo_privilege_gru_0722_clip015_tkl002,18,151,86,65,86,0,0,0.5348837209302325,,0.06153846153846154
G6,ppo_privilege_gru_0722_clip015_tkl002,19,154,90,64,90,0,0,0.5444444444444444,,0.046875
G6,ppo_privilege_gru_0722_clip015_tkl002,20,149,84,65,84,0,0,0.47619047619047616,,0.03076923076923077
G6,ppo_privilege_gru_0722_clip015_tkl004,1,159,94,65,94,0,0,0.5638297872340425,,0.015384615384615385
G6,ppo_privilege_gru_0722_clip015_tkl004,2,153,89,64,89,0,0,0.5280898876404494,,0.03125
G6,ppo_privilege_gru_0722_clip015_tkl004,3,155,90,65,90,0,0,0.45555555555555555,,0.03076923076923077
G6,ppo_privilege_gru_0722_clip015_tkl004,4,152,87,65,87,0,0,0.5057471264367817,,0.07692307692307693
G6,ppo_privilege_gru_0722_clip015_tkl004,5,151,86,65,86,0,0,0.5116279069767442,,0.046153846153846156
G6,ppo_privilege_gru_0722_clip015_tkl004,6,156,89,67,89,0,0,0.4044943820224719,,0.08955223880597014
G6,ppo_privilege_gru_0722_clip015_tkl004,7,149,79,70,79,0,0,0.3670886075949367,,0.17142857142857143
G6,ppo_privilege_gru_0722_clip015_tkl004,8,149,82,67,82,0,0,0.4146341463414634,,0.07462686567164178
G6,ppo_privilege_gru_0722_clip015_tkl004,9,148,81,67,81,0,0,0.3333333333333333,,0.1044776119402985
G6,ppo_privilege_gru_0722_clip015_tkl004,10,146,82,64,82,0,0,0.45121951219512196,,0.046875
G6,ppo_privilege_gru_0722_clip015_tkl004,11,147,81,66,81,0,0,0.37037037037037035,,0.09090909090909091
G6,ppo_privilege_gru_0722_clip015_tkl004,12,151,82,69,82,0,0,0.3902439024390244,,0.08695652173913043
G6,ppo_privilege_gru_0722_clip015_tkl004,13,146,79,67,79,0,0,0.31645569620253167,,0.1044776119402985
G6,ppo_privilege_gru_0722_clip015_tkl004,14,146,80,66,80,0,0,0.3375,,0.09090909090909091
G6,ppo_privilege_gru_0722_clip015_tkl004,15,144,77,67,77,0,0,0.3246753246753247,,0.05970149253731343
G6,ppo_privilege_gru_0722_clip015_tkl004,16,159,92,67,92,0,0,0.4782608695652174,,0.13432835820895522
G6,ppo_privilege_gru_0722_clip015_tkl004,17,153,85,68,85,0,0,0.43529411764705883,,0.08823529411764706
G6,ppo_privilege_gru_0722_clip015_tkl004,18,151,85,66,85,0,0,0.4823529411764706,,0.07575757575757576
G6,ppo_privilege_gru_0722_clip015_tkl004,19,148,80,68,80,0,0,0.375,,0.10294117647058823
G6,ppo_privilege_gru_0722_clip015_tkl004,20,153,85,68,85,0,0,0.4235294117647059,,0.08823529411764706
G7,ppo_privilege_gru_0722_long45_clip020,1,159,94,65,94,0,0,0.5638297872340425,,0.015384615384615385
G7,ppo_privilege_gru_0722_long45_clip020,2,151,87,64,87,0,0,0.5517241379310345,,0.03125
G7,ppo_privilege_gru_0722_long45_clip020,3,150,85,65,85,0,0,0.5176470588235295,,0.06153846153846154
G7,ppo_privilege_gru_0722_long45_clip020,4,161,96,65,96,0,0,0.6666666666666666,,0.07692307692307693
G7,ppo_privilege_gru_0722_long45_clip020,5,149,85,64,85,0,0,0.5294117647058824,,0.03125
G7,ppo_privilege_gru_0722_long45_clip020,6,162,96,66,96,0,0,0.5416666666666666,,0.030303030303030304
G7,ppo_privilege_gru_0722_long45_clip020,7,156,91,65,91,0,0,0.5164835164835165,,0.046153846153846156
G7,ppo_privilege_gru_0722_long45_clip020,8,154,90,64,90,0,0,0.6111111111111112,,0.046875
G7,ppo_privilege_gru_0722_long45_clip020,9,154,90,64,90,0,0,0.5777777777777777,,0.0
G7,ppo_privilege_gru_0722_long45_clip020,10,153,88,65,88,0,0,0.5454545454545454,,0.06153846153846154
G7,ppo_privilege_gru_0722_long45_clip020,11,152,87,65,87,0,0,0.5172413793103449,,0.015384615384615385
G7,ppo_privilege_gru_0722_long45_clip020,12,145,81,64,81,0,0,0.3950617283950617,,0.015625
G7,ppo_privilege_gru_0722_long45_clip020,13,145,80,65,80,0,0,0.45,,0.06153846153846154
G7,ppo_privilege_gru_0722_long45_clip020,14,150,86,64,86,0,0,0.47674418604651164,,0.046875
G7,ppo_privilege_gru_0722_long45_clip020,15,146,81,65,81,0,0,0.4074074074074074,,0.015384615384615385
G7,ppo_privilege_gru_0722_long45_clip020,16,161,95,66,95,0,0,0.5684210526315789,,0.030303030303030304
G7,ppo_privilege_gru_0722_long45_clip020,17,151,87,64,87,0,0,0.4482758620689655,,0.015625
G7,ppo_privilege_gru_0722_long45_clip020,18,147,82,65,82,0,0,0.4024390243902439,,0.046153846153846156
G7,ppo_privilege_gru_0722_long45_clip020,19,149,83,66,83,0,0,0.46987951807228917,,0.030303030303030304
G7,ppo_privilege_gru_0722_long45_clip020,20,152,86,66,86,0,0,0.46511627906976744,,0.030303030303030304
G7,ppo_privilege_gru_0722_long45_clip020,21,152,87,65,87,0,0,0.5172413793103449,,0.015384615384615385
G7,ppo_privilege_gru_0722_long45_clip020,22,154,89,65,89,0,0,0.4157303370786517,,0.03076923076923077
G7,ppo_privilege_gru_0722_long45_clip020,23,151,86,65,86,0,0,0.46511627906976744,,0.03076923076923077
G7,ppo_privilege_gru_0722_long45_clip020,24,147,82,65,82,0,0,0.43902439024390244,,0.03076923076923077
G7,ppo_privilege_gru_0722_long45_clip020,25,151,87,64,87,0,0,0.42528735632183906,,0.015625
G7,ppo_privilege_gru_0722_long45_clip020,26,146,82,64,82,0,0,0.4634146341463415,,0.015625
G7,ppo_privilege_gru_0722_long45_clip020,27,153,89,64,89,0,0,0.4606741573033708,,0.03125
G7,ppo_privilege_gru_0722_long45_clip020,28,141,77,64,77,0,0,0.37662337662337664,,0.015625
G7,ppo_privilege_gru_0722_long45_clip020,29,146,82,64,82,0,0,0.43902439024390244,,0.015625
G7,ppo_privilege_gru_0722_long45_clip020,30,143,78,65,78,0,0,0.3333333333333333,,0.046153846153846156
G7,ppo_privilege_gru_0722_long45_clip020,31,150,85,65,85,0,0,0.4117647058823529,,0.015384615384615385
G7,ppo_privilege_gru_0722_long45_clip020,32,141,77,64,77,0,0,0.36363636363636365,,0.03125
G7,ppo_privilege_gru_0722_long45_clip020,33,146,82,64,82,0,0,0.3780487804878049,,0.0
G7,ppo_privilege_gru_0722_long45_clip020,34,147,82,65,82,0,0,0.45121951219512196,,0.015384615384615385
G7,ppo_privilege_gru_0722_long45_clip020,35,137,73,64,73,0,0,0.3287671232876712,,0.015625
G7,ppo_privilege_gru_0722_long45_clip020,36,145,80,65,80,0,0,0.375,,0.03076923076923077
G7,ppo_privilege_gru_0722_long45_clip020,37,156,90,66,90,0,0,0.45555555555555555,,0.06060606060606061
G7,ppo_privilege_gru_0722_long45_clip020,38,139,75,64,75,0,0,0.28,,0.0
G7,ppo_privilege_gru_0722_long45_clip020,39,142,78,64,78,0,0,0.358974358974359,,0.015625
G7,ppo_privilege_gru_0722_long45_clip020,40,148,83,65,83,0,0,0.40963855421686746,,0.03076923076923077
G7,ppo_privilege_gru_0722_long45_clip020,41,143,79,64,79,0,0,0.4177215189873418,,0.03125
G7,ppo_privilege_gru_0722_long45_clip020,42,150,86,64,86,0,0,0.38372093023255816,,0.015625
G7,ppo_privilege_gru_0722_long45_clip020,43,142,77,65,77,0,0,0.35064935064935066,,0.03076923076923077
G7,ppo_privilege_gru_0722_long45_clip020,44,138,74,64,74,0,0,0.3108108108108108,,0.046875
G7,ppo_privilege_gru_0722_long45_clip020,45,142,78,64,78,0,0,0.34615384615384615,,0.0
G8,ppo_privilege_gru_0722_long45_clip025,1,159,94,65,94,0,0,0.5638297872340425,,0.015384615384615385
G8,ppo_privilege_gru_0722_long45_clip025,2,155,91,64,91,0,0,0.5934065934065934,,0.03125
G8,ppo_privilege_gru_0722_long45_clip025,3,159,94,65,94,0,0,0.6276595744680851,,0.03076923076923077
G8,ppo_privilege_gru_0722_long45_clip025,4,158,94,64,94,0,0,0.6595744680851063,,0.03125
G8,ppo_privilege_gru_0722_long45_clip025,5,155,91,64,91,0,0,0.5824175824175825,,0.03125
G8,ppo_privilege_gru_0722_long45_clip025,6,163,97,66,97,0,0,0.5670103092783505,,0.045454545454545456
G8,ppo_privilege_gru_0722_long45_clip025,7,148,84,64,84,0,0,0.4523809523809524,,0.015625
G8,ppo_privilege_gru_0722_long45_clip025,8,150,86,64,86,0,0,0.5348837209302325,,0.015625
G8,ppo_privilege_gru_0722_long45_clip025,9,153,89,64,89,0,0,0.5730337078651685,,0.015625
G8,ppo_privilege_gru_0722_long45_clip025,10,148,82,66,82,0,0,0.4878048780487805,,0.06060606060606061
G8,ppo_privilege_gru_0722_long45_clip025,11,156,92,64,92,0,0,0.5652173913043478,,0.03125
G8,ppo_privilege_gru_0722_long45_clip025,12,148,83,65,83,0,0,0.43373493975903615,,0.03076923076923077
G8,ppo_privilege_gru_0722_long45_clip025,13,153,87,66,87,0,0,0.5517241379310345,,0.09090909090909091
G8,ppo_privilege_gru_0722_long45_clip025,14,157,90,67,90,0,0,0.5666666666666667,,0.08955223880597014
G8,ppo_privilege_gru_0722_long45_clip025,15,154,89,65,89,0,0,0.5730337078651685,,0.015384615384615385
G8,ppo_privilege_gru_0722_long45_clip025,16,150,86,64,86,0,0,0.5465116279069767,,0.0
G8,ppo_privilege_gru_0722_long45_clip025,17,150,86,64,86,0,0,0.5116279069767442,,0.0
G8,ppo_privilege_gru_0722_long45_clip025,18,146,80,66,80,0,0,0.4625,,0.030303030303030304
G8,ppo_privilege_gru_0722_long45_clip025,19,157,91,66,91,0,0,0.5714285714285714,,0.07575757575757576
G8,ppo_privilege_gru_0722_long45_clip025,20,151,86,65,86,0,0,0.5697674418604651,,0.046153846153846156
G8,ppo_privilege_gru_0722_long45_clip025,21,158,93,65,93,0,0,0.5268817204301075,,0.015384615384615385
G8,ppo_privilege_gru_0722_long45_clip025,22,150,84,66,84,0,0,0.47619047619047616,,0.06060606060606061
G8,ppo_privilege_gru_0722_long45_clip025,23,151,87,64,87,0,0,0.5632183908045977,,0.03125
G8,ppo_privilege_gru_0722_long45_clip025,24,148,81,67,81,0,0,0.48148148148148145,,0.04477611940298507
G8,ppo_privilege_gru_0722_long45_clip025,25,146,82,64,82,0,0,0.3780487804878049,,0.0
G8,ppo_privilege_gru_0722_long45_clip025,26,147,83,64,83,0,0,0.4939759036144578,,0.046875
G8,ppo_privilege_gru_0722_long45_clip025,27,157,93,64,93,0,0,0.5483870967741935,,0.0
G8,ppo_privilege_gru_0722_long45_clip025,28,148,83,65,83,0,0,0.4819277108433735,,0.015384615384615385
G8,ppo_privilege_gru_0722_long45_clip025,29,143,78,65,78,0,0,0.48717948717948717,,0.03076923076923077
G8,ppo_privilege_gru_0722_long45_clip025,30,148,84,64,84,0,0,0.4642857142857143,,0.0625
G8,ppo_privilege_gru_0722_long45_clip025,31,150,85,65,85,0,0,0.49411764705882355,,0.03076923076923077
G8,ppo_privilege_gru_0722_long45_clip025,32,144,79,65,79,0,0,0.3670886075949367,,0.015384615384615385
G8,ppo_privilege_gru_0722_long45_clip025,33,144,79,65,79,0,0,0.34177215189873417,,0.06153846153846154
G8,ppo_privilege_gru_0722_long45_clip025,34,148,83,65,83,0,0,0.4819277108433735,,0.015384615384615385
G8,ppo_privilege_gru_0722_long45_clip025,35,140,74,66,74,0,0,0.3108108108108108,,0.045454545454545456
G8,ppo_privilege_gru_0722_long45_clip025,36,157,91,66,91,0,0,0.4945054945054945,,0.045454545454545456
G8,ppo_privilege_gru_0722_long45_clip025,37,145,80,65,80,0,0,0.4875,,0.046153846153846156
G8,ppo_privilege_gru_0722_long45_clip025,38,147,83,64,83,0,0,0.4939759036144578,,0.0
G8,ppo_privilege_gru_0722_long45_clip025,39,150,84,66,84,0,0,0.47619047619047616,,0.06060606060606061
G8,ppo_privilege_gru_0722_long45_clip025,40,151,85,66,85,0,0,0.47058823529411764,,0.09090909090909091
G8,ppo_privilege_gru_0722_long45_clip025,41,147,82,65,82,0,0,0.4878048780487805,,0.03076923076923077
G8,ppo_privilege_gru_0722_long45_clip025,42,148,83,65,83,0,0,0.42168674698795183,,0.03076923076923077
G8,ppo_privilege_gru_0722_long45_clip025,43,139,75,64,75,0,0,0.3466666666666667,,0.0625
G8,ppo_privilege_gru_0722_long45_clip025,44,146,82,64,82,0,0,0.45121951219512196,,0.0
G8,ppo_privilege_gru_0722_long45_clip025,45,141,77,64,77,0,0,0.3246753246753247,,0.0
G9,ppo_privilege_gru_0722_long45_clip020_hard,1,159,94,65,51,43,0,0.6078431372549019,0.6744186046511628,0.015384615384615385
G9,ppo_privilege_gru_0722_long45_clip020_hard,2,151,87,64,59,28,0,0.559322033898305,0.5714285714285714,0.03125
G9,ppo_privilege_gru_0722_long45_clip020_hard,3,153,87,66,57,30,0,0.5263157894736842,0.5,0.07575757575757576
G9,ppo_privilege_gru_0722_long45_clip020_hard,4,149,83,66,46,37,0,0.6304347826086957,0.43243243243243246,0.06060606060606061
G9,ppo_privilege_gru_0722_long45_clip020_hard,5,148,84,64,50,34,0,0.5,0.35294117647058826,0.0
G9,ppo_privilege_gru_0722_long45_clip020_hard,6,146,81,65,46,35,0,0.41304347826086957,0.45714285714285713,0.046153846153846156
G9,ppo_privilege_gru_0722_long45_clip020_hard,7,153,89,64,50,39,0,0.56,0.46153846153846156,0.03125
G9,ppo_privilege_gru_0722_long45_clip020_hard,8,150,84,66,48,36,0,0.5625,0.4444444444444444,0.045454545454545456
G9,ppo_privilege_gru_0722_long45_clip020_hard,9,141,77,64,49,28,0,0.2653061224489796,0.5714285714285714,0.0
G9,ppo_privilege_gru_0722_long45_clip020_hard,10,149,84,65,51,33,0,0.43137254901960786,0.48484848484848486,0.046153846153846156
G9,ppo_privilege_gru_0722_long45_clip020_hard,11,154,89,65,55,34,0,0.4909090909090909,0.5,0.046153846153846156
G9,ppo_privilege_gru_0722_long45_clip020_hard,12,144,78,66,45,33,0,0.4666666666666667,0.30303030303030304,0.045454545454545456
G9,ppo_privilege_gru_0722_long45_clip020_hard,13,145,79,66,49,30,0,0.42857142857142855,0.36666666666666664,0.06060606060606061
G9,ppo_privilege_gru_0722_long45_clip020_hard,14,150,85,65,50,35,0,0.52,0.4857142857142857,0.03076923076923077
G9,ppo_privilege_gru_0722_long45_clip020_hard,15,148,84,64,51,33,0,0.5882352941176471,0.5151515151515151,0.015625
G9,ppo_privilege_gru_0722_long45_clip020_hard,16,150,85,65,52,33,0,0.5576923076923077,0.48484848484848486,0.03076923076923077
G9,ppo_privilege_gru_0722_long45_clip020_hard,17,151,86,65,47,39,0,0.574468085106383,0.4358974358974359,0.015384615384615385
G9,ppo_privilege_gru_0722_long45_clip020_hard,18,160,95,65,56,39,0,0.625,0.5384615384615384,0.046153846153846156
G9,ppo_privilege_gru_0722_long45_clip020_hard,19,144,77,67,46,31,0,0.3695652173913043,0.41935483870967744,0.07462686567164178
G9,ppo_privilege_gru_0722_long45_clip020_hard,20,147,82,65,46,36,0,0.43478260869565216,0.4166666666666667,0.03076923076923077
G9,ppo_privilege_gru_0722_long45_clip020_hard,21,153,89,64,56,33,0,0.5178571428571429,0.6060606060606061,0.015625
G9,ppo_privilege_gru_0722_long45_clip020_hard,22,147,81,66,46,35,0,0.3695652173913043,0.45714285714285713,0.045454545454545456
G9,ppo_privilege_gru_0722_long45_clip020_hard,23,150,86,64,53,33,0,0.4339622641509434,0.3939393939393939,0.03125
G9,ppo_privilege_gru_0722_long45_clip020_hard,24,143,79,64,49,30,0,0.40816326530612246,0.3333333333333333,0.03125
G9,ppo_privilege_gru_0722_long45_clip020_hard,25,153,87,66,51,36,0,0.5490196078431373,0.3888888888888889,0.045454545454545456
G9,ppo_privilege_gru_0722_long45_clip020_hard,26,141,77,64,42,35,0,0.38095238095238093,0.5428571428571428,0.03125
G9,ppo_privilege_gru_0722_long45_clip020_hard,27,143,79,64,52,27,0,0.2692307692307692,0.48148148148148145,0.015625
G9,ppo_privilege_gru_0722_long45_clip020_hard,28,148,83,65,45,38,0,0.4666666666666667,0.2894736842105263,0.046153846153846156
G9,ppo_privilege_gru_0722_long45_clip020_hard,29,147,81,66,39,42,0,0.4358974358974359,0.42857142857142855,0.045454545454545456
G9,ppo_privilege_gru_0722_long45_clip020_hard,30,144,80,64,51,29,0,0.29411764705882354,0.4482758620689655,0.015625
G9,ppo_privilege_gru_0722_long45_clip020_hard,31,146,82,64,48,34,0,0.3333333333333333,0.47058823529411764,0.0
G9,ppo_privilege_gru_0722_long45_clip020_hard,32,145,80,65,50,30,0,0.38,0.3333333333333333,0.07692307692307693
G9,ppo_privilege_gru_0722_long45_clip020_hard,33,144,78,66,49,29,0,0.30612244897959184,0.3793103448275862,0.045454545454545456
G9,ppo_privilege_gru_0722_long45_clip020_hard,34,143,78,65,40,38,0,0.35,0.2894736842105263,0.03076923076923077
G9,ppo_privilege_gru_0722_long45_clip020_hard,35,144,79,65,48,31,0,0.4166666666666667,0.3225806451612903,0.015384615384615385
G9,ppo_privilege_gru_0722_long45_clip020_hard,36,142,77,65,53,24,0,0.37735849056603776,0.20833333333333334,0.015384615384615385
G9,ppo_privilege_gru_0722_long45_clip020_hard,37,142,77,65,45,32,0,0.28888888888888886,0.3125,0.03076923076923077
G9,ppo_privilege_gru_0722_long45_clip020_hard,38,145,80,65,50,30,0,0.36,0.3,0.03076923076923077
G9,ppo_privilege_gru_0722_long45_clip020_hard,39,144,79,65,50,29,0,0.32,0.3103448275862069,0.03076923076923077
G9,ppo_privilege_gru_0722_long45_clip020_hard,40,144,78,66,44,34,0,0.29545454545454547,0.2647058823529412,0.06060606060606061
G9,ppo_privilege_gru_0722_long45_clip020_hard,41,141,76,65,44,32,0,0.36363636363636365,0.28125,0.015384615384615385
G9,ppo_privilege_gru_0722_long45_clip020_hard,42,143,78,65,47,31,0,0.3617021276595745,0.3870967741935484,0.015384615384615385
G9,ppo_privilege_gru_0722_long45_clip020_hard,43,145,78,67,52,26,0,0.2692307692307692,0.3076923076923077,0.04477611940298507
G9,ppo_privilege_gru_0722_long45_clip020_hard,44,144,80,64,48,32,0,0.4791666666666667,0.28125,0.03125
G9,ppo_privilege_gru_0722_long45_clip020_hard,45,140,76,64,42,34,0,0.3333333333333333,0.3235294117647059,0.015625
